EntidadWifi,NombreEntidad,HORARIO,EQUIPAMIENTO,TRANSPORTE 1 1,Linea 1 1,TRANSPORTE 2 1,Linea 2 1,ACCESIBILIDAD,CONTENT-URL,VIA,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TipoEntidadWIfi
1919,Centro Cultural Juan Genovés,De lunes a viernes de 9 a 15 y de 15:30 a 21:30 horas. Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,Sala de exposiciones  7 aulas  Auditorio: aforo 300 butacas,,,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13153d0b5e71c010VgnVCM1000000b205a0aRCRD,TRAVESIA  DE CA&amp;Ntilde;O,V,5,MADRID,MADRID,28023,7,ARAVACA,9,MONCLOA-ARAVACA,433328,4478964,40.45867841791346,-3.7863499043313373,917 401 596,ccjgenoves@madrid.es,CentrosCulturales
1913,Centro Cultural Juan Gris,"Lunes, martes y jueves, de 9:30 a 13:30 horas. Lunes y martes, de 15:30 a 17:15 horas. Verano, Lunes, martes y jueves de 9.30 a 13.30 horas.  Semana San Isidro: lunes, martes y jueves de 9.30 a 13.30 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",3 aulas. Zona wifi.,Metro de Madrid,Francos Rodríguez (línea 7).,,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79a81e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE  DE FRANCOS RODRIGUEZ,V,100,MADRID,MADRID,28039,4,VALDEZARZA,9,MONCLOA-ARAVACA,439610,4478821,40.45786266126019,-3.712247606973967,914 507 865,ccjuangris@madrid.es,CentrosCulturales
1911,Centro Cultural Julio Cortázar,"Lunes a jueves, de 9:15 a 14 horas y de 17 a 19 horas. Viernes, de 9:15 a 14 horas.  Verano, de lunes a viernes de 9:15 a 14 horas. Martes y jueves, de 17 a 19 horas. Semana San Isidro, de lunes a jueves de 9:15 a 14 horas y de 17 a 18 horas. Viernes, de 9:15 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones. Sala de lectura y estudio. Salón de actos / auditorio: Aforoo 144 personas 6 aulas. Zona wifi.,Metro de Madrid,Valdezarza (línea 7) y Antonio Machado (línea 7),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cfc81e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE  DE ANTONIO MACHADO,V,20,MADRID,MADRID,28035,4,VALDEZARZA,9,MONCLOA-ARAVACA,438998,4479816,40.46678417843686,-3.7195598670929315,913 734 375,ccjcortazar@madrid.es,CentrosCulturales
1951,Centro Cultural la Elipa,"De lunes a jueves, de 9 a 14 y de 15 a 17 horas. Viernes, de  9 a 14 horas. Julio, de lunes a viernes, de 9 a 15 horas. Septiembre, de lunes a viernes, de 9 a 22 horas. Agosto cerrado. Semana de San Isidro, de lunes a viernes, de 9 a 22 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Salón de actos / auditorio (aforo 250 personas) 8 aulas Zona wifi,Metro de Madrid,La Elipa (línea 2).,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE  DE SANTA FELICIDAD,V,39,MADRID,MADRID,28017,1,VENTAS,15,CIUDAD LINEAL,444825,4475074,40.42446957496409,-3.6504201407465917,914 055 312,ccelipa@madrid.es,CentrosCulturales
1917,Centro Cultural La Vaguada,Centro: De lunes a viernes de 08:00 a 22:00h y sábados de 09:30 a 21:30h. Secretaría: de lunes a jueves de 9 a 14 y de 16 a 19 horas.,Sala de exposiciones Salón de actos / auditorio 7 aulas Zona wifi,Metro de Madrid,Barrio del Pilar (línea 9).,Bus  Madrid,"49 , 83 , 128 , 132 , 137",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09691e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA  DE MONFORTE DE LEMOS,V,38,MADRID,MADRID,28029,4,EL PILAR,8,FUENCARRAL-EL PARDO,439894,4481167,40.47900813206291,-3.709138377702435,915 886 883,cclavaguada@madrid.es,CentrosCulturales
4606802,Centro Cultural Las Californias,De 9 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,Sala de lectura y estudio. Salón de actos / auditorio (aforo 80 personas). 4 aulas. Zona wifi. 2 máquinas de vending. Atención básica en lengua de signos.,Metro de Madrid,"Puente de Vallecas (línea 1) , Mendez Álvaro (línea 6)",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6c875993dc63110VgnVCM1000000b205a0aRCRD,CALLE  DE LUIS PEIDRO,V,2,MADRID,MADRID,28007,2,ADELFAS,3,RETIRO,442812,4472042,40.397021560779024,-3.6738766514153163,915 016 942,cclascalifornias@madrid.es,CentrosCulturales
1918,Centro Cultural Lavapiés,"De lunes a jueves, de 9 a 14 y de 16 a 18 horas. Viernes, de 9 a 14 horas.   Julio y septiembre, de 9 a 14 horas.   Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (aforo 80 personas) 6 aulas Zona wifi,Metro de Madrid,Lavapiés (línea 3).,Bus  Madrid,M1,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f891e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE  DE OLIVAR,V,46,MADRID,MADRID,28012,2,EMBAJADORES,1,CENTRO,440474,4473465,40.40967898937472,-3.7015569791252063,915 060 712,cclavapies@madrid.es,CentrosCulturales
1938,Centro Cultural Lope de Vega,"Lunes a viernes, de 9 a 13:45 horas y de 17 a 18:45 horas. Verano, de lunes a viernes de 8:30 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Sala de lectura y estudio (Aforo: 41 personas) Salón de actos / auditorio (Aforo: 260 personas) Salas de ensayo 7 Aulas Zona wifi,Cercanías Renfe,Asamblea de Madrid-Entrevías (línea C2).,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a273d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE  DE CONCEJO DE TEVERGA,V,1,MADRID,MADRID,28053,1,ENTREVIAS,13,PUENTE DE VALLECAS,442974,4470850,40.386296991431074,-3.671858416387963,917 570 580,cclopedevega@madrid.es,CentrosCulturales
1973,Centro Cultural Los Rosales,El horario del Centro Cultural Los Rosales es de lunes a viernes de 8 a 22 h ininterrumpidamente y los sábados de 9:30 a 13:30 h.  Horario de Secretaría:    Horario de mañana: de lunes a viernes de 9:30 a 13:30 h. Horario de tarde: de lunes a jueves de 17 a 19 h. Durante el mes de julio el horario será de 9 a 14 h.,Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo): 193 butacas + 4 movilidad reducida. 9 aulas Zona Wifi,Cercanías Renfe,Villaverde Bajo (línea C3 y C4).,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5b91e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA  DE LOS ROSALES,V,133,MADRID,MADRID,28021,3,BUTARQUE,17,VILLAVERDE,442482,4466908,40.3507522003116,-3.677296127414198,917 109 273,cclosrosales@madrid.es,CentrosCulturales
6469004,Centro Cultural Mercado de Ibiza,"De lunes a viernes, de 9 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",2 salas de lectura y estudio 6 aulas Zona wifi,Metro de Madrid,Ibiza (línea 9),Bus  Madrid,"2, 15, 26, 61, 63, 215, C2, 20, 152, C1",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbeab973f50e7310VgnVCM1000000b205a0aRCRD,CALLE  DE IBIZA,V,8,MADRID,MADRID,28009,4,IBIZA,3,RETIRO,442533,4474392,40.41817872037522,-3.677376337125393,915 572 601,ccibiza@madrid.es,CentrosCulturales
1933,Centro Cultural Meseta de Orcasitas,"De lunes a viernes, 9:30 a 13:30 y de 17 a 20 horas. Julio, de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1 Sala de exposiciones 1 Salón de actos / auditorio (aforo 280 personas)  Salas de ensayo   Aulas  Zona wifi,Cercanías Renfe,Orcasitas (C5),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbd91e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA  DE ASOCIACION,V,1,MADRID,MADRID,28041,1,ORCASITAS,12,USERA,439882,4469031,40.36969488211539,-3.7081179166391824,913 415 677,ccmesetaorcasitas@madrid.es,CentrosCulturales
1955,Centro Cultural Miguel Hernández,"Horario de verano:    Cerrado del 1 al 27 de agosto.   Julio, agosto y septiembre, de 9 a 21 horas. Sábados y domingos cerrado.   Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.  Horario de atención al público:  Lunes a Viernes de 9 a 14 horas y de 16 a 18 horas.",Sala de exposiciones. Sala de lectura y estudio. Salón de actos y auditorio con aforo máximo para 154 personas.    7 aulas. Zona WIFI.,Bus Madrid,"Líneas- 34, 39, 117 y 139.",Cercanías  Renfe,Línea C 5. Estación-Las Águilas.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=420a1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE  DE SERRADILLA,V,13,MADRID,MADRID,28044,7,LAS AGUILAS,10,LATINA,433622,4470101,40.378853797128336,-3.7819616113032115,917 066 300 / 917 108 523,ccmiguelh@madrid.es,CentrosCulturales
1972,Centro Cultural Moncloa,"De lunes a viernes, de 9:30 a 13:30 y de 17 a 19 horas.   Verano: De lunes a viernes de 9:30 a 14 horas.   Semana de San Isidro: De lunes a viernes de 9:30 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1 sala de exposiciones. Salón de actos / auditorio. Piano de media cola.,Metro de Madrid,"Moncloa (líneas 3, 6).",,,"2,4",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=982a1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA  DE MONCLOA,V,1,MADRID,MADRID,28008,2,ARGUELLES,9,MONCLOA-ARAVACA,439028,4476311,40.435209440386444,-3.718872513851534,,ccmoncloa@madrid.es,CentrosCulturales
1932,Centro Cultural Nicolás Salmerón,"Horario de secretaría del centro cultural:  De lunes a viernes, de 9 a 14 y de 16 a 18 horas.  Julio, de lunes a viernes, de 9 a 15 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1 Sala de exposiciones 1 Salón de actos / auditorio (aforo 234 personas)  20 aulas   Zona wifi,Metro de Madrid,"Concha Espina (línea 9), Prosperidad (línea 4), Cruz del Rayo (línea 9)",Bus  Madrid,"16, 29, 52",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE  DE MANTUANO,V,51,MADRID,MADRID,28002,3,CIUDAD JARDIN,5,CHAMARTIN,442658,4477740,40.44834125150792,-3.6761992414203526,915 103 751,ccnsalmeron@madrid.es,CentrosCulturales
1934,Centro Cultural Orcasur,"De lunes a jueves, de 10 a 14 y de 16:30 a 19:30 horas. Viernes, de 10 a 14 horas.   Julio, lunes a viernes, de 10 a 14 horas.  Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","1 salón de actos / auditorio. Aforo 255 personas 5 aulas Zona wifi 3 gimnasios, patio interior, espacio acristalado",Cercanías Renfe,Orcasitas (C5),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b9a1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA  DE PUEBLO,V,2,MADRID,MADRID,28041,2,ORCASUR,12,USERA,440472,4468702,40.366772166148415,-3.70113521931168,913 188 090,ccorcasur@madrid.es,CentrosCulturales
1952,Centro Cultural Príncipe de Asturias,"De 8:30 a 22 horas, de lunes a viernes  Sábados: de 09 a 22 horas  Julio y agosto: De 8:30 a 21 horas de lunes a viernes, sábados cerrados.  Septiembre: De 09 a 22 horas de lunes a viernes, sábados cerrados.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Salón de actos / auditorio (aforo 246 personas) 2 aulas Sala de ensayo (se utiliza el auditorio del centro) Gimnasio Máquinas vending Biblioteca de Ciudad Lineal ubicada en el Centro Cultural Zona wifi,Metro de Madrid,Ciudad Lineal (línea 5),,,"1,5,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE  DE HERMANOS GARCIA NOBLEJAS,V,14,MADRID,MADRID,28037,2,PUEBLO NUEVO,15,CIUDAD LINEAL,445948,4476395,40.43644651057092,-3.6372924261150033,917 767 810,ccprincipeasturias@madrid.es,CentrosCulturales
1920,Centro Cultural Puerta de Toledo,"De lunes a jueves, de 9 a 14 y de 15 a 17 horas. Viernes, de 9 a 13:30 horas. Jullio y septiembre de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (aforo 100 personas) 5 aulas Zona wifi,Metro de Madrid,Puerta de Toledo (línea 5).,Bus  Madrid,"17, 41, 18, 23, 35, C03, C2, 148, SE712, 3, C1",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28ea1e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA  DE GRAN VIA DE SAN FRANCISCO,V,2,MADRID,MADRID,28005,1,PALACIO,1,CENTRO,439593,4473220,40.40741060830642,-3.7119168856897677,913 662 728,ccptoledo@madrid.es,CentrosCulturales
114978,Centro Cultural Quinta del Berro - Rafael Altamira,"Horario secretaría:  De lunes a jueves, de 9 a 14 y de 15 a 18 horas. Viernes, de 9 a 14 horas.  Horario de San Isidro: de lunes a jueves de 9 a 14 hoas y de 15 a 18 horas. Viernes de 9 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (planta baja) (aforo 65 personas) Aulas Zona wifi,,,,,"1,5",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcc7cbf06c81c010VgnVCM1000000b205a0aRCRD,CALLE  DE ENRIQUE D'ALMONTE,V,1,MADRID,MADRID,28028,3,FUENTE DEL BERRO,4,SALAMANCA,443759,4474815,40.42206923419431,-3.6629608041639368,915 570 808,quintadelberro@madrid.es,CentrosCulturales
4703422,Centro Cultural San Francisco La Prensa,"De lunes a jueves, de 10 a 13 y de 16:30 a 18 horas. Viernes, de 10 a 13 horas. Julio, de lunes a jueves, de 10 a 13 horas, Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Salón de actos / auditorio (aforo 216 personas) 6 aulas  Zona wifi 2 gimnasios,Metro de Madrid,San Francisco (línea 11),Bus  Madrid,108,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5787e842ec9a6110VgnVCM1000000b205a0aRCRD,CALLE  DE ALISEDA,V,4,MADRID,MADRID,28025,5,PUERTA BONITA,11,CARABANCHEL,437044,4469856,40.37691447788016,-3.7416256113806847,914 284 911,ccprensa@madrid.es,CentrosCulturales
1958,Centro Cultural San Juan Bautista,"De 9 a 22 horas, de lunes a sábados.  Julio: De 9 a 15 horas de lunes a viernes, sábados cerrados.  Agosto: cerrado.  Septiembre: De 9 a 22 horas de lunes a viernes, sábados cerrados.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo 277) 8 Aulas Zona wifi,Metro de Madrid,Avenida de la Paz (línea 4),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE  DE SAN NEMESIO,V,4,MADRID,MADRID,28043,6,SAN JUAN BAUTISTA,15,CIUDAD LINEAL,444202,4478162,40.45224710166,-3.658029027767765,914 157 705,ccsanjuanbautista@madrid.es,SalasEstudioLectura
115404,Centro Cultural Sara Montiel,"Horario de verano:    Cerrado del 1 al 27 de agosto.   Julio, agosto y septiembre, de 9 a 21 horas de lunes a viernes. Sábados y domingos cerrado.   Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.  Horario de atención al público:  De lunes a viernes de 9 a 14 horas y de 16:30 a 19 horas.",Sala de exposiciones. Sala de lectura y estudio.  Salón de actos y auditorio con aforo máximo para 170 personas.  8 aulas. Zona WIFI.,Metro de Madrid,"Líneas 10, Metro Ligero 2 y Metro Ligero 3. Estación- Colonia Jardín.",Bus  Madrid,Línea 65 y línea H.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c957cbf06c81c010VgnVCM1000000b205a0aRCRD,CARRETERA  DE BOADILLA DEL MONTE,V,40,MADRID,MADRID,28024,5,CAMPAMENTO,10,LATINA,434222,4472418,40.399764677637116,-3.775144917950534,915 120 890,ccsaramontiel@madrid.es,CentrosCulturales
1994,Centro Cultural Usera 1,"De lunes a viernes, de 9 a 13 y de 17 a 19 horas.  Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones 4 aulas  1 sala de ensayo (aula sin insonorización)  Zona wifi,Metro de Madrid,Plaza Elíptica (línea 6),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54fb1e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA  DE RAFAELA YBARRA,V,49,MADRID,MADRID,28026,7,PRADOLONGO,12,USERA,439635,4470301,40.381114597104194,-3.711149675992656,915 887 214,ccusera@madrid.es,CentrosCulturales
7416137,Centro Cultural Usera 2,"Atención al público en el Centro Cultural Usera 1.   De lunes a viernes, de 9 a 13 y de 17 a 19 horas. Julio, agosto y septiembre, cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",3 aulas,Metro de Madrid,Usera (línea 6),Bus  Madrid,6,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cadb2cffdc15410VgnVCM1000000b205a0aRCRD,CALLE  DE FELIPE CASTRO,V,30,MADRID,MADRID,28026,7,PRADOLONGO,12,USERA,439814,4470653,40.38430441585109,-3.709071424745629,914 764 204,ccusera@madrid.es,CentrosCulturales
123948,Centro Cultural Valdebernardo,De lunes a viernes de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,Sala de exposiciones. 2 salas de lectura y estudio. Salón de actos / Auditorio (Aforo: 280 personas). Salas de ensayo. 14 aulas. Zona wifi.,Metro de Madrid,Valdebernardo (línea 9).,,,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD,BULEVAR  DE INDALECIO PRIETO,V,21,MADRID,MADRID,28032,2,VALDEBERNARDO,19,VICALVARO,447278,4472321,40.399832138328044,-3.6212720265227873,913 016 460 / 913 016 462,ccvaldebernardo@madrid.es,CentrosCulturales
1980,Centro Cultural Zazuar,"De lunes a viernes, de 9 a 13:30 y de 15 a 19:30 horas. Verano, de lunes a viernes, de 9 a 13:30 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (aforo 164 butacas) 6 aulas Zona wifi,,,,,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD,CENTRO CULTURAL  DE ZAZUAR,T,,MADRID,MADRID,,,,,DISTRITO,448540,4470444,40.383003853666146,-3.60624904964931,913 322 529,cczazuar@madrid.es,CentrosCulturales
1914,Centro Cultural - Centro Socio Cultural Villa de Barajas,"De lunes a viernes, de 9 a 14 y de 15 a 17 horas.   En el mes de agosto los dos centros permanecen cerrados.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",3 salas de exposiciones Salón de actos / auditorio (aforo: 103 personas) 11 aulas Zona wifi 2 gimnasios,Metro de Madrid,Barajas (línea 8),Bus  Madrid,"101, 105, 115","1,5,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=476c1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE  DE BOTICA,V,7,MADRID,MADRID,28042,3,CASCO H.BARAJAS,21,BARAJAS,450962,4480446,40.47324881250678,-3.5784908616003723,913 291 803,ccvillabarajas@madrid.es,CentrosCulturales
11866017,Centro de Ciberseguridad del Ayuntamiento de Madrid,,,Metro de Madrid,García Noblejas (línea 7),Bus  Madrid,"105, 28, 4, 70",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fc5ce0c57ec4810VgnVCM2000001f4a900aRCRD,CALLE  DE ALBARRACIN,NUM,33,MADRID,MADRID,28037,1,SIMANCAS,20,SAN BLAS-CANILLEJAS,446472,4475961,40.432559809835496,-3.6310855640348203,,,AyuntamientoMadrid-OrganismosEmpresasMunicipales
1916,Centro de Cultura Contemporánea Conde Duque,"Centro: lunes a sábado, de 9 a 21 horas. Domingos y festivos, de 10:30 a 14 horas. Lunes, cerrados las salas exposiciones y las taquillas. Cerrado 24, 25 y 31 diciembre y 1 enero.   Exposiciones: martes a sábado, de 10 a 14 y de 17:30 a 21 horas. Domingos y festivos, de 10:30 a 14 hotas.   Taquilla: de 17:30 a 20:30 horas, de martes a viernes. Los fines de semana la taquilla abrirá dos horas antes del inicio de la función.","Sala Polivalente: Esta sala ofrece un uso muy variado con un aforo total de 166 personas.  Sala de Bóvedas: Ubicada en la planta -2 del edificio. Cuenta con un aforo de 191 personas.   Auditorio:  1301,58 m&amp;sup2; y un aforo de 260 plazas (de las cuales dos son para espectadores en silla de ruedas y dos para acompañantes).  Teatro Conde Duque : Espacio escénico, caracterizado por su versatilidad y dotación técnica. Con una escena de 12 por 17 metros de superficie y un peine de 5,99 metros de altura. Aforo 253 localidades (de las cuales hay 4 para personas con minusvalía y sus acompañantes).   Salas de Ensayo : Conde Duque cuenta con dos grandes salas de ensayo (una destinada a propuestas teatrales y otra para danza) como complemento al Teatro.   Salón de Actos: En el Salón de Actos se desarrollan conferencias, seminarios, proyecciones audiovisuales, talleres, encuentros, presentaciones y muchas otras actividades. Se caracteriza por su versatilidad y está ubicado sobre el vestíbulo principal, desde el que tiene acceso directo. Tiene capacidad para 270 personas y sirve de apoyo a toda la programación que se genera desde el centro.  Zona wifi.",Metro de Madrid,"Ventura Rodríguez (línea 3), San Bernardo (líneas 2 y 4), Noviciado (línea 2), Plaza de España (líneas 3 y 10).",Bus  Madrid,"002, 001, 1, 133, 138, 2, 44, C1, 74m C2, 21, C03.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE  DE CONDE DUQUE,V,9,MADRID,MADRID,28015,5,UNIVERSIDAD,1,CENTRO,439723,4475438,40.42739911262292,-3.710589286287491,,,MonumentosEdificiosArtisticos
11526686,Centro de Educación Ambiental y Cultural Maris Stella,"Octubre a marzo   De martes a sábado de 10 a 14 y 15:30 a 18 horas. Domingos  y festivos, de 10 a 14:0 horas.   Abril, mayo, junio y septiembre   De martes a sábado, de 10 a 14 y de 17 a 19:30 horas.  Domingos  y festivos, de 10 a 14 horas.    Julio   De martes a domingo y festivos, de 10 a 14 horas.   Agosto cerrado.",Sala de exposiciones Sala de lectura Salón de actos/auditorio (aforo 100 personas) 2 aulas Zona wifi  El auditorio/edificio histórico tiene una acústica muy especial.,Cercanías Renfe,Doce de Octubre (C5),Metro  de Madrid,Hospital 12 de Octubre (línea 3),1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85205619bc23d710VgnVCM2000001f4a900aRCRD,CALLE  DE DOCTOR TOLOSA LATOUR,V,16,MADRID,MADRID,28026,7,PRADOLONGO,12,USERA,440301,4469524,40.374166248648216,-3.7032220308808577,914 801 318,centro.marisstella@madrid.es,CentrosCulturales
187859,Centro de Formación de Barajas,De lunes a viernes de 8 a 15 horas.,Acceso a Internet a través de WiFi,Bus Madrid,"114, 115, 151",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e73a0a47f441f010VgnVCM2000000c205a0aRCRD,AVENIDA  DE CANTABRIA,V,6,MADRID,MADRID,28042,1,ALAMEDA DE OSUNA,21,BARAJAS,450175,4478385,40.45463575922803,-3.587632115472542,914 800 338,,CentrosFormacionOcupacional
8952,Centro de Salud Santa Hortensia,,Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.,Metro de Madrid,"Prosperidad (línea 4), Alfonso XIII (línea 4).",,,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b8d4b6faa61c010VgnVCM1000000b205a0aRCRD,CALLE  DE SANTA HORTENSIA,V,14,MADRID,MADRID,28002,2,PROSPERIDAD,5,CHAMARTIN,443192,4477384,40.44516934861189,-3.6698726835280313,915 194 566,,CentrosAtencionMedica-CentrosSalud
