PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
72864;"Centro Municipal de Mayores Alfonso XII";"";"Lunes a viernes: de 9 a 21 horas  Fines de semana y festivos: de 9:30 a 20:30 horas";"Se ofrecen servicios de animación sociocultural, podología, prensa, comedor y cafetería, y se desarrollan talleres y actividades socioculturales, artísticas y recreativas.";"Consulta los siguientes enlaces";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=86bb3d232e91f010VgnVCM1000000b205a0aRCRD";"MIRA EL RIO";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28048";"1";"EL PARDO";"8";"FUENCARRAL-EL PARDO";"434122";"4485735";"40.51973221668713";"-3.777683378503506";"913 762 060";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
6166668;"Centro Municipal de Mayores Antón Martín";"";"Lunes a viernes: de 9 a 20 horas.  Fines de semana y festivos: de 11:00 a 20:00 horas.  Se cierra el 24, 25 y 31 de diciembre y el 1 y 6 de enero";"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado.";"Bus: 6, 26, 32, M1  Metro: Tirso de Molina (línea 1), Antón Martín (línea 1)  Aparcamiento: Garaje Centro (68), calle Relatores 11";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5a8ff0f9ae32310VgnVCM1000000b205a0aRCRD";"CABEZA";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"440360";"4473706";"40.41183963819907";"-3.7029203219492826";"915 273 119";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11720;"Centro Municipal de Mayores Antonio Machado";"";"Lunes a viernes, de 9 a 21 horas.";"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, y se desarrollan talleres y actividades socioculturales, de expresión corporal, formativas, culturales,  artísticas y recreativas.";"Metro: Alsacia ( línea 2)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c73d66051361c010VgnVCM1000000b205a0aRCRD";"SAN ROMAN DEL VALLE";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28037";"4";"ARCOS";"20";"SAN BLAS-CANILLEJAS";"447255";"4474591";"40.420280457570335";"-3.621730741880216";"917 609 942";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11607270;"Centro Municipal de Mayores Antonio Mingote";"";"Lunes a domingos y festivos, de 9 a 21 horas. Cerrado 25 diciembre, 1 y 6 enero.";"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, y se desarrollan talleres y actividades socioculturales, artísticas y recreativas.";"Metro: Quevedo (línea 2), Arg&amp;uuml;elles (líneas 3, 4, 6), Moncloa (línea 3, 6)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565eb57a012f710VgnVCM1000001d4a900aRCRD";"VALLEHERMOSO";"CALLE";"V";"47";"";"";"";"";"MADRID";"MADRID";"28015";"2";"ARAPILES";"7";"CHAMBERI";"439884";"4476236";"40.43459948809033";"-3.708768295288647";"913 819 556";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
57828;"Centro Municipal de Mayores Ascao";"";"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.";"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, zona wifi, comedor y cafetería, biblioteca, fisioterapia preventiva y voluntariado. Además, se desarrollan talleres y actividades culturales, manuales, artísticas, tecnológicas, deportivas y preventivas de autocuidado.";"Metro: Ascao (línea 7)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd5a8ed67151c010VgnVCM2000000c205a0aRCRD";"ASCAO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28017";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"445600";"4475636";"40.42959233041236";"-3.6413353211881443";"914 061 466";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11715;"Centro Municipal de Mayores Bucaramanga";"";"Lunes a viernes, de 9 a 20:30 horas.  Sábados, de 10 a 14 y de 16 a 20:30 horas. Domingos y festivos, de 10 a 14 horas.  Cierra mes de agosto y los días 24, 25, 31 de diciembre y el 1 de enero.";"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades socioculturales, artísticas y recreativas.";"Bus: 72, 87  Metro: San Lorenzo (línea 4)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57fd66051361c010VgnVCM1000000b205a0aRCRD";"BARRANQUILLA";"AVENIDA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28033";"4";"PINAR DEL REY";"16";"HORTALEZA";"445758";"4480429";"40.472779200579375";"-3.6398835512197767";"917 632 119";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
22753;"Centro Municipal de Mayores Campamento";"";"Lunes a viernes, de 9 a 20:30 horas Fines de semana y festivos, de 10 a 13:45 horas y de 16 a 19:45 horas";"Animación sociocultural a traves de programas socioculturales, ocupacionales y formativos (actividades físicas, culturales, artísticas, tecnológicas, excursiones, visitas culturales, recreativas y de ocio); talleres, actividades preventivas y de autocuidado; podología; peluquería; comedor y cafetería; biblioteca, sala de lectura y prensa diaria.  Zona wifi.";"Bus. 33, 39, 65";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4eb1e35bba51c010VgnVCM2000000c205a0aRCRD";"BOADILLA DEL MONTE";"CARRETERA";"V";"13";"";"";"";"";"MADRID";"MADRID";"28024";"5";"CAMPAMENTO";"10";"LATINA";"434861";"4472324";"40.39897672363651";"-3.767589641941715";"915 120 171";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
5428003;"Centro Municipal de Mayores Canillejas";"";"Lunes a domingo, de 9 a 20:30 horas. Horario junta directiva, lunes a viernes de 11 a 13 horas.";"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, y se desarrollan talleres y actividades socioculturales, de expresión corporal, formativas, culturales,  artísticas y recreativas.";"Metro: Torre Arias (línea 5)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec8e690f8c404210VgnVCM1000000b205a0aRCRD";"ESFINGE";"CALLE";"V";"35";"";"";"";"";"MADRID";"MADRID";"28022";"7";"CANILLEJAS";"20";"SAN BLAS-CANILLEJAS";"448329";"4477170";"40.44357672230477";"-3.6092849688979878";"917 431 928";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11688;"Centro Municipal de Mayores Casa del Reloj";"";"De lunes a sábados, de 9:30 a 20 horas. Domingos y festivos, de 10 a 14 horas y de 16 a 20 horas.";"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas, preventivas y de autocuidado. Zona wifi";"Metro: Legazpi (líneas 3, 6)  Bus: 123, 22, 79, 148, 18, 6, 78, 45, 8, 19, 247, 47, 59, 62, 76, 85, 86, 156, 180, T32  Bicimad: Estación 177 (calle Bolívar, 3)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a6e66051361c010VgnVCM1000000b205a0aRCRD";"CHOPERA";"PASEO";"V";"10";"";"";"";"";"MADRID";"MADRID";"28045";"3";"CHOPERA";"2";"ARGANZUELA";"440676";"4471620";"40.39307289237465";"-3.699005654074825";"914 801 306 / 915 886 208";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11698;"Centro Municipal de Mayores Ciudad de Méjico";"";"Lunes a viernes, de 9 a 20:30 horas Fines de semana y festivos, de 10 a 13:45 horas y de 16 a 19:45 horas";"Animación sociocultural a traves de programas socioculturales, ocupacionales y formativos (actividades físicas, culturales, artísticas, tecnólogicas, excursiones, visitas culturales, recreativas y de ocio);  talleres, actividades preventivas y de autocuidado; podología; peluquería; comedor y cafetería; biblioteca, sala de lectura y prensa diaria.  Zona wifi.";"Bus: 138,17  Renfe: Águilas, Fanjul";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=830f66051361c010VgnVCM1000000b205a0aRCRD";"RAFAEL FINAT";"CALLE";"V";"47";"";"";"";"";"MADRID";"MADRID";"28044";"7";"LAS AGUILAS";"10";"LATINA";"434711";"4470191";"40.3797526501985";"-3.769134238811594";"917 062 295";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
122364;"Centro Municipal de Mayores Ciudad Pegaso";"";"Lunes a domingo, de 9 a 20:30 horas. Horario junta directiva, martes y jueves, de 10:30 a 11:30 horas.";"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, y se desarrollan talleres y actividades socioculturales, de expresión corporal, formativas, culturales,  artísticas y recreativas.";"Consulta los siguientes enlaces";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d1e8899fc81c010VgnVCM1000000b205a0aRCRD";"QUINTA";"AVENIDA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"449432";"4477593";"40.44745966235626";"-3.5963180141424904";"917 462 884";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11719;"Centro Municipal de Mayores Daroca";"El Centro Municipal de Mayores Daroca consta de dos edificios, popularmente diferenciados Edificio Antiguo y Edificio Nuevo. Repartiéndose entre ellos las diferentes instalaciones y talleres del centro.";"Lunes a viernes: de 9:30 a 21 horas Sábados, domingos y festivos: de 9:30 a 20 horas";"Se ofrecen servicios de animación sociocultural y terapia ocupacional, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado.";"Bus: 130, 100, E3, E5, 4, 106  Metro: Vicálvaro (línea 9)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=37a366051361c010VgnVCM1000000b205a0aRCRD";"DAROCA";"AVENIDA";"V";"342";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"448299";"4472725";"40.40353724651489";"-3.609279700858636";"917 753 240 (edificio antiguo)/ 917 602 497 (edificio nuevo)";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11696;"Centro Municipal de Mayores Dehesa de la Villa";"";"De lunes a domingo, de 9 a 20:45 horas.";"Se ofrecen servicios de podología, peluquería, comedor y cafetería, prensa, wifi, servicio de fisioterapia preventiva, servicio de animación sociocultural con el desarrollo de talleres en las siguientes áreas: físicas, culturales, artísticas, plásticas,  emocionales y de desarrollo de nuevas tecnologías e informática. Además, actividades culturales y programación mensual de interés para los usuarios del centro y se desarrolla también el programa de terapia ocupacional con talleres de estimulación cognitiva, gerontogimnasia y manualidades.";"Bus: 127, 132, 126  Metro: Valdezarza, Antonio Machado (línea 7)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d92f66051361c010VgnVCM1000000b205a0aRCRD";"ANTONIO MACHADO";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28035";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"439004";"4479853";"40.46712304625271";"-3.719495422191219";"913 769 192";"";"cmmdehesavilla@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
6166665;"Centro Municipal de Mayores Dos Amigos";"";"Lunes a viernes: de 9 a 20 horas.  Fines de semana y festivos: de 11 a 20 horas.  Se cierra el 24, 25 y 31 de diciembre y el 1 y 6 de enero.";"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado.";"Bus: 001, 1, 2, 25, 39, 44, 74, 133, 138, C1, C2  Metro: Plaza de España (líneas 3 y 10)  Bicimad: calle Princesa, 5";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=04941bc268e32310VgnVCM1000000b205a0aRCRD";"DOS AMIGOS";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"439749";"4475137";"40.42469203354866";"-3.7102597228071383";"915 426 692";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
5912581;"Centro Municipal de Mayores Eduardo Minguito";"";"Lunes a domingos y festivos, de 9 a 21 horas. Cerrado el 25 de diciembre y 1 y 25 enero.";"Se ofrecen servicios de dinamización y servicio de prevención de la dependencia con actividades de terapia ocupacional y físico deportivas, podología, biblioteca, cafetería y comedor, aula de informática y talleres de nuevas tecnologías, actividades lúdicas, intergeneracionales, artísticas, manuales y culturales, juegos de mesa, excursiones y viajes. Zona wifi.";"Metro: Villaverde Bajo Cruce  Bus: 59, 79, 85, 123";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=603ff860f205d210VgnVCM2000000c205a0aRCRD";"LEONOR GONGORA";"CALLE";"V";"62";"";"";"";"";"MADRID";"MADRID";"28021";"4";"LOS ROSALES";"17";"VILLAVERDE";"441690";"4466671";"40.348560278277986";"-3.6866006552956883";"917 109 814";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
4997526;"Centro Municipal de Mayores El Almendro";"";"Lunes a viernes: de 9:30 a 21 horas Fines de semana y festivos: de 9:30 a 20 horas";"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado.";"Metro: Valdebernardo (línea 9)  Bus: 8, 71, 130, N8, E4, 100";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4c02f0875e9c110VgnVCM1000000b205a0aRCRD";"LADERA DE LOS ALMENDROS";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28032";"2";"VALDEBERNARDO";"19";"VICALVARO";"447107";"4472693";"40.403170851320425";"-3.6233246078850967";"913 016 722";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11756;"Centro Municipal de Mayores El Pozo";"";"Lunes a viernes, de 08:30 a 21 horas. Fines de semana y festivos, de 10 a 20 horas.";"Servicios de animación sociocultural, peluquería, prensa, comedor y cafetería, biblioteca, wifi y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado. Zona wifi.";"Bus: 24, 102";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=205f66051361c010VgnVCM1000000b205a0aRCRD";"GLORIETAS";"AVENIDA";"V";"19";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443976";"4469457";"40.37381624358889";"-3.6599325731670977";"917 866 374";"";"cmmelpozo@gmail.com";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11709;"Centro Municipal de Mayores Entrevías";"";"Lunes a viernes, de 08:30 a 21 horas. Fines de semana y festivos, de 10 a 2 horas.";"Servicios de animación sociocultural, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado. Zona wifi.";"Bus: 102, 103, 111";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=767f66051361c010VgnVCM1000000b205a0aRCRD";"YUSTE";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443185";"4469752";"40.376423120136536";"-3.6692759400026755";"915 079 270";"";"cmmentrevias@gmail.com";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
87027;"Centro Municipal de Mayores Infante Don Juan";"";"De lunes a domingo, de 9 a 20:45 horas.";"Se ofrecen servicios de podología, peluquería, comedor y cafetería, prensa, wifi, servicio de fisioterapia preventiva, servicio de animación sociocultural con el desarrollo de talleres en las siguientes áreas: físicas, culturales, artísticas, plásticas,  emocionales y de desarrollo de nuevas tecnologías e informática. Además de actividades culturales y programación mensual de interés para los usuarios del centro, se desarrolla también el programa de terapia ocupacional con talleres de estimulación cognitiva, gerontogimnasia y manualidades.";"Metro: Moncloa (líneas 3 y 6)  Bus: 74, 21, 62  Bicimad: estación 112 (Paseo Moret, 9 )";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1,5";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=939fdef5ab41c010VgnVCM2000000c205a0aRCRD";"MORET";"PASEO";"V";"3";"";"";"";"C";"MADRID";"MADRID";"28008";"2";"ARGUELLES";"9";"MONCLOA-ARAVACA";"438663";"4476094";"40.433231729637";"-3.723156624820124";"915 133 103";"";"cmminfantedonjuan@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
122352;"Centro Municipal de Mayores Islas Filipinas";"";"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.";"Se ofrecen servicios de Animación Sociocultural, Podología, Peluquería, Prensa, zona Wifi, Comedor y Cafetería, Biblioteca y Voluntariado. Además, se desarrollan talleres y actividades culturales, manuales, artísticas, tecnológicas, deportivas y preventivas de autocuidado.";"Bus: 110, 113, 210";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d34e8899fc81c010VgnVCM1000000b205a0aRCRD";"NUESTRA SE&amp;Ntilde;ORA DEL VILLAR";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28017";"1";"VENTAS";"15";"CIUDAD LINEAL";"444705";"4474959";"40.42343352863466";"-3.6518288644365704";"914 057 222";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11741;"Centro Municipal de Mayores La Guindalera";"";"De lunes a viernes, de 9 a 21 horas (invierno) y de 9 a 20 horas (verano). Fines de semana y festivos de 10 a 14 horas y de 16 a 21 horas. Cerrado los días 24, 25 y 31 de diciembre y 1 y 6 de enero, así como Jueves y Viernes Santo.";"Servicio de animación sociocultural, prensa, comedor y cafetería, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado.";"Metro: Diego de León (líneas 4, 5, 6)  Bus: 43, 48, 1  Aparcamiento: San Cayetano (36), Plaza San Cayetano  Bicimad: Estación 243 (calle Cartagena, 34)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=373b79262ef5d010VgnVCM1000000b205a0aRCRD";"PILAR DE ZARAGOZA";"CALLE";"V";"28";"";"";"";"con vuelta a calle Martínez Izquierdo";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443239";"4476095";"40.43356736283948";"-3.66920246564141";"917 130 701";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11742;"Centro Municipal de Mayores La Vaguada";"";"Lunes a viernes: de 9 a 21 horas  Fines de semana y festivos: de 9:30 a 20:30 horas";"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, fisioterapia preventiva, y se desarrollan talleres y actividades socioculturales, artísticas y recreativas.";"Metro: Barrio del Pilar";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a28066051361c010VgnVCM1000000b205a0aRCRD";"MONFORTE DE LEMOS";"AVENIDA";"V";"38";"";"";"";"";"MADRID";"MADRID";"28029";"4";"EL PILAR";"8";"FUENCARRAL-EL PARDO";"439894";"4481167";"40.47901843755158";"-3.7091212669177596";"915 885 184";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
