ID,DISTRITO,same_as_wikidata_distrito,BARRIO,same_as_wikidata_barrio,TIPO_VEHICULO,CLASIFICACION_AMBIENTAL,TIPO_CARBURANTE
66293091,Tetuan,https://wikidata.org/entity/Q1773540,CUATROCAMINOS,https://wikidata.org/entity/Q5824684,TURISMO,CeroEmisiones,PHEV
662908798,Tetuan,https://wikidata.org/entity/Q1773540,CUATROCAMINOS,https://wikidata.org/entity/Q5824684,TURISMO,CeroEmisiones,ELECTRICO
662721246,Tetuan,https://wikidata.org/entity/Q1773540,CUATROCAMINOS,https://wikidata.org/entity/Q5824684,TURISMO,CeroEmisiones,ELECTRICO
662788200,Tetuan,https://wikidata.org/entity/Q1773540,CUATROCAMINOS,https://wikidata.org/entity/Q5824684,TURISMO,CeroEmisiones,PHEV
662258639,Tetuan,https://wikidata.org/entity/Q1773540,CUATROCAMINOS,https://wikidata.org/entity/Q5824684,TURISMO,CeroEmisiones,PHEV
996547482,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,PHEV
996866370,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,CeroEmisiones,ELECTRICO
996212772,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ELPLANTIO,https://wikidata.org/entity/Q3773742,TURISMO,ECO,PHEV
11111653804,Carabanchel,https://wikidata.org/entity/Q1001991,COMILLAS,https://wikidata.org/entity/Q955844,TURISMO,CeroEmisiones,PHEV
20202448559,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,HELLIN,https://wikidata.org/entity/Q10294546,TURISMO,CeroEmisiones,PHEV
997738063,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,ELECTRICO
997785073,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,ELECTRICO
997437749,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,PHEV
997554394,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,ARAVACA,https://wikidata.org/entity/Q3314682,TURISMO,CeroEmisiones,ELECTRICO
11112115262,Carabanchel,https://wikidata.org/entity/Q1001991,OPANEL,https://wikidata.org/entity/Q3813756,TURISMO,CeroEmisiones,PHEV
11112927443,Carabanchel,https://wikidata.org/entity/Q1001991,OPANEL,https://wikidata.org/entity/Q3813756,TURISMO,CeroEmisiones,PHEV
111129764,Carabanchel,https://wikidata.org/entity/Q1001991,OPANEL,https://wikidata.org/entity/Q3813756,TURISMO,CeroEmisiones,ELECTRICO
66345516,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,CAMION,CeroEmisiones,ELECTRICO
10101989430,Latina,https://wikidata.org/entity/Q794954,LOSCARMENES,https://wikidata.org/entity/Q10319792,TURISMO,CeroEmisiones,ELECTRICO
1010169009,Latina,https://wikidata.org/entity/Q794954,LOSCARMENES,https://wikidata.org/entity/Q10319792,TURISMO,CeroEmisiones,ELECTRICO
10101868919,Latina,https://wikidata.org/entity/Q794954,LOSCARMENES,https://wikidata.org/entity/Q10319792,TURISMO,CeroEmisiones,PHEV
20203666082,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,AMPOSTA,https://wikidata.org/entity/Q11905392,TURISMO,CeroEmisiones,PHEV
20203447460,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,AMPOSTA,https://wikidata.org/entity/Q11905392,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
10102372464,Latina,https://wikidata.org/entity/Q794954,PUERTADELANGEL,https://wikidata.org/entity/Q31142,CAMION,CeroEmisiones,ELECTRICO
10102910810,Latina,https://wikidata.org/entity/Q794954,PUERTADELANGEL,https://wikidata.org/entity/Q31142,TURISMO,CeroEmisiones,PHEV
10102444291,Latina,https://wikidata.org/entity/Q794954,PUERTADELANGEL,https://wikidata.org/entity/Q31142,TURISMO,CeroEmisiones,ELECTRICO
1010265407,Latina,https://wikidata.org/entity/Q794954,PUERTADELANGEL,https://wikidata.org/entity/Q31142,TURISMO,CeroEmisiones,ELECTRICO
663797085,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,PHEV
663239457,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,ELECTRICO
663663205,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,PHEV
663392208,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,PHEV
663242512,Tetuan,https://wikidata.org/entity/Q1773540,CASTILLEJOS,https://wikidata.org/entity/Q11913212,TURISMO,CeroEmisiones,PHEV
10102720721,Latina,https://wikidata.org/entity/Q794954,PUERTADELANGEL,https://wikidata.org/entity/Q31142,TURISMO,EtiquetaC,PHEV
10103866681,Latina,https://wikidata.org/entity/Q794954,LUCERO,https://wikidata.org/entity/Q31162,TURISMO,CeroEmisiones,PHEV
11113981582,Carabanchel,https://wikidata.org/entity/Q1001991,SANISIDRO,https://wikidata.org/entity/Q3813733,TURISMO,CeroEmisiones,PHEV
111136799,Carabanchel,https://wikidata.org/entity/Q1001991,SANISIDRO,https://wikidata.org/entity/Q3813733,TURISMO,CeroEmisiones,ELECTRICO
20204868254,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ARCOS,https://wikidata.org/entity/Q9627876,TURISMO,CeroEmisiones,ELECTRICO
20204555097,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ARCOS,https://wikidata.org/entity/Q9627876,TURISMO,CeroEmisiones,ELECTRICO
20204250448,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ARCOS,https://wikidata.org/entity/Q9627876,TURISMO,CeroEmisiones,ELECTRICO
20204947754,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ARCOS,https://wikidata.org/entity/Q9627876,TURISMO,CeroEmisiones,ELECTRICO
20204709673,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ARCOS,https://wikidata.org/entity/Q9627876,TURISMO,CeroEmisiones,ELECTRICO
20204863519,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ARCOS,https://wikidata.org/entity/Q9627876,TURISMO,CeroEmisiones,ELECTRICO
20204223067,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ARCOS,https://wikidata.org/entity/Q9627876,TURISMO,CeroEmisiones,ELECTRICO
11114347505,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,TURISMO,CeroEmisiones,PHEV
1111482356,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,TURISMO,CeroEmisiones,PHEV
664465293,Tetuan,https://wikidata.org/entity/Q1773540,ALMENARA,https://wikidata.org/entity/Q2265427,TURISMO,CeroEmisiones,ELECTRICO
665403201,Tetuan,https://wikidata.org/entity/Q1773540,VALDEACEDERAS,https://wikidata.org/entity/Q10388711,TURISMO,CeroEmisiones,ELECTRICO
665370118,Tetuan,https://wikidata.org/entity/Q1773540,VALDEACEDERAS,https://wikidata.org/entity/Q10388711,TURISMO,CeroEmisiones,PHEV
10104164559,Latina,https://wikidata.org/entity/Q794954,ALUCHE,https://wikidata.org/entity/Q31140,TURISMO,CeroEmisiones,PHEV
10104848446,Latina,https://wikidata.org/entity/Q794954,ALUCHE,https://wikidata.org/entity/Q31140,TURISMO,CeroEmisiones,PHEV
11115128281,Carabanchel,https://wikidata.org/entity/Q1001991,PUERTABONITA,https://wikidata.org/entity/Q3813762,TURISMO,CeroEmisiones,ELECTRICO
666397817,Tetuan,https://wikidata.org/entity/Q1773540,BERRUGUETE,https://wikidata.org/entity/Q11909208,TURISMO,CeroEmisiones,PHEV
666426584,Tetuan,https://wikidata.org/entity/Q1773540,BERRUGUETE,https://wikidata.org/entity/Q11909208,TURISMO,CeroEmisiones,PHEV
666969350,Tetuan,https://wikidata.org/entity/Q1773540,BERRUGUETE,https://wikidata.org/entity/Q11909208,TURISMO,CeroEmisiones,ELECTRICO
770214913,Chamberi,https://wikidata.org/entity/Q1763370,--,,TURISMO,CeroEmisiones,PHEV
11116656239,Carabanchel,https://wikidata.org/entity/Q1001991,BUENAVISTA,https://wikidata.org/entity/Q953929,TURISMO,CeroEmisiones,ELECTRICO
11116823472,Carabanchel,https://wikidata.org/entity/Q1001991,BUENAVISTA,https://wikidata.org/entity/Q953929,TURISMO,CeroEmisiones,PHEV
11116191673,Carabanchel,https://wikidata.org/entity/Q1001991,BUENAVISTA,https://wikidata.org/entity/Q953929,TURISMO,CeroEmisiones,PHEV
10107506703,Latina,https://wikidata.org/entity/Q794954,AGUILAS,https://wikidata.org/entity/Q5971372,CAMION,CeroEmisiones,ELECTRICO
11117124015,Carabanchel,https://wikidata.org/entity/Q1001991,ABRANTES,https://wikidata.org/entity/Q3773949,CAMION,CeroEmisiones,ELECTRICO
11117928201,Carabanchel,https://wikidata.org/entity/Q1001991,ABRANTES,https://wikidata.org/entity/Q3773949,CAMION,CeroEmisiones,ELECTRICO
11117285662,Carabanchel,https://wikidata.org/entity/Q1001991,ABRANTES,https://wikidata.org/entity/Q3773949,TURISMO,CeroEmisiones,ELECTRICO
771395848,Chamberi,https://wikidata.org/entity/Q1763370,GAZTAMBIDE,https://wikidata.org/entity/Q10288587,TURISMO,CeroEmisiones,ELECTRICO
771291686,Chamberi,https://wikidata.org/entity/Q1763370,GAZTAMBIDE,https://wikidata.org/entity/Q10288587,TURISMO,CeroEmisiones,ELECTRICO
771847573,Chamberi,https://wikidata.org/entity/Q1763370,GAZTAMBIDE,https://wikidata.org/entity/Q10288587,TURISMO,CeroEmisiones,ELECTRICO
771703896,Chamberi,https://wikidata.org/entity/Q1763370,GAZTAMBIDE,https://wikidata.org/entity/Q10288587,TURISMO,CeroEmisiones,ELECTRICO
771973946,Chamberi,https://wikidata.org/entity/Q1763370,GAZTAMBIDE,https://wikidata.org/entity/Q10288587,TURISMO,ECO,PHEV
772331933,Chamberi,https://wikidata.org/entity/Q1763370,ARAPILES,https://wikidata.org/entity/Q10856744,CAMION,CeroEmisiones,ELECTRICO
772997959,Chamberi,https://wikidata.org/entity/Q1763370,ARAPILES,https://wikidata.org/entity/Q10856744,CAMION,CeroEmisiones,ELECTRICO
10107492682,Latina,https://wikidata.org/entity/Q794954,AGUILAS,https://wikidata.org/entity/Q5971372,TURISMO,CeroEmisiones,ELECTRICO
10107254373,Latina,https://wikidata.org/entity/Q794954,AGUILAS,https://wikidata.org/entity/Q5971372,TURISMO,CeroEmisiones,ELECTRICO
12121540406,Usera,https://wikidata.org/entity/Q953368,ORCASITAS,https://wikidata.org/entity/Q3773941,TURISMO,CeroEmisiones,PHEV
772672851,Chamberi,https://wikidata.org/entity/Q1763370,ARAPILES,https://wikidata.org/entity/Q10856744,TURISMO,CeroEmisiones,ELECTRICO
772565228,Chamberi,https://wikidata.org/entity/Q1763370,ARAPILES,https://wikidata.org/entity/Q10856744,TURISMO,CeroEmisiones,ELECTRICO
77276933,Chamberi,https://wikidata.org/entity/Q1763370,ARAPILES,https://wikidata.org/entity/Q10856744,TURISMO,CeroEmisiones,PHEV
772929987,Chamberi,https://wikidata.org/entity/Q1763370,ARAPILES,https://wikidata.org/entity/Q10856744,TURISMO,CeroEmisiones,PHEV
772982283,Chamberi,https://wikidata.org/entity/Q1763370,ARAPILES,https://wikidata.org/entity/Q10856744,TURISMO,CeroEmisiones,PHEV
772306363,Chamberi,https://wikidata.org/entity/Q1763370,ARAPILES,https://wikidata.org/entity/Q10856744,TURISMO,CeroEmisiones,ELECTRICO
772901386,Chamberi,https://wikidata.org/entity/Q1763370,ARAPILES,https://wikidata.org/entity/Q10856744,TURISMO,ECO,PHEV
772699123,Chamberi,https://wikidata.org/entity/Q1763370,ARAPILES,https://wikidata.org/entity/Q10856744,TURISMO,ECO,PHEV
12124722921,Usera,https://wikidata.org/entity/Q953368,ALMENDRALES,https://wikidata.org/entity/Q9604761,CAMION,CeroEmisiones,ELECTRICO
12124725694,Usera,https://wikidata.org/entity/Q953368,ALMENDRALES,https://wikidata.org/entity/Q9604761,TURISMO,CeroEmisiones,ELECTRICO
11111655039,Carabanchel,https://wikidata.org/entity/Q1001991,COMILLAS,https://wikidata.org/entity/Q955844,TURISMO,CeroEmisiones,PHEV
11111433581,Carabanchel,https://wikidata.org/entity/Q1001991,COMILLAS,https://wikidata.org/entity/Q955844,TURISMO,CeroEmisiones,PHEV
1515426495,Ciudad Lineal,https://wikidata.org/entity/Q1763694,LACONCEPCION,https://wikidata.org/entity/Q11915156,TURISMO,CeroEmisiones,PHEV
15154778674,Ciudad Lineal,https://wikidata.org/entity/Q1763694,LACONCEPCION,https://wikidata.org/entity/Q11915156,TURISMO,CeroEmisiones,ELECTRICO
20205250198,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ROSAS,https://wikidata.org/entity/Q18880469,TURISMO,CeroEmisiones,ELECTRICO
20205905505,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ROSAS,https://wikidata.org/entity/Q18880469,TURISMO,CeroEmisiones,ELECTRICO
20205426830,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ROSAS,https://wikidata.org/entity/Q18880469,TURISMO,CeroEmisiones,PHEV
20205741712,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ROSAS,https://wikidata.org/entity/Q18880469,TURISMO,CeroEmisiones,PHEV
20205984845,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ROSAS,https://wikidata.org/entity/Q18880469,TURISMO,CeroEmisiones,PHEV
20205601587,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ROSAS,https://wikidata.org/entity/Q18880469,TURISMO,CeroEmisiones,ELECTRICO
20205667445,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ROSAS,https://wikidata.org/entity/Q18880469,TURISMO,CeroEmisiones,ELECTRICO
20205131294,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ROSAS,https://wikidata.org/entity/Q18880469,TURISMO,CeroEmisiones,ELECTRICO
773648487,Chamberi,https://wikidata.org/entity/Q1763370,TRAFALGAR,https://wikidata.org/entity/Q10384027,CAMION,CeroEmisiones,ELECTRICO
12125628409,Usera,https://wikidata.org/entity/Q953368,MOSCARDO,https://wikidata.org/entity/Q11937679,TURISMO,CeroEmisiones,ELECTRICO
12125815125,Usera,https://wikidata.org/entity/Q953368,MOSCARDO,https://wikidata.org/entity/Q11937679,TURISMO,CeroEmisiones,ELECTRICO
12125943551,Usera,https://wikidata.org/entity/Q953368,MOSCARDO,https://wikidata.org/entity/Q11937679,TURISMO,CeroEmisiones,PHEV
1212542958,Usera,https://wikidata.org/entity/Q953368,MOSCARDO,https://wikidata.org/entity/Q11937679,TURISMO,CeroEmisiones,ELECTRICO
12126626792,Usera,https://wikidata.org/entity/Q953368,ZOFIO,https://wikidata.org/entity/Q71751,TURISMO,CeroEmisiones,PHEV
11112810971,Carabanchel,https://wikidata.org/entity/Q1001991,OPANEL,https://wikidata.org/entity/Q3813756,TURISMO,CeroEmisiones,ELECTRICO
11112453564,Carabanchel,https://wikidata.org/entity/Q1001991,OPANEL,https://wikidata.org/entity/Q3813756,TURISMO,CeroEmisiones,PHEV
11112320243,Carabanchel,https://wikidata.org/entity/Q1001991,OPANEL,https://wikidata.org/entity/Q3813756,TURISMO,CeroEmisiones,PHEV
11112744590,Carabanchel,https://wikidata.org/entity/Q1001991,OPANEL,https://wikidata.org/entity/Q3813756,TURISMO,CeroEmisiones,ELECTRICO
11112607031,Carabanchel,https://wikidata.org/entity/Q1001991,OPANEL,https://wikidata.org/entity/Q3813756,TURISMO,CeroEmisiones,PHEV
773722306,Chamberi,https://wikidata.org/entity/Q1763370,TRAFALGAR,https://wikidata.org/entity/Q10384027,TURISMO,CeroEmisiones,ELECTRICO
773753664,Chamberi,https://wikidata.org/entity/Q1763370,TRAFALGAR,https://wikidata.org/entity/Q10384027,TURISMO,CeroEmisiones,ELECTRICO
773886339,Chamberi,https://wikidata.org/entity/Q1763370,TRAFALGAR,https://wikidata.org/entity/Q10384027,TURISMO,CeroEmisiones,PHEV
773607927,Chamberi,https://wikidata.org/entity/Q1763370,TRAFALGAR,https://wikidata.org/entity/Q10384027,TURISMO,CeroEmisiones,ELECTRICO
773523294,Chamberi,https://wikidata.org/entity/Q1763370,TRAFALGAR,https://wikidata.org/entity/Q10384027,TURISMO,CeroEmisiones,PHEV
774630608,Chamberi,https://wikidata.org/entity/Q1763370,ALMAGRO,https://wikidata.org/entity/Q10954432,CAMION,CeroEmisiones,ELECTRICO
12127209077,Usera,https://wikidata.org/entity/Q953368,PRADOLONGO,https://wikidata.org/entity/Q10352360,CAMION,CeroEmisiones,ELECTRICO
12127401035,Usera,https://wikidata.org/entity/Q953368,PRADOLONGO,https://wikidata.org/entity/Q10352360,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
12127204024,Usera,https://wikidata.org/entity/Q953368,PRADOLONGO,https://wikidata.org/entity/Q10352360,TURISMO,CeroEmisiones,ELECTRICO
12127449780,Usera,https://wikidata.org/entity/Q953368,PRADOLONGO,https://wikidata.org/entity/Q10352360,TURISMO,CeroEmisiones,PHEV
12127566366,Usera,https://wikidata.org/entity/Q953368,PRADOLONGO,https://wikidata.org/entity/Q10352360,TURISMO,CeroEmisiones,PHEV
12127432660,Usera,https://wikidata.org/entity/Q953368,PRADOLONGO,https://wikidata.org/entity/Q10352360,TURISMO,CeroEmisiones,ELECTRICO
11113576376,Carabanchel,https://wikidata.org/entity/Q1001991,SANISIDRO,https://wikidata.org/entity/Q3813733,TURISMO,CeroEmisiones,PHEV
11114259698,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,CAMION,CeroEmisiones,ELECTRICO
15155832279,Ciudad Lineal,https://wikidata.org/entity/Q1763694,SANPASCUAL,https://wikidata.org/entity/Q165612,TURISMO,CeroEmisiones,PHEV
15155206069,Ciudad Lineal,https://wikidata.org/entity/Q1763694,SANPASCUAL,https://wikidata.org/entity/Q165612,TURISMO,CeroEmisiones,ELECTRICO
15155864308,Ciudad Lineal,https://wikidata.org/entity/Q1763694,SANPASCUAL,https://wikidata.org/entity/Q165612,TURISMO,CeroEmisiones,ELECTRICO
15155323320,Ciudad Lineal,https://wikidata.org/entity/Q1763694,SANPASCUAL,https://wikidata.org/entity/Q165612,TURISMO,CeroEmisiones,PHEV
15155276470,Ciudad Lineal,https://wikidata.org/entity/Q1763694,SANPASCUAL,https://wikidata.org/entity/Q165612,TURISMO,CeroEmisiones,ELECTRICO
15155735735,Ciudad Lineal,https://wikidata.org/entity/Q1763694,SANPASCUAL,https://wikidata.org/entity/Q165612,TURISMO,CeroEmisiones,ELECTRICO
20205245320,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,ROSAS,https://wikidata.org/entity/Q18880469,TURISMO,EtiquetaC,PHEV
13130332119,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,--,,TURISMO,CeroEmisiones,PHEV
13131112846,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,ENTREVIAS,https://wikidata.org/entity/Q71756,CAMION,CeroEmisiones,ELECTRICO
13131301127,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,ENTREVIAS,https://wikidata.org/entity/Q71756,CAMION,CeroEmisiones,ELECTRICO
13131421742,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,ENTREVIAS,https://wikidata.org/entity/Q71756,TURISMO,CeroEmisiones,ELECTRICO
13131151478,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,ENTREVIAS,https://wikidata.org/entity/Q71756,TURISMO,CeroEmisiones,PHEV
20206905292,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,REJAS,https://wikidata.org/entity/Q10359029,CAMION,CeroEmisiones,ELECTRICO
11114502676,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,TURISMO,CeroEmisiones,PHEV
11114552726,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,TURISMO,CeroEmisiones,ELECTRICO
11114520338,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,TURISMO,CeroEmisiones,PHEV
11114690301,Carabanchel,https://wikidata.org/entity/Q1001991,VISTAALEGRE,https://wikidata.org/entity/Q3813741,TURISMO,CeroEmisiones,ELECTRICO
13132789248,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,SANDIEGO,https://wikidata.org/entity/Q11946851,TURISMO,CeroEmisiones,ELECTRICO
13132523553,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,SANDIEGO,https://wikidata.org/entity/Q11946851,TURISMO,CeroEmisiones,PHEV
13132858203,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,SANDIEGO,https://wikidata.org/entity/Q11946851,TURISMO,CeroEmisiones,PHEV
774385255,Chamberi,https://wikidata.org/entity/Q1763370,ALMAGRO,https://wikidata.org/entity/Q10954432,TURISMO,CeroEmisiones,ELECTRICO
774826549,Chamberi,https://wikidata.org/entity/Q1763370,ALMAGRO,https://wikidata.org/entity/Q10954432,TURISMO,CeroEmisiones,PHEV
774655480,Chamberi,https://wikidata.org/entity/Q1763370,ALMAGRO,https://wikidata.org/entity/Q10954432,TURISMO,CeroEmisiones,PHEV
774809249,Chamberi,https://wikidata.org/entity/Q1763370,ALMAGRO,https://wikidata.org/entity/Q10954432,TURISMO,CeroEmisiones,ELECTRICO
774427247,Chamberi,https://wikidata.org/entity/Q1763370,ALMAGRO,https://wikidata.org/entity/Q10954432,TURISMO,CeroEmisiones,PHEV
774933486,Chamberi,https://wikidata.org/entity/Q1763370,ALMAGRO,https://wikidata.org/entity/Q10954432,TURISMO,CeroEmisiones,PHEV
774826382,Chamberi,https://wikidata.org/entity/Q1763370,ALMAGRO,https://wikidata.org/entity/Q10954432,TURISMO,ECO,PHEV
11115821831,Carabanchel,https://wikidata.org/entity/Q1001991,PUERTABONITA,https://wikidata.org/entity/Q3813762,TURISMO,CeroEmisiones,PHEV
11115194141,Carabanchel,https://wikidata.org/entity/Q1001991,PUERTABONITA,https://wikidata.org/entity/Q3813762,TURISMO,CeroEmisiones,PHEV
13133798686,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,PALOMERASBAJAS,https://wikidata.org/entity/Q10343902,TURISMO,CeroEmisiones,ELECTRICO
13134258004,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,PALOMERASSURESTE,https://wikidata.org/entity/Q10343901,CAMION,CeroEmisiones,ELECTRICO
11116337692,Carabanchel,https://wikidata.org/entity/Q1001991,BUENAVISTA,https://wikidata.org/entity/Q953929,CAMION,CeroEmisiones,ELECTRICO
11116318981,Carabanchel,https://wikidata.org/entity/Q1001991,BUENAVISTA,https://wikidata.org/entity/Q953929,CAMION,CeroEmisiones,PHEV
775428871,Chamberi,https://wikidata.org/entity/Q1763370,RIOSROSAS,https://wikidata.org/entity/Q10366270,CAMION,CeroEmisiones,ELECTRICO
77566927,Chamberi,https://wikidata.org/entity/Q1763370,RIOSROSAS,https://wikidata.org/entity/Q10366270,CAMION,CeroEmisiones,ELECTRICO
20206714560,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,REJAS,https://wikidata.org/entity/Q10359029,TURISMO,CeroEmisiones,ELECTRICO
20206216848,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,REJAS,https://wikidata.org/entity/Q10359029,TURISMO,CeroEmisiones,PHEV
20206643140,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,REJAS,https://wikidata.org/entity/Q10359029,TURISMO,CeroEmisiones,PHEV
20206215115,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,REJAS,https://wikidata.org/entity/Q10359029,TURISMO,CeroEmisiones,PHEV
20206864142,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,REJAS,https://wikidata.org/entity/Q10359029,TURISMO,CeroEmisiones,ELECTRICO
13134593843,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,PALOMERASSURESTE,https://wikidata.org/entity/Q10343901,TURISMO,CeroEmisiones,PHEV
13134108857,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,PALOMERASSURESTE,https://wikidata.org/entity/Q10343901,TURISMO,CeroEmisiones,PHEV
13134886580,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,PALOMERASSURESTE,https://wikidata.org/entity/Q10343901,TURISMO,CeroEmisiones,PHEV
11116148622,Carabanchel,https://wikidata.org/entity/Q1001991,BUENAVISTA,https://wikidata.org/entity/Q953929,TURISMO,CeroEmisiones,ELECTRICO
11116575229,Carabanchel,https://wikidata.org/entity/Q1001991,BUENAVISTA,https://wikidata.org/entity/Q953929,TURISMO,CeroEmisiones,ELECTRICO
11116623127,Carabanchel,https://wikidata.org/entity/Q1001991,BUENAVISTA,https://wikidata.org/entity/Q953929,TURISMO,CeroEmisiones,PHEV
11116215828,Carabanchel,https://wikidata.org/entity/Q1001991,BUENAVISTA,https://wikidata.org/entity/Q953929,TURISMO,CeroEmisiones,ELECTRICO
11116702010,Carabanchel,https://wikidata.org/entity/Q1001991,BUENAVISTA,https://wikidata.org/entity/Q953929,TURISMO,CeroEmisiones,ELECTRICO
15156923420,Ciudad Lineal,https://wikidata.org/entity/Q1763694,SANJUANBAUTISTA,https://wikidata.org/entity/Q165609,TURISMO,CeroEmisiones,ELECTRICO
15156461221,Ciudad Lineal,https://wikidata.org/entity/Q1763694,SANJUANBAUTISTA,https://wikidata.org/entity/Q165609,TURISMO,CeroEmisiones,PHEV
775775404,Chamberi,https://wikidata.org/entity/Q1763370,RIOSROSAS,https://wikidata.org/entity/Q10366270,TURISMO,CeroEmisiones,ELECTRICO
775610151,Chamberi,https://wikidata.org/entity/Q1763370,RIOSROSAS,https://wikidata.org/entity/Q10366270,TURISMO,CeroEmisiones,PHEV
775949364,Chamberi,https://wikidata.org/entity/Q1763370,RIOSROSAS,https://wikidata.org/entity/Q10366270,TURISMO,CeroEmisiones,ELECTRICO
775591041,Chamberi,https://wikidata.org/entity/Q1763370,RIOSROSAS,https://wikidata.org/entity/Q10366270,TURISMO,CeroEmisiones,ELECTRICO
13135871950,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,PORTAZGO,https://wikidata.org/entity/Q18005921,TURISMO,CeroEmisiones,PHEV
776942280,Chamberi,https://wikidata.org/entity/Q1763370,VALLEHERMOSO,https://wikidata.org/entity/Q6122685,TURISMO,CeroEmisiones,ELECTRICO
776342909,Chamberi,https://wikidata.org/entity/Q1763370,VALLEHERMOSO,https://wikidata.org/entity/Q6122685,TURISMO,CeroEmisiones,PHEV
776336932,Chamberi,https://wikidata.org/entity/Q1763370,VALLEHERMOSO,https://wikidata.org/entity/Q6122685,TURISMO,CeroEmisiones,PHEV
77663646,Chamberi,https://wikidata.org/entity/Q1763370,VALLEHERMOSO,https://wikidata.org/entity/Q6122685,TURISMO,CeroEmisiones,PHEV
776515831,Chamberi,https://wikidata.org/entity/Q1763370,VALLEHERMOSO,https://wikidata.org/entity/Q6122685,TURISMO,CeroEmisiones,PHEV
