DISTRITO,BARRIO,TIPO_VEHICULO,CLASIFICACION_AMBIENTAL,TIPO_CARBURANTE
Fuencarral - El Pardo,LA PAZ,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Fuencarral - El Pardo,LA PAZ,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Fuencarral - El Pardo,LA PAZ,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,VALDEBERNARDO,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,VALDEBERNARDO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,VALDEBERNARDO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,VALDEBERNARDO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,VALDEBERNARDO,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,EL PLANTIO,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,EL PLANTIO,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,EL PLANTIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,EL PLANTIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,EL PLANTIO,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,EL PLANTIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,EL PLANTIO,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,EL PLANTIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,EL PLANTIO,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CIUDAD JARDIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Fuencarral - El Pardo,VALVERDE,TURISMO,Cero Emisiones,ELECTRICO
Fuencarral - El Pardo,VALVERDE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Fuencarral - El Pardo,VALVERDE,TURISMO,Cero Emisiones,ELECTRICO
Fuencarral - El Pardo,VALVERDE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Fuencarral - El Pardo,VALVERDE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Fuencarral - El Pardo,VALVERDE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Fuencarral - El Pardo,VALVERDE,TURISMO,Cero Emisiones,ELECTRICO
Fuencarral - El Pardo,VALVERDE,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,ARAVACA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,ARAVACA,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,ARAVACA,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,ARAVACA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,ARAVACA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,ARAVACA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,HISPANOAMERICA,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,VALDERRIVAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,VALDERRIVAS,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Vicalvaro,VALDERRIVAS,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,VALDERRIVAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,VALDERRIVAS,TURISMO,Cero Emisiones,ELECTRICO
Fuencarral - El Pardo,MIRASIERRA,TURISMO,Cero Emisiones,ELECTRICO
Fuencarral - El Pardo,MIRASIERRA,TURISMO,Cero Emisiones,ELECTRICO
Fuencarral - El Pardo,MIRASIERRA,TURISMO,Cero Emisiones,ELECTRICO
Fuencarral - El Pardo,MIRASIERRA,TURISMO,Cero Emisiones,ELECTRICO
Fuencarral - El Pardo,MIRASIERRA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Fuencarral - El Pardo,MIRASIERRA,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Fuencarral - El Pardo,MIRASIERRA,TURISMO,Cero Emisiones,ELECTRICO
Fuencarral - El Pardo,MIRASIERRA,TURISMO,Cero Emisiones,ELECTRICO
Fuencarral - El Pardo,MIRASIERRA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Fuencarral - El Pardo,MIRASIERRA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Fuencarral - El Pardo,EL GOLOSO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Fuencarral - El Pardo,EL GOLOSO,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,CAMION,Cero Emisiones,ELECTRICO
Latina,PUERTA DEL ANGEL,TURISMO,Cero Emisiones,ELECTRICO
Latina,PUERTA DEL ANGEL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,--,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,CASA DE CAMPO,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,ARGUELLES,CAMION,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,NUEVA ESPAÑA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,LUCERO,TURISMO,Cero Emisiones,ELECTRICO
Latina,LUCERO,TURISMO,Cero Emisiones,ELECTRICO
Latina,LUCERO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,LUCERO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,LUCERO,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,ARGUELLES,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,ARGUELLES,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,ARGUELLES,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,ARGUELLES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,ARGUELLES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,ARGUELLES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,EL CAÑAVERAL,TURISMO,Cero Emisiones,ELECTRICO
Vicalvaro,EL CAÑAVERAL,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,CIUDAD UNIVERSITARIA,CAMION,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,CIUDAD UNIVERSITARIA,CAMION,Cero Emisiones,ELECTRICO
Chamartin,CASTILLA,CAMION,Cero Emisiones,ELECTRICO
Chamartin,CASTILLA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CASTILLA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CASTILLA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CASTILLA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CASTILLA,TURISMO,Cero Emisiones,ELECTRICO
Chamartin,CASTILLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,ALUCHE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,ALUCHE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,ALUCHE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,CIUDAD UNIVERSITARIA,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,CIUDAD UNIVERSITARIA,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,CIUDAD UNIVERSITARIA,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,CIUDAD UNIVERSITARIA,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,CIUDAD UNIVERSITARIA,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,CIUDAD UNIVERSITARIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,CIUDAD UNIVERSITARIA,TURISMO,Cero Emisiones,ELECTRICO
Latina,CAMPAMENTO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,CUATRO VIENTOS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,SIMANCAS,CAMION,Cero Emisiones,ELECTRICO
Chamartin,CASTILLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,CASTILLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,CASTILLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamartin,CASTILLA,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,VALDEZARZA,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,VALDEZARZA,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Moncloa - Aravaca,VALDEZARZA,TURISMO,Cero Emisiones,ELECTRICO
Latina,AGUILAS,TURISMO,Cero Emisiones,ELECTRICO
Latina,AGUILAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,AGUILAS,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,BELLAS VISTAS,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,BELLAS VISTAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Tetuan,BELLAS VISTAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Tetuan,BELLAS VISTAS,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,BELLAS VISTAS,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,SIMANCAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,SIMANCAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,SIMANCAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,SIMANCAS,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,CUATRO CAMINOS,CAMION,Cero Emisiones,ELECTRICO
Tetuan,CUATRO CAMINOS,CAMION,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Moncloa - Aravaca,VALDEMARIN,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,VALDEMARIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,VALDEMARIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,VALDEMARIN,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,VALDEMARIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,VALDEMARIN,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,CUATRO CAMINOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Tetuan,CUATRO CAMINOS,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,CUATRO CAMINOS,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,CUATRO CAMINOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Tetuan,CUATRO CAMINOS,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,CUATRO CAMINOS,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,CUATRO CAMINOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Tetuan,CUATRO CAMINOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,EL PLANTIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,EL PLANTIO,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,EL PLANTIO,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Carabanchel,COMILLAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,HELLIN,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,ARAVACA,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,ARAVACA,TURISMO,Cero Emisiones,ELECTRICO
Moncloa - Aravaca,ARAVACA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Moncloa - Aravaca,ARAVACA,TURISMO,Cero Emisiones,ELECTRICO
Carabanchel,OPAÑEL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,OPAÑEL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,OPAÑEL,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,CASTILLEJOS,CAMION,Cero Emisiones,ELECTRICO
Latina,LOS CARMENES,TURISMO,Cero Emisiones,ELECTRICO
Latina,LOS CARMENES,TURISMO,Cero Emisiones,ELECTRICO
Latina,LOS CARMENES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,AMPOSTA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,AMPOSTA,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Latina,PUERTA DEL ANGEL,CAMION,Cero Emisiones,ELECTRICO
Latina,PUERTA DEL ANGEL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,PUERTA DEL ANGEL,TURISMO,Cero Emisiones,ELECTRICO
Latina,PUERTA DEL ANGEL,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,CASTILLEJOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Tetuan,CASTILLEJOS,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,CASTILLEJOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Tetuan,CASTILLEJOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Tetuan,CASTILLEJOS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,PUERTA DEL ANGEL,TURISMO,Etiqueta C,HIBRIDO ENCHUFABLES PHEV
Latina,LUCERO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,SAN ISIDRO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,SAN ISIDRO,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ARCOS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ARCOS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ARCOS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ARCOS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ARCOS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ARCOS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ARCOS,TURISMO,Cero Emisiones,ELECTRICO
Carabanchel,VISTA ALEGRE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,VISTA ALEGRE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Tetuan,ALMENARA,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,VALDEACEDERAS,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,VALDEACEDERAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,ALUCHE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,ALUCHE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,PUERTA BONITA,TURISMO,Cero Emisiones,ELECTRICO
Tetuan,BERRUGUETE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Tetuan,BERRUGUETE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Tetuan,BERRUGUETE,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,BUENAVISTA,TURISMO,Cero Emisiones,ELECTRICO
Carabanchel,BUENAVISTA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,BUENAVISTA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Latina,AGUILAS,CAMION,Cero Emisiones,ELECTRICO
Carabanchel,ABRANTES,CAMION,Cero Emisiones,ELECTRICO
Carabanchel,ABRANTES,CAMION,Cero Emisiones,ELECTRICO
Carabanchel,ABRANTES,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,GAZTAMBIDE,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,GAZTAMBIDE,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,GAZTAMBIDE,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,GAZTAMBIDE,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,GAZTAMBIDE,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Chamberi,ARAPILES,CAMION,Cero Emisiones,ELECTRICO
Chamberi,ARAPILES,CAMION,Cero Emisiones,ELECTRICO
Latina,AGUILAS,TURISMO,Cero Emisiones,ELECTRICO
Latina,AGUILAS,TURISMO,Cero Emisiones,ELECTRICO
Usera,ORCASITAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,ARAPILES,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,ARAPILES,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,ARAPILES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,ARAPILES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,ARAPILES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,ARAPILES,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,ARAPILES,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Chamberi,ARAPILES,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Usera,ALMENDRALES,CAMION,Cero Emisiones,ELECTRICO
Usera,ALMENDRALES,TURISMO,Cero Emisiones,ELECTRICO
Carabanchel,COMILLAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,COMILLAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Ciudad Lineal,LA CONCEPCION,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Ciudad Lineal,LA CONCEPCION,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ROSAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ROSAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ROSAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,ROSAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,ROSAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,ROSAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ROSAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ROSAS,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,TRAFALGAR,CAMION,Cero Emisiones,ELECTRICO
Usera,MOSCARDO,TURISMO,Cero Emisiones,ELECTRICO
Usera,MOSCARDO,TURISMO,Cero Emisiones,ELECTRICO
Usera,MOSCARDO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Usera,MOSCARDO,TURISMO,Cero Emisiones,ELECTRICO
Usera,ZOFIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,OPAÑEL,TURISMO,Cero Emisiones,ELECTRICO
Carabanchel,OPAÑEL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,OPAÑEL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,OPAÑEL,TURISMO,Cero Emisiones,ELECTRICO
Carabanchel,OPAÑEL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,TRAFALGAR,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,TRAFALGAR,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,TRAFALGAR,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,TRAFALGAR,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,TRAFALGAR,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,ALMAGRO,CAMION,Cero Emisiones,ELECTRICO
Usera,PRADOLONGO,CAMION,Cero Emisiones,ELECTRICO
Usera,PRADOLONGO,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
Usera,PRADOLONGO,TURISMO,Cero Emisiones,ELECTRICO
Usera,PRADOLONGO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Usera,PRADOLONGO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Usera,PRADOLONGO,TURISMO,Cero Emisiones,ELECTRICO
Carabanchel,SAN ISIDRO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,VISTA ALEGRE,CAMION,Cero Emisiones,ELECTRICO
Ciudad Lineal,SAN PASCUAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Ciudad Lineal,SAN PASCUAL,TURISMO,Cero Emisiones,ELECTRICO
Ciudad Lineal,SAN PASCUAL,TURISMO,Cero Emisiones,ELECTRICO
Ciudad Lineal,SAN PASCUAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Ciudad Lineal,SAN PASCUAL,TURISMO,Cero Emisiones,ELECTRICO
Ciudad Lineal,SAN PASCUAL,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,ROSAS,TURISMO,Etiqueta C,HIBRIDO ENCHUFABLES PHEV
Puente de Vallecas,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Puente de Vallecas,ENTREVIAS,CAMION,Cero Emisiones,ELECTRICO
Puente de Vallecas,ENTREVIAS,CAMION,Cero Emisiones,ELECTRICO
Puente de Vallecas,ENTREVIAS,TURISMO,Cero Emisiones,ELECTRICO
Puente de Vallecas,ENTREVIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
San Blas - Canillejas,REJAS,CAMION,Cero Emisiones,ELECTRICO
Carabanchel,VISTA ALEGRE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,VISTA ALEGRE,TURISMO,Cero Emisiones,ELECTRICO
Carabanchel,VISTA ALEGRE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,VISTA ALEGRE,TURISMO,Cero Emisiones,ELECTRICO
Puente de Vallecas,SAN DIEGO,TURISMO,Cero Emisiones,ELECTRICO
Puente de Vallecas,SAN DIEGO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Puente de Vallecas,SAN DIEGO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,ALMAGRO,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,ALMAGRO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,ALMAGRO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,ALMAGRO,TURISMO,Cero Emisiones,ELECTRICO
Chamberi,ALMAGRO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,ALMAGRO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,ALMAGRO,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
Carabanchel,PUERTA BONITA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Carabanchel,PUERTA BONITA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Puente de Vallecas,PALOMERAS BAJAS,TURISMO,Cero Emisiones,ELECTRICO
Puente de Vallecas,PALOMERAS SURESTE,CAMION,Cero Emisiones,ELECTRICO
Carabanchel,BUENAVISTA,CAMION,Cero Emisiones,ELECTRICO
Carabanchel,BUENAVISTA,CAMION,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
Chamberi,RIOS ROSAS,CAMION,Cero Emisiones,ELECTRICO
Chamberi,RIOS ROSAS,CAMION,Cero Emisiones,ELECTRICO
San Blas - Canillejas,REJAS,TURISMO,Cero Emisiones,ELECTRICO
San Blas - Canillejas,REJAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
