ID,DISTRITO,BARRIO,TIPO_VEHICULO,CLASIFICACION_AMBIENTAL,TIPO_CARBURANTE
331348445,Retiro,PACIFICO,TURISMO,CeroEmisiones,PHEV
444477231,Salamanca,GUINDALERA,TURISMO,CeroEmisiones,ELECTRICO
00339229,--,--,CAMION,CeroEmisiones,ELECTRICO
445473441,Salamanca,LISTA,TURISMO,CeroEmisiones,PHEV
114451237,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
883465762,Fuencarral-El Pardo,PENAGRANDE,TURISMO,CeroEmisiones,PHEV
00300402,--,--,CAMION,CeroEmisiones,ELECTRICO
00402692,--,--,CAMION,CeroEmisiones,ELECTRICO
20201113748,San Blas-Canillejas,SIMANCAS,TURISMO,CeroEmisiones,ELECTRICO
00119042,--,--,CAMION,CeroEmisiones,ELECTRICO
1616349992,Hortaleza,CANILLAS,TURISMO,CeroEmisiones,ELECTRICO
00487623,--,--,TURISMO,CeroEmisiones,PHEV
00504591,--,--,TURISMO,CeroEmisiones,ELECTRICO
00312824,--,--,TURISMO,CeroEmisiones,ELECTRICO
00340496,--,--,TURISMO,CeroEmisiones,ELECTRICO
00486443,--,--,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
00428408,--,--,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
00860825,--,--,TURISMO,CeroEmisiones,PHEV
00375800,--,--,TURISMO,CeroEmisiones,ELECTRICO
00357105,--,--,TURISMO,CeroEmisiones,ELECTRICO
00325913,--,--,TURISMO,CeroEmisiones,ELECTRICO
00663228,--,--,TURISMO,CeroEmisiones,PHEV
00298453,--,--,TURISMO,CeroEmisiones,ELECTRICO
00528858,--,--,TURISMO,CeroEmisiones,ELECTRICO
00145950,--,--,TURISMO,CeroEmisiones,ELECTRICO
00749355,--,--,TURISMO,CeroEmisiones,ELECTRICO
00241456,--,--,TURISMO,CeroEmisiones,ELECTRICO
0012074,--,--,TURISMO,CeroEmisiones,PHEV
0011468,--,--,TURISMO,CeroEmisiones,PHEV
00895397,--,--,TURISMO,CeroEmisiones,ELECTRICO
00778080,--,--,TURISMO,CeroEmisiones,ELECTRICO
00197937,--,--,TURISMO,CeroEmisiones,ELECTRICO
00378685,--,--,TURISMO,CeroEmisiones,ELECTRICO
00338717,--,--,TURISMO,CeroEmisiones,ELECTRICO
00155385,--,--,TURISMO,CeroEmisiones,ELECTRICO
00577739,--,--,TURISMO,CeroEmisiones,PHEV
0096064,--,--,TURISMO,CeroEmisiones,ELECTRICO
00525345,--,--,TURISMO,CeroEmisiones,ELECTRICO
00774585,--,--,TURISMO,CeroEmisiones,PHEV
00539830,--,--,TURISMO,ECO,PHEV
551461505,Chamartin,ELVISO,TURISMO,CeroEmisiones,PHEV
00665476,--,--,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
00684805,--,--,TURISMO,CeroEmisiones,ELECTRICO
00852153,--,--,TURISMO,ECO,PHEV
00227531,--,--,TURISMO,ECO,PHEV
00335473,--,--,TURISMO,ECO,PHEV
00854081,--,--,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
00796483,--,--,TURISMO,CeroEmisiones,ELECTRICO
00534562,--,--,TURISMO,CeroEmisiones,PHEV
00356418,--,--,TURISMO,CeroEmisiones,ELECTRICO
00354574,--,--,TURISMO,CeroEmisiones,ELECTRICO
00427971,--,--,TURISMO,CeroEmisiones,ELECTRICO
00801843,--,--,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
00686170,--,--,TURISMO,CeroEmisiones,ELECTRICO
00151682,--,--,TURISMO,CeroEmisiones,PHEV
00500841,--,--,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
0093910,--,--,TURISMO,ECO,PHEV
00978311,--,--,TURISMO,ECO,PHEV
00963233,--,--,TURISMO,ECO,PHEV
00535583,--,--,CAMION,CeroEmisiones,PHEV
00802760,--,--,TURISMO,CeroEmisiones,ELECTRICO
00233366,--,--,TURISMO,CeroEmisiones,ELECTRICO
00355240,--,--,TURISMO,CeroEmisiones,ELECTRICO
00566941,--,--,TURISMO,CeroEmisiones,PHEV
00883844,--,--,TURISMO,CeroEmisiones,ELECTRICO
00562198,--,--,TURISMO,CeroEmisiones,ELECTRICO
00739454,--,--,TURISMO,CeroEmisiones,ELECTRICO
00261809,--,--,TURISMO,CeroEmisiones,ELECTRICO
00460479,--,--,TURISMO,ECO,PHEV
00750705,--,--,TURISMO,ECO,PHEV
00397886,--,--,TURISMO,ECO,PHEV
111497848,Centro,PALACIO,TURISMO,CeroEmisiones,ELECTRICO
111780066,Centro,PALACIO,TURISMO,CeroEmisiones,ELECTRICO
111326108,Centro,PALACIO,TURISMO,CeroEmisiones,PHEV
111809970,Centro,PALACIO,TURISMO,CeroEmisiones,PHEV
111655396,Centro,PALACIO,TURISMO,CeroEmisiones,PHEV
112365273,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
112636428,Centro,EMBAJADORES,TURISMO,CeroEmisiones,PHEV
00353249,--,--,TURISMO,CeroEmisiones,PHEV
00428183,--,--,TURISMO,CeroEmisiones,ELECTRICO
00316880,--,--,TURISMO,CeroEmisiones,ELECTRICO
00945948,--,--,TURISMO,CeroEmisiones,ELECTRICO
00168509,--,--,TURISMO,CeroEmisiones,PHEV
00664571,--,--,TURISMO,CeroEmisiones,PHEV
00618545,--,--,TURISMO,CeroEmisiones,PHEV
00773142,--,--,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
00819826,--,--,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
00438138,--,--,TURISMO,CeroEmisiones,ELECTRICO
00584400,--,--,TURISMO,CeroEmisiones,ELECTRICO
0081325,--,--,TURISMO,CeroEmisiones,PHEV
00739231,--,--,TURISMO,CeroEmisiones,PHEV
00927010,--,--,TURISMO,CeroEmisiones,PHEV
00321426,--,--,TURISMO,CeroEmisiones,ELECTRICO
0020983,--,--,TURISMO,CeroEmisiones,PHEV
00995928,--,--,TURISMO,CeroEmisiones,PHEV
00844701,--,--,TURISMO,CeroEmisiones,PHEV
00990039,--,--,TURISMO,CeroEmisiones,PHEV
00182096,--,--,TURISMO,CeroEmisiones,ELECTRICO
00822589,--,--,TURISMO,ECO,PHEV
112992105,Centro,EMBAJADORES,TURISMO,CeroEmisiones,PHEV
112318644,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
112583771,Centro,EMBAJADORES,TURISMO,CeroEmisiones,PHEV
112162618,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
113276469,Centro,CORTES,TURISMO,CeroEmisiones,ELECTRICO
113580507,Centro,CORTES,TURISMO,CeroEmisiones,PHEV
11385457,Centro,CORTES,TURISMO,CeroEmisiones,PHEV
11332347,Centro,CORTES,TURISMO,CeroEmisiones,ELECTRICO
114339203,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
114554064,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
114159873,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
114140397,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
114148256,Centro,JUSTICIA,TURISMO,CeroEmisiones,PHEV
114599196,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
11440109,Centro,JUSTICIA,TURISMO,CeroEmisiones,PHEV
114546653,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
115643464,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,PHEV
115884557,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
116222780,Centro,SOL,TURISMO,CeroEmisiones,PHEV
11696999,Centro,SOL,TURISMO,CeroEmisiones,PHEV
116985250,Centro,SOL,TURISMO,CeroEmisiones,PHEV
00300204,--,--,CAMION,CeroEmisiones,ELECTRICO
00766490,--,--,CAMION,CeroEmisiones,ELECTRICO
220422703,Arganzuela,--,TURISMO,CeroEmisiones,ELECTRICO
22132317,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
221589125,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
22174334,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,ELECTRICO
221465446,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,ELECTRICO
222594348,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,PHEV
222144447,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,ELECTRICO
222698125,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,ELECTRICO
222155462,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,ELECTRICO
222629399,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,ELECTRICO
22294608,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
222959677,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,ELECTRICO
222533537,Arganzuela,ACACIAS,TURISMO,ECO,PHEV
00778730,--,--,CAMION,CeroEmisiones,ELECTRICO
00320618,--,--,CAMION,CeroEmisiones,ELECTRICO
11196918,Centro,PALACIO,TURISMO,CeroEmisiones,ELECTRICO
111331447,Centro,PALACIO,TURISMO,CeroEmisiones,ELECTRICO
111681965,Centro,PALACIO,TURISMO,CeroEmisiones,PHEV
111844793,Centro,PALACIO,TURISMO,CeroEmisiones,PHEV
111569995,Centro,PALACIO,TURISMO,CeroEmisiones,ELECTRICO
111215922,Centro,PALACIO,TURISMO,CeroEmisiones,PHEV
111739924,Centro,PALACIO,TURISMO,CeroEmisiones,ELECTRICO
111333989,Centro,PALACIO,TURISMO,CeroEmisiones,PHEV
111574362,Centro,PALACIO,TURISMO,CeroEmisiones,ELECTRICO
111679263,Centro,PALACIO,TURISMO,CeroEmisiones,ELECTRICO
223673699,Arganzuela,CHOPERA,TURISMO,CeroEmisiones,ELECTRICO
223345840,Arganzuela,CHOPERA,TURISMO,CeroEmisiones,PHEV
223488265,Arganzuela,CHOPERA,TURISMO,CeroEmisiones,ELECTRICO
223372889,Arganzuela,CHOPERA,TURISMO,CeroEmisiones,PHEV
22316280,Arganzuela,CHOPERA,TURISMO,CeroEmisiones,PHEV
224372714,Arganzuela,LEGAZPI,CAMION,CeroEmisiones,ELECTRICO
112558287,Centro,EMBAJADORES,TURISMO,CeroEmisiones,PHEV
112403858,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
112980745,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
112294935,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
112905518,Centro,EMBAJADORES,TURISMO,CeroEmisiones,PHEV
112622109,Centro,EMBAJADORES,TURISMO,CeroEmisiones,PHEV
112806896,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
11217325,Centro,EMBAJADORES,TURISMO,CeroEmisiones,PHEV
11251113,Centro,EMBAJADORES,TURISMO,CeroEmisiones,PHEV
22434145,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,ELECTRICO
224741661,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,ELECTRICO
224147305,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,ELECTRICO
224239684,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,ELECTRICO
22456412,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,PHEV
224773167,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,ELECTRICO
111741303,Centro,PALACIO,TURISMO,SinDistintivoAmbiental,PHEV
112375336,Centro,EMBAJADORES,CAMION,CeroEmisiones,ELECTRICO
112802012,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
112868033,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
112407867,Centro,EMBAJADORES,TURISMO,CeroEmisiones,PHEV
112447459,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
112440133,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
11273771,Centro,EMBAJADORES,TURISMO,CeroEmisiones,PHEV
112652703,Centro,EMBAJADORES,TURISMO,ECO,PHEV
225603497,Arganzuela,DELICIAS,TURISMO,CeroEmisiones,ELECTRICO
225361871,Arganzuela,DELICIAS,TURISMO,CeroEmisiones,PHEV
225568691,Arganzuela,DELICIAS,TURISMO,CeroEmisiones,ELECTRICO
225523515,Arganzuela,DELICIAS,TURISMO,CeroEmisiones,ELECTRICO
225974262,Arganzuela,DELICIAS,TURISMO,CeroEmisiones,PHEV
225443324,Arganzuela,DELICIAS,TURISMO,CeroEmisiones,PHEV
225867735,Arganzuela,DELICIAS,TURISMO,CeroEmisiones,PHEV
225340504,Arganzuela,DELICIAS,TURISMO,CeroEmisiones,ELECTRICO
225209496,Arganzuela,DELICIAS,TURISMO,CeroEmisiones,ELECTRICO
225331547,Arganzuela,DELICIAS,TURISMO,ECO,PHEV
113773287,Centro,CORTES,TURISMO,CeroEmisiones,ELECTRICO
113419792,Centro,CORTES,TURISMO,CeroEmisiones,PHEV
11381830,Centro,CORTES,TURISMO,CeroEmisiones,ELECTRICO
11313813,Centro,CORTES,TURISMO,CeroEmisiones,PHEV
113463183,Centro,CORTES,TURISMO,CeroEmisiones,ELECTRICO
113445733,Centro,CORTES,TURISMO,CeroEmisiones,PHEV
1136983,Centro,CORTES,TURISMO,CeroEmisiones,PHEV
113216759,Centro,CORTES,TURISMO,CeroEmisiones,PHEV
113869455,Centro,CORTES,TURISMO,CeroEmisiones,PHEV
114672327,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
114153010,Centro,JUSTICIA,TURISMO,CeroEmisiones,PHEV
114383965,Centro,JUSTICIA,TURISMO,CeroEmisiones,PHEV
114370219,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
11449906,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
114143591,Centro,JUSTICIA,TURISMO,CeroEmisiones,PHEV
114948813,Centro,JUSTICIA,TURISMO,CeroEmisiones,PHEV
114268685,Centro,JUSTICIA,TURISMO,CeroEmisiones,PHEV
114222665,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
22686141,Arganzuela,PALOSDELAFRONTERA,TURISMO,CeroEmisiones,PHEV
226739496,Arganzuela,PALOSDELAFRONTERA,TURISMO,CeroEmisiones,ELECTRICO
226725630,Arganzuela,PALOSDELAFRONTERA,TURISMO,CeroEmisiones,ELECTRICO
226210560,Arganzuela,PALOSDELAFRONTERA,TURISMO,CeroEmisiones,ELECTRICO
111724963,Centro,PALACIO,TURISMO,CeroEmisiones,PHEV
111113606,Centro,PALACIO,TURISMO,CeroEmisiones,ELECTRICO
111653530,Centro,PALACIO,TURISMO,CeroEmisiones,ELECTRICO
111847828,Centro,PALACIO,TURISMO,CeroEmisiones,PHEV
111343394,Centro,PALACIO,TURISMO,CeroEmisiones,PHEV
111430220,Centro,PALACIO,TURISMO,CeroEmisiones,PHEV
111560326,Centro,PALACIO,TURISMO,CeroEmisiones,PHEV
111371313,Centro,PALACIO,TURISMO,CeroEmisiones,ELECTRICO
1151449,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,PHEV
115293773,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,ELECTRICO
227701253,Arganzuela,ATOCHA,TURISMO,CeroEmisiones,PHEV
227701898,Arganzuela,ATOCHA,TURISMO,CeroEmisiones,PHEV
115985709,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,PHEV
115595540,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,PHEV
115329550,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,PHEV
00336608,--,--,TURISMO,CeroEmisiones,PHEV
0065255,--,--,TURISMO,CeroEmisiones,ELECTRICO
115432202,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,ELECTRICO
115200056,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,PHEV
115332595,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,PHEV
115195260,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,PHEV
115608982,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,PHEV
115974981,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,ELECTRICO
331322805,Retiro,PACIFICO,TURISMO,CeroEmisiones,ELECTRICO
331808303,Retiro,PACIFICO,TURISMO,CeroEmisiones,ELECTRICO
331438167,Retiro,PACIFICO,TURISMO,CeroEmisiones,PHEV
331167635,Retiro,PACIFICO,TURISMO,CeroEmisiones,PHEV
331317377,Retiro,PACIFICO,TURISMO,CeroEmisiones,ELECTRICO
331184457,Retiro,PACIFICO,TURISMO,CeroEmisiones,ELECTRICO
220283185,Arganzuela,--,TURISMO,CeroEmisiones,ELECTRICO
220812820,Arganzuela,--,TURISMO,CeroEmisiones,PHEV
112103077,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
112418514,Centro,EMBAJADORES,TURISMO,CeroEmisiones,ELECTRICO
112516154,Centro,EMBAJADORES,TURISMO,ECO,PHEV
11294436,Centro,EMBAJADORES,TURISMO,EtiquetaB,PHEV
116341144,Centro,SOL,TURISMO,CeroEmisiones,ELECTRICO
116916654,Centro,SOL,TURISMO,CeroEmisiones,PHEV
116428101,Centro,SOL,TURISMO,CeroEmisiones,PHEV
220901513,Arganzuela,--,TURISMO,CeroEmisiones,ELECTRICO
220363233,Arganzuela,--,TURISMO,ECO,PHEV
00230045,--,--,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
00340121,--,--,TURISMO,CeroEmisiones,ELECTRICO
00207518,--,--,TURISMO,CeroEmisiones,PHEV
00420972,--,--,TURISMO,CeroEmisiones,ELECTRICO
113933310,Centro,CORTES,TURISMO,CeroEmisiones,ELECTRICO
221657140,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
221245952,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
221780837,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,ELECTRICO
22164542,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
221470956,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,ELECTRICO
221658219,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,ELECTRICO
22137659,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
221716255,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
221279893,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
22133599,Arganzuela,IMPERIAL,TURISMO,ECO,PHEV
113681440,Centro,CORTES,TURISMO,CeroEmisiones,PHEV
332819954,Retiro,ADELFAS,TURISMO,CeroEmisiones,ELECTRICO
332764596,Retiro,ADELFAS,TURISMO,CeroEmisiones,ELECTRICO
332152764,Retiro,ADELFAS,TURISMO,CeroEmisiones,PHEV
332775637,Retiro,ADELFAS,TURISMO,CeroEmisiones,ELECTRICO
332962542,Retiro,ADELFAS,TURISMO,CeroEmisiones,PHEV
3323571,Retiro,ADELFAS,TURISMO,CeroEmisiones,PHEV
33226810,Retiro,ADELFAS,TURISMO,CeroEmisiones,PHEV
332640803,Retiro,ADELFAS,TURISMO,CeroEmisiones,ELECTRICO
332970172,Retiro,ADELFAS,TURISMO,ECO,PHEV
332137538,Retiro,ADELFAS,TURISMO,EtiquetaC,ELECTRICO
221633221,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,ELECTRICO
22153286,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
221996358,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,ELECTRICO
221124120,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
221753622,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
221998998,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,ELECTRICO
221248,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
222410683,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,ELECTRICO
222118017,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,ELECTRICO
222850970,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,ELECTRICO
00391288,--,--,TURISMO,CeroEmisiones,ELECTRICO
00522060,--,--,TURISMO,CeroEmisiones,ELECTRICO
00181704,--,--,TURISMO,CeroEmisiones,ELECTRICO
00935561,--,--,TURISMO,CeroEmisiones,ELECTRICO
00162747,--,--,TURISMO,CeroEmisiones,ELECTRICO
00138391,--,--,TURISMO,CeroEmisiones,PHEV
00526057,--,--,TURISMO,CeroEmisiones,ELECTRICO
00220395,--,--,TURISMO,CeroEmisiones,ELECTRICO
00837089,--,--,TURISMO,CeroEmisiones,PHEV
00341957,--,--,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
00573861,--,--,TURISMO,CeroEmisiones,PHEV
00455617,--,--,TURISMO,ECO,PHEV
00717505,--,--,TURISMO,ECO,PHEV
0068363,--,--,TURISMO,ECO,PHEV
114430274,Centro,JUSTICIA,TURISMO,CeroEmisiones,PHEV
114900256,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
114889315,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
114165936,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
11418715,Centro,JUSTICIA,TURISMO,CeroEmisiones,PHEV
114453785,Centro,JUSTICIA,TURISMO,CeroEmisiones,PHEV
114922284,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
114649456,Centro,JUSTICIA,TURISMO,CeroEmisiones,PHEV
114475243,Centro,JUSTICIA,TURISMO,CeroEmisiones,PHEV
114208022,Centro,JUSTICIA,TURISMO,CeroEmisiones,ELECTRICO
114487734,Centro,JUSTICIA,TURISMO,ECO,PHEV
333778799,Retiro,ESTRELLA,TURISMO,CeroEmisiones,ELECTRICO
333882463,Retiro,ESTRELLA,TURISMO,CeroEmisiones,ELECTRICO
333943020,Retiro,ESTRELLA,TURISMO,CeroEmisiones,ELECTRICO
333865756,Retiro,ESTRELLA,TURISMO,CeroEmisiones,PHEV
33390948,Retiro,ESTRELLA,TURISMO,CeroEmisiones,PHEV
333718556,Retiro,ESTRELLA,TURISMO,CeroEmisiones,PHEV
333558674,Retiro,ESTRELLA,TURISMO,CeroEmisiones,PHEV
333529281,Retiro,ESTRELLA,TURISMO,CeroEmisiones,ELECTRICO
222360540,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,PHEV
222965651,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,ELECTRICO
222833351,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,PHEV
222904140,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,PHEV
222490662,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,ELECTRICO
22237291,Arganzuela,ACACIAS,TURISMO,ECO,PHEV
222499884,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,PHEV
222214031,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,ELECTRICO
2228073,Arganzuela,ACACIAS,TURISMO,CeroEmisiones,PHEV
222372024,Arganzuela,ACACIAS,TURISMO,ECO,PHEV
222976492,Arganzuela,ACACIAS,TURISMO,ECO,PHEV
115858571,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,ELECTRICO
115366673,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,ELECTRICO
115752313,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,PHEV
115569323,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,PHEV
115194166,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,ELECTRICO
11529089,Centro,UNIVERSIDAD,TURISMO,CeroEmisiones,ELECTRICO
223337429,Arganzuela,CHOPERA,TURISMO,CeroEmisiones,ELECTRICO
223390057,Arganzuela,CHOPERA,TURISMO,CeroEmisiones,ELECTRICO
223119555,Arganzuela,CHOPERA,TURISMO,CeroEmisiones,ELECTRICO
334142393,Retiro,IBIZA,TURISMO,CeroEmisiones,ELECTRICO
334840220,Retiro,IBIZA,TURISMO,CeroEmisiones,ELECTRICO
33495182,Retiro,IBIZA,TURISMO,CeroEmisiones,PHEV
334733620,Retiro,IBIZA,TURISMO,CeroEmisiones,PHEV
334545638,Retiro,IBIZA,TURISMO,CeroEmisiones,PHEV
33434598,Retiro,IBIZA,TURISMO,CeroEmisiones,PHEV
334570096,Retiro,IBIZA,TURISMO,CeroEmisiones,PHEV
334970153,Retiro,IBIZA,TURISMO,CeroEmisiones,ELECTRICO
334240953,Retiro,IBIZA,TURISMO,ECO,PHEV
116618112,Centro,SOL,TURISMO,CeroEmisiones,ELECTRICO
116362526,Centro,SOL,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
116125370,Centro,SOL,TURISMO,CeroEmisiones,ELECTRICO
00700110,--,--,TURISMO,CeroEmisiones,ELECTRICO
00181276,--,--,TURISMO,CeroEmisiones,ELECTRICO
00260898,--,--,TURISMO,CeroEmisiones,PHEV
0049405,--,--,TURISMO,CeroEmisiones,PHEV
00229853,--,--,TURISMO,CeroEmisiones,ELECTRICOS-RANGO-EXTENDIDO
00100484,--,--,TURISMO,CeroEmisiones,ELECTRICO
00845731,--,--,TURISMO,CeroEmisiones,PHEV
00516378,--,--,TURISMO,CeroEmisiones,PHEV
00865079,--,--,TURISMO,CeroEmisiones,PHEV
00996900,--,--,TURISMO,CeroEmisiones,PHEV
00164926,--,--,TURISMO,CeroEmisiones,PHEV
00193761,--,--,TURISMO,CeroEmisiones,PHEV
00542449,--,--,TURISMO,CeroEmisiones,ELECTRICO
00413502,--,--,TURISMO,ECO,ELECTRICO
00186018,--,--,TURISMO,ECO,PHEV
00507346,--,--,TURISMO,ECO,PHEV
224273735,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,PHEV
224244893,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,ELECTRICO
224699311,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,ELECTRICO
224243802,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,ELECTRICO
224984454,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,PHEV
224267891,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,PHEV
22419975,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,ELECTRICO
224183497,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,PHEV
22494266,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,PHEV
224624431,Arganzuela,LEGAZPI,TURISMO,CeroEmisiones,PHEV
220582885,Arganzuela,--,TURISMO,CeroEmisiones,PHEV
22010181,Arganzuela,--,TURISMO,CeroEmisiones,ELECTRICO
335152591,Retiro,LOSJERONIMOS,TURISMO,CeroEmisiones,PHEV
335637184,Retiro,LOSJERONIMOS,TURISMO,CeroEmisiones,PHEV
335884617,Retiro,LOSJERONIMOS,TURISMO,CeroEmisiones,PHEV
33540704,Retiro,LOSJERONIMOS,TURISMO,CeroEmisiones,PHEV
335842347,Retiro,LOSJERONIMOS,TURISMO,CeroEmisiones,PHEV
221327517,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
221340610,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,ELECTRICO
221657805,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,ELECTRICO
221965800,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
221321943,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,PHEV
221787939,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,ELECTRICO
221592891,Arganzuela,IMPERIAL,TURISMO,CeroEmisiones,ELECTRICO
