tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;direccion_via_codigo;direccion_via_nombre;direccion_portal_numero;direccion_piso;direccion_puerta;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;direccion_longitud;direccion_latitud;horario_acceso;codigo_dea
Centro educativo;Pública;;;;CALLE ALAMO 6, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;461097;4477140;-3,45873789639145;40,4440017992078;;2019-1274
Centro educativo;Pública;;;;CALLE PEDREZUELA 18, 28017, MADRID;;;;;HALL ENTRADA;444558;4475450;-3,65360542617732;40,4278390103956;;2019-1275
Centro educativo;Pública;;;;CALLE ARADOS 9, 28944, FUENLABRADA;;;;;PABELLON PPAL. HALL;432332;4458820;-3,79596222786587;40,2771250218343;;2019-1276
Centro educativo;Pública;;;;CALLE JOAQUIN BLUME S/N, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;460104;4477373;-3,47046145721618;40,4460537936573;;2019-1277
Centro educativo;Pública;;;;CALLE MAQUEDA 130, 28024, MADRID;;;;;HALL ENTRADA;435282;4471172;-3,76251653563011;40,3886313133261;;2019-1279
Centro educativo;Pública;;;;CALLE DALI 50, 28342, VALDEMORO;;;;;HALL ENTRADA;441556;4449693;-3,68663946941829;40,1955973176547;;2019-1280
Centro educativo;Pública;;;;CALLE VIRGEN DEL VAL 3, 28027, MADRID;;;;;EDIF PPAL. HALL ENTRADA;444461;4476482;-3,65483906677772;40,4371293513984;;2019-1281
Centro educativo;Pública;;;;CALLE ANGEL LUIS DE LA HERRAN 35, 28043, MADRID;;;;;HALL ENTRADA;445141;4480211;-3,64714414242043;40,4707672516092;;2019-1282
Centro educativo;Pública;;;;AVENIDA JOSE HIERRO 86, 28521, RIVAS-VACIAMADRID;;;;;HALL ENTRADA;436074;4460343;-3,75210173282076;40,2911394920041;;2019-1283
Centro educativo;Pública;;;;AVENIDA GUADALAJARA C/V FRANCFORT, 28022, MADRID;;;;;HALL ENTRADA;448451;4474973;-3,60767473770916;40,4237922368046;;2019-1284
Centro educativo;Pública;;;;C/ AVILA S/N, 28804, ALCALA DE HENARES;;;;;ENTRADA DIRECCION;470984;4481841;-3,34236926930325;40,4867565514426;;2019-1509
Centro educativo;Pública;;;;C/ ALALPARDO S/N, 28806, ALCALA DE HENARES;;;;;PLANTA 5. HALL;468683;4482398;-3,36954652776114;40,4916908677363;;2019-1510
Centro educativo;Pública;;;;C/ CUSTA TEATINOS 10, 28805, ALCALA DE HENARES;;;;;HALL ENTRADA;469543;4482609;-3,35940869896219;40,493623739052;;2019-1511
Centro educativo;Pública;;;;C/ LUIS MADRONA 15, 28805, ALCALA DE HENARES;;;;;HALL ENTRADA;470298;4482210;-3,35048075823612;40,4900565643056;;2019-1512
Centro educativo;Pública;;;;C/ VIOLETA 19, 28803, ALCALA DE HENARES;;;;;HALL ENTRADA;468571;4480542;-3,37077610957713;40,4749661919096;;2019-1513
Centro educativo;Pública;;;;C/ SENDA PERDIDA S/N, 28805, ALCALA DE HENARES;;;;;HALL ENTRADA;469956;4482761;-3,35454237730093;40,4950081385452;;2019-1514
Centro educativo;Pública;;;;C/ RONDA FISCAL 44, 28803, ALCALA DE HENARES;;;;;HALL ENTRADA;468371;4480180;-3,37311746271838;40,4716973873968;;2019-1515
Centro educativo;Pública;;;;C/ GARDENIA S/N, 28803, ALCALA DE HENARES;;;;;HALL ENTRADA;468464;4480442;-3,37203341898399;40,474061248633;;2019-1516
Centro educativo;Pública;;;;C/ SAN VIDAL 8, 28803, ALCALA DE HENARES;;;;;HALL ENTRADA;468331;4480363;-3,37359845749222;40,4733444870332;;2019-1517
Centro educativo;Pública;;;;AVDA. OESTE 4, 28922, ALCORCON;;;;;HALL ENTRADA;429407;4465952;-3,83115218221337;40,3411309481037;;2019-1518
Centro educativo;Pública;;;;C/ SAHAGUN S/N, 28925, ALCORCON;;;;;HALL ENTRADA;430222;4467358;-3,82171112646919;40,3538652128617;;2019-1519
Centro educativo;Pública;;;;AVDA. VILLAVICIOSA 7, 28922, ALCORCON;;;;;PASILLO ENTRADA;429196;4467061;-3,83375922534142;40,3511032833688;;2019-1526
Centro educativo;Pública;;;;C/ LOS ROBLES 4, 28922, ALCORCON;;;;;HALL ENTRADA;428779;4465784;-3,83852668160693;40,3395641887792;;2019-1520
Centro educativo;Pública;;;;C/ OLIMPICO FRANCISCO FERNANDEZ OCHOA 6, 28923, ALCORCON;;;;;HALL ENTRADA;430384;4465772;-3,81963061844444;40,3395915265183;;2019-1521
Centro educativo;Pública;;;;C/ REFERENDUM VIÑAGRANDE 3, 28925, ALCORCON;;;;;EDIFICIO DIRECCION. HALL;431851;4467046;-3,80249638165463;40,3511892931807;;2019-1522
Centro educativo;Pública;;;;C/ OLIMPICA CONCHITA PUIG 2, 28923, ALCORCON;;;;;HALL ENTRADA;430364;4466269;-3,81992027245993;40,344067005212;;2019-1523
Centro educativo;Pública;;;;AVDA. DERECHOS HUMANOS 6, 28924, ALCORCON;;;;;HALL ENTRADA;430784;4467292;-3,81508644917251;40,3533174898792;;2019-1524
Centro educativo;Pública;;;;AVDA. OESTE 4, 28922, ALCORCON;;;;;PASILLO CENTRAL;429391;4465963;-3,83134176163386;40,3412286858923;;2019-1525
Centro educativo;Pública;;;;C/ CABO SAN VICENTE 1, 28924, ALCORCON;;;;;CONSERJERIA;430742;4467255;-3,81557697724172;40,3529806950285;;2019-1527
Centro educativo;Pública;;;;AVDA. PORTUGAL 12, 28921, ALCORCON;;;;;EDIFICIO A. HALL;429494;4466848;-3,83022691718841;40,349209755051;;2019-1528
Centro educativo;Pública;;;;C/ CAMILO JOSE CELA 2, 28922, ALCORCON;;;;;HALL ENTRADA;429508;4465338;-3,82989536368994;40,335608373366;;2019-1529
Centro educativo;Pública;;;;AVDA. LOS CASTILLOS S/N, 28925, ALCORCON;;;;;HALL ENTRADA;431338;4467589;-3,80859513228371;40,3560387590701;;2019-1530
Centro educativo;Pública;;;;C/ BERLIN C/V C/ ATENAS S/N, 28922, ALCORCON;;;;;HALL ENTRADA;428745;4466532;-3,83901042416183;40,3462994944312;;2019-1531
Centro educativo;Pública;;;;C/ LOS CANTOS 23, 28921, ALCORCON;;;;;SALA PROFESORES;429973;4466037;-3,82449815559161;40,3419443474462;;2019-1532
Centro educativo;Pública;;;;CALLE SALVADOR MARTINEZ 3, 28041, MADRID;;;;;PLANTA 1º. HALL;440639;4468784;-3,69918184719958;40,3675178743177;;2019-1285
Centro educativo;Pública;;;;CALLE JUAN RAMON JIMENEZ 8, 28850, TORREJON DE ARDOZ;;;;;EDIFICIO INFANTIL. HALL;459518;4479502;-3,4775072187633;40,4652051539118;;2019-1291
Centro educativo;Pública;;;;CALLE MARIE CURIE 46, 28342, VALDEMORO;;;;;ENTRADA INFANTIL;441493;4450190;-3,68742480100409;40,2000703209427;;2019-1286
Centro educativo;Pública;;;;CALLE JUAN PEREZ ZUÑIGA 36, 28027, MADRID;;;;;HALL ENTRADA;445145;4477266;-3,64684246758683;40,44423744519;;2019-1287
Centro educativo;Pública;;;;CALLE JUAN PEREZ ZUÑIGA 36, 28027, MADRID;;;;;HALL ENTRADA;445145;4477266;-3,64684246758683;40,44423744519;;2019-1288
Centro educativo;Pública;;;;AVENIDA MAR EGEO S/N, 28341, VALDEMORO;;;;;PASILLO PRINCIPAL;441177;4447865;-3,69092479507967;40,1791026373251;;2019-1289
Centro educativo;Pública;;;;CALLE JUAN RAMON JIMENEZ 8, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;459518;4479502;-3,4775072187633;40,4652051539118;;2019-1290
Centro educativo;Pública;;;;CALLE PEDRO PATIÑO 3, 28914, LEGANES;;;;;HALL ENTRADA;435702;4464342;-3,75688008264859;40,3271360841244;;2019-1292
Centro educativo;Pública;;;;CALLE DUQUE DE LERMA 2, 28341, VALDEMORO;;;;;HALL ENTRADA;442567;4448788;-3,67468154902068;40,1875141231135;;2019-1293
Centro educativo;Pública;;;;C/ VALDELAGUILA S/N, 28810, VILLALBILLA;;;;;HALL ENTRADA;474491;4476132;-3,30076014564588;40,435439578382;;2019-1650
Centro educativo;Pública;;;;AVDA. COVIBAR 3, 28523, RIVAS-VACIAMADRID;;;;;HALL ENTRADA;453094;4468343;-3,55245586913164;40,3643388225058;;2019-1649
Centro educativo;Pública;;;;AVDA. QUEMADO S/N, 28817, LOS SANTOS DE LA HUMOSA;;;;;HALL ENTRADA;478835;4483773;-3,24979828533389;40,5043991166388;;2019-1646
Centro educativo;Pública;;;;C/ TURIN 13, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;459907;4479529;-3,47292060713257;40,4654672543368;;2019-1647
Centro educativo;Pública;;;;AVDA. JEAN PAUL SARTRE S/N, 28830, SAN FERNANDO DE HENARES;;;;;PASILLO PPAL.;455792;4473913;-3,52106687206451;40,4146653815185;;2019-1648
Centro educativo;Pública;;;;AVDA. ABOGADOS DE ATOCHA 4, 28330, SAN MARTIN DE LAVEGA;;;;;GIMNASIO;451794;4451759;-3,56651762643596;40,2148609312237;;2019-1644
Centro educativo;Pública;;;;C/ PORTUGAL S/N, 28819, VILLALBILLA;;;;;HALL ENTRADA;469498;4477581;-3,35969794619221;40,4483253903064;;2019-1645
Centro educativo;Pública;;;;AVDA. GABRIEL GARCIA MARQUEZ S/N, 28523, RIVAS-VACIAMADRID;;;;;HALL ENTRADA;453467;4468110;-3,54804589049167;40,3622606680767;;2019-1651
Centro educativo;Pública;;;;C/ LUIS RQUESENS 1, 28590, VILLAREJO DE SALVANES;;;;;HALL ENTRADA;476465;4446357;-3,27639090399467;40,1672480473279;;2019-1652
Centro educativo;Pública;;;;C/ JOAN MIRO 1, 28840, MEJORADA DEL CAMPO;;;;;HALL ENTRADA;459286;4471424;-3,47972632528345;40,3924205965002;;2019-1653
Centro educativo;Pública;;;;AVDA. LEVANTE 141, 28521, RIVAS-VACIAMADRID;;;;;HALL ENTRADA;456339;4464742;-3,51399165021566;40,3320740359396;;2019-1654
Centro educativo;Pública;;;;C/ JOSE SARAMAGO 1, 28522, RIVAS-VACIAMADRID;;;;;JUNTO DESPACHOS;454681;4467247;-3,53368720336949;40,3545528960822;;2019-1655
Centro educativo;Pública;;;;C/ LA PAZ 6, 28924, ALCORCON;;;;;HALL ENTRADA;430889;4466948;-3,81381283541107;40,3502273266205;;2019-1533
Centro educativo;Pública;;;;C/ PARQUE GRANDE 1, 28924, ALCORCON;;;;;HALL ENTRADA;430891;4466619;-3,81375366381672;40,3472637458853;;2019-1534
Centro educativo;Pública;;;;C/ BERLIN 2, 28922, ALCORCON;;;;;PASILLO DIRECCION;429153;4466949;-3,8342530920059;40,3500907029412;;2019-1535
Centro educativo;Pública;;;;AVDA. ALCALDE JOSE ARANDA 45, 28923, ALCORCON;;;;;SALA DE ACTOS;430121;4466217;-3,82277547446221;40,3435782555298;;2019-1536
Centro educativo;Pública;;;;AVDA. OESTE S/N, 28922, ALCORCON;;;;;HALL ENTRADA;429311;4465998;-3,83228745265664;40,3415372037269;;2019-1537
Centro educativo;Pública;;;;C/ PABLO NERUDA S/N, 28922, ALCORCON;;;;;HALL ENTRADA;429895;4465631;-3,82537186316532;40,3382804137771;;2019-1538
Centro educativo;Pública;;;;C/ PARQUE FERIAL S/N, 28923, ALCORCON;;;;;HALL ENTRADA;430006;4465755;-3,82407873911371;40,3394067651618;;2019-1539
Centro educativo;Pública;;;;AVDA. RETAMAS 2, 28922, ALCORCON;;;;;HALL ENTRADA;428727;4465827;-3,83914364547205;40,3399471062279;;2019-1540
Centro educativo;Pública;;;;C/ PARQUE BUJARUELO 1, 28924, ALCORCON;;;;;HALL ENTRADA;431387;4466611;-3,80791299061103;40,3472326192822;;2019-1541
Centro educativo;Pública;;;;C/ OLIMPICO FERNANDEZ OCHOA S/N, 28923, ALCORCON;;;;;VESTIBULO PPAL.;430443;4465748;-3,81893342930861;40,3393802459912;;2019-1542
Centro educativo;Pública;;;;C/ MINISTRO FERNANDEZ ORDOÑEZ 2, 28924, ALCORCON;;;;;HALL ENTRADA;431052;4466989;-3,81189804994011;40,3506101574346;;2019-1543
Centro educativo;Pública;;;;AVDA. CANTARRANAS 44, 28921, ALCORCON;;;;;HALL ENTRADA;430034;4466970;-3,82388227303067;40,3503542356566;;2019-1544
Centro educativo;Pública;;;;C/ CLAUDIO SANCHEZ ALBORNOZ S/N, 28922, ALCORCON;;;;;HALL ENTRADA;429076;4466201;-3,8350765988042;40,343345949475;;2019-1545
Centro educativo;Pública;;;;C/ POLVORANCA 35, 28923, ALCORCON;;;;;HALL ENTRADA;430298;4466184;-3,82068802549518;40,3432957853022;;2019-1546
Centro educativo;Pública;;;;AVDA. JUAN CARLOS I 15, 28982, PARLA;;;;;HALL ENTRADA;434453;4453704;-3,77049268056645;40,2312060037191;;2019-1553
Centro educativo;Pública;;;;AVDA. OESTE 2, 28922, ALCORCON;;;;;PASILLO PPAL.;429216;4466090;-3,83341606349127;40,3423579152985;;2019-1547
Centro educativo;Pública;;;;CAMINO DEL MOLINO 8, 28500, ARGANDA DEL REY;;;;;HALL ENTRADA;463202;4460796;-3,43297343155162;40,296855086818;;2019-1548
Centro educativo;Pública;;;;C/ SIETE VIENTOS S/N, 28500, ARGANDA DEL REY;;;;;HALL ENTRADA;462247;4461069;-3,4442259649369;40,2992719663462;;2019-1549
Centro educativo;Pública;;;;CAMINO DE VALDEARGANDA 8, 28500, ARGANDA DEL REY;;;;;HALL ENTRADA;461899;4462066;-3,44838002079706;40,3082381972134;;2019-1550
Centro educativo;Pública;;;;C/ MAR DE ALBORAN 1, 28500, ARGANDA DEL REY;;;;;PASILLO PPAL.;463267;4460686;-3,43220233351237;40,2958669471477;;2019-1551
Centro educativo;Pública;;;;C/ DOCTOR MARAÑON 7, 28500, ARGANDA DEL REY;;;;;HALL ENTRADA;462773;4461587;-3,43806702691238;40,3039622617713;;2019-1552
Centro educativo;Pública;;;;C/ PINTO 76, 28982, PARLA;;;;;PLANTA 2. HALL;435295;4454622;-3,76068849673287;40,2395413976321;;2019-1555
Centro educativo;Pública;;;;AVDA. CANILLEJAS A VICALVARO 82, 28022, MADRID;;;;;EDIFICIO REIDENCIA. HALL;448023;4475118;-3,6127317078946;40,4250718595773;;2019-2006
Centro educativo;Pública;;;;AVDA. ALFONSO XIII 23, 28002, MADRID;;;;;FRENTE CONSERJERIA;443374;4478049;-3,66779433955943;40,4511723609595;;2019-2007
Centro educativo;Pública;;;;C/ MANRESA 60, 28034, MADRID;;;;;SALA PROFESORES;441154;4482584;-3,69439386148673;40,4918712732922;;2019-2008
Centro educativo;Pública;;;;C/ TABERNILLAS 2, 28005, MADRID;;;;;HALL ENTRADA;439627;4473596;-3,71155688711894;40,4107941008142;;2019-2017
Centro educativo;Pública;;;;C/ MIRASIERRA 59, 28950, MORALEJA DE EN MEDIO;;;;;JUNTO SECRETARIA;427317;4457237;-3,8547668980138;40,2624439588664;;2019-1556
Centro educativo;Pública;;;;C/ ALFONSO VI 1, 28005, MADRID;;;;;HALL ENTRADA;439572;4473848;-3,71222900436886;40,4130602423801;;2019-2009
Centro educativo;Pública;;;;PASEO MARQUES DE ZAFRA 16, 28028, MADRID;;;;;PASILLO JUNTO HALL PPAL.;443458;4475271;-3,66655657611817;40,4261524473507;;2019-2010
Centro educativo;Pública;;;;AVDA. VALLADOLID 2, 28008, MADRID;;;;;HALL ENTRADA;438330;4475374;-3,7270145875222;40,4267159956486;;2019-2011
Centro educativo;Pública;;;;C/ VALDERREY 9, 28035, MADRID;;;;;HALL ENTRADA;438863;4480015;-3,72117839348113;40,4685632694304;;2019-2012
Centro educativo;Pública;;;;C/ JOSE DE CADALSO 19, 28044, MADRID;;;;;ED. INFANTIL - HALL;434509;4470380;-3,77154193786752;40,3814362624875;;2019-2013
Centro educativo;Pública;;;;C/ JOSE DE CADALSO 19, 28044, MADRID;;;;;DESPACHO DIRECCION;434509;4470380;-3,77154193786752;40,3814362624875;;2019-2014
Centro educativo;Pública;;;;PASEO DEL PRADO 38, 28014, MADRID;;;;;COMEDOR;441206;4473557;-3,69294447893037;40,410555795257;;2019-2015
Centro educativo;Pública;;;;C/ CASTILLO DE UCLES 28, 28037, MADRID;;;;;HALL ENTRADA;447013;4475451;-3,62466519767803;40,4280080115169;;2019-2016
Centro educativo;Pública;;;;C/ PABLO PICASSO 30, 28840, MEJORADA DEL CAMPO;;;;;HALL ENTRADA;458515;4472183;-3,48886003021893;40,3992202744935;;2019-1656
Centro educativo;Pública;;;;C/ SALVADOR DALI 8, 28810, VILLALBILLA;;;;;HALL ENTRADA;470236;4477646;-3,35099820920509;40,4489377225733;;2019-1657
Centro educativo;Pública;;;;C/ PARAISOS S/N, 28813, TORRES DE LA ALAMEDA;;;;;HALL ENTRADA;469491;4472038;-3,35951453719453;40,3983884456169;;2019-1658
Centro educativo;Pública;;;;AVDA. CERRO DEL TELEGRAFO 2, 28522, RIVAS-VACIAMADRID;;;;;HALL ENTRADA;455070;4467483;-3,52912305288785;40,3567000341371;;2019-1659
Centro educativo;Pública;;;;C/ RONDA PONIENTE 5, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;459054;4478747;-3,48293145662388;40,4583808004748;;2019-1660
Centro educativo;Pública;;;;CTRA. MEJORADA S/N, 28830, SAN FERNANDO DE HENARES;;;;;HALL ENTRADA;454816;4474959;-3,5326445470706;40,4240361279625;;2019-1661
Centro educativo;Pública;;;;C/ SAN CRISTOBAL 2, 28330, SAN MARTIN DE LA VEGA;;;;;HALL ENTRADA;450014;4452059;-3,58745853073279;40,2174593613245;;2019-1662
Centro educativo;Pública;;;;C/ MONTSERRAT ROIG 8, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;462740;4478529;-3,43944595967017;40,4565903250034;;2019-1663
Centro educativo;Pública;;;;AVDA. JUAN GRIS 33, 28840, MEJORADA DEL CAMPO;;;;;HALL ENTRADA;459008;4471208;-3,48298794083856;40,3904610450721;;2019-1664
Centro educativo;Pública;;;;PASEO DE LAS PROVINCIAS S/N, 28523, RIVAS-VACIAMADRID;;;;;VESTIBULO;454440;4469350;-3,53667539100249;40,3734853538092;;2019-1665
Centro educativo;Pública;;;;C/ LISBOA 53, 28850, TORREJON DE ARDOZ;;;;;EDIFICIO 2. ESCALERILLAS;460081;4479574;-3,47087107136081;40,4658810278801;;2019-1666
Centro educativo;Pública;;;;C/ RIO S/N, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;459888;4477836;-3,47303773288427;40,4502144722542;;2019-1668
Centro educativo;Pública;;;;C/ JUAN DE AUSTRIA 40, 28330, SAN MARTIN DE LA VEGA;;;;;PLANTA 1. PASILLO PPAL.;449771;4458633;-3,59082896722574;40,2766695890997;;2019-1669
Centro educativo;Pública;;;;C/ VITORIA S/N, 28830, SAN FERNANDO DE HENARES;;;;;HALL ENTRADA;455419;4474556;-3,52550820809509;40,4204381251751;;2019-1670
Centro educativo;Pública;;;;C/ PLATA 85, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;461783;4478469;-3,45072891736961;40,4560063381446;;2019-1674
Centro educativo;Pública;;;;C/ BUDAPEST 2, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;460789;4479251;-3,46250004349188;40,4630049087697;;2019-1671
Centro educativo;Pública;;;;AVDA. MIGUEL HERNANDEZ 1, 28523, RIVAS-VACIAMADRID;;;;;JUNTO SECRETARIA;453452;4467567;-3,54818292318568;40,3573680372458;;2019-1672
Centro educativo;Pública;;;;C/ OLIVAR 14, 28891, VELILLA DE SAN ANTONIO;;;;;CONSERJERIA;458949;4469096;-3,48354702506857;40,3714313710449;;2019-1673
Centro educativo;Pública;;;;C/ FERNANDO TRUEBA 10, 28521, RIVAS-VACIAMADRID;;;;;JUNTO CONSERJERIA;456200;4467022;-3,51578435650407;40,3526070519704;;2019-1675
Centro educativo;Pública;;;;AVDA. CIRCUNVALACION 3, 28510, CAMPO REAL;;;;;HALL ENTRADA;468089;4464780;-3,37567202021138;40,3329483038254;;2019-1676
Centro educativo;Pública;;;;C/ HERMANOS PINZON 21, 28936, MOSTOLES;;;;;VESTIBULO;427683;4463908;-3,85121682756485;40,322570378503;;2019-1677
Centro educativo;Pública;;;;AVDA. ALCORCON 5, 28936, MOSTOLES;;;;;PASILLO PPAL.;427623;4464613;-3,85200284383318;40,328916028739;;2019-1678
Centro educativo;Pública;;;;C/ MORALEJA DE ENMEDIO 21, 28935, MOSTOLES;;;;;FRENTE SECRETARIA;426295;4463113;-3,86746104124641;40,3152874386229;;2019-1679
Centro educativo;Pública;;;;C/ GOYA 10, 28001, MADRID;;;;;CONSERJERIA;442371;4479157;-3,67972258757825;40,4610847958699;;2019-1557
Centro educativo;Pública;;;;C/ SAN FERNANDO S/N, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;458693;4479039;-3,48720807493747;40,4609934918905;;2019-1558
Centro educativo;Pública;;;;C/ JUAN ALVAREZ MENDIZABAL 20, 28008, MADRID;;;;;HALL ENTRADA;439352;4475184;-3,71494921895497;40,4250795247421;;2019-1564
Centro educativo;Pública;;;;C/ SAETA S/N, 28909, GETAFE;;;;;CONSERJERIA;444086;4464010;-3,65816590531763;40,3247488199544;;2019-1559
Centro educativo;Pública;;;;AVDA. DE LAS CIUDADES 33, 28903, GETAFE;;;;;HALL ENTRADA;439099;4462942;-3,71676214787314;40,3147787690904;;2019-1560
Centro educativo;Pública;;;;C/ RIO EBRO 9, 28935, MOSTOLES;;;;;HALL ENTRADA;425548;4463064;-3,8762460817662;40,3147797793168;;2019-1561
Centro educativo;Pública;;;;C/ CARMEN LAFORET 1, 28220, MAJADAHONDA;;;;;JUNTO RECEPCION;426157;4480092;-3,87105362637715;40,4682246321192;;2019-1562
Centro educativo;Pública;;;;C/ DESARROLLO 50, 28938, MOSTOLES;;;;;HALL ENTRADA;426493;4462838;-3,86509934315207;40,3128276102109;;2019-1563
Centro educativo;Pública;;;;C/ REYES CATOLICOS 79, 28982, PARLA;;;;;HALL ENTRADA;435118;4453738;-3,76267982510202;40,2315640691739;;2019-1565
Centro educativo;Pública;;;;C/ RODETAS 19, 28694, CHAPINERIA;;;;;PASILLO ENTRADA;397698;4470402;-4,20513704571779;40,37792845835;;2019-1566
Centro educativo;Pública;;;;C/ LEONOR DE CORTINAS 2, 28500, ARGANDA DEL REY;;;;;HALL ENTRADA;462133;4461177;-3,44557371546272;40,3002397869882;;2019-1567
Centro educativo;Pública;;;;AVDA. DEL MONTE 16, 28223, POZUELO DE ALARCON;;;;;HALL ENTRADA;428418;4475394;-3,84385612234374;40,4261023645193;;2019-1568
Centro educativo;Pública;;;;C/ PLATA 78, 28850, TORREJON DE ARDOZ;;;;;HALL ENTRADA;461566;4478396;-3,45328370654157;40,455338687868;;2019-1569
Centro educativo;Pública;;;;C/ LUIS MORALES 2, 28982, PARLA;;;;;HALL ENTRADA;435415;4454763;-3,75929205375223;40,2408208785809;;2019-1570
Centro educativo;Pública;;;;C/ JERONIMO DEL MORAL 104, 28350, CIEMPOZUELOS;;;;;PASILLO PPAL.;446953;4446359;-3,62296082786417;40,1659200721614;;2019-1576
Centro educativo;Pública;;;;PASEO DE ARROYOMOLINOS 44, 28938, MOSTOLES;;;;;PASILLO ENTRADA;425718;4462895;-3,87422589169508;40,313272519628;;2019-1571
Centro educativo;Pública;;;;C/ PRINCIPE DE VERGARA 61, 28006, MADRID;;;;;HALL ENTRADA;442352;4476085;-3,67966783501991;40,4334094609869;;2019-1572
Centro educativo;Pública;;;;AVDA. DE LAS CIUDADES 35, 28903, GETAFE;;;;;HALL ENTRADA;439177;4462886;-3,71583888297799;40,3142799709574;;2019-1573
Centro educativo;Pública;;;;C/ RAFAEL SANCHEZ FERLOSIO 17, 28830, SAN FERNANDO DE HENARES;;;;;HALL ENTRADA;455413;4475156;-3,52562100300959;40,4258430611157;;2019-1574
Centro educativo;Pública;;;;AVDA. DE LAS FUERZAS ARMADAS 4, 28901, GETAFE;;;;;HALL ENTRADA;437796;4461296;-3,73193628825596;40,2998546090147;;2019-1577
Centro educativo;Pública;;;;C/ CAJA AHORROS Y MONTE PIEDAD 13, 28180, TORRELAGUNA;;;;;CONTROL E INFORMACION;454345;4519822;-3,54145073344668;40,8281553450463;;2019-1578
Centro educativo;Pública;;;;C/ FUENTE 4, 28680, SAN MARTIN DE VALDEIGLESIAS;;;;;HALL ENTRADA;381288;4469047;-4,39814689916441;40,3635488015155;;2019-1579
Centro educativo;Pública;;;;C/ CUBA 15, 28945, FUENLABRADA;;;;;JUNTO CONSERJERIA;433159;4460366;-3,78639668002012;40,2911186817758;;2019-1580
Centro educativo;Pública;;;;C/ VALDEHONDILLO 1, 28970, HUMANES DE MADRID;;;;;HALL ENTRADA;430246;4456484;-3,82024274779064;40,2559098739537;;2019-1680
Centro educativo;Pública;;;;C/ ESTUDIANTES 3, 28690, BRUNETE;;;;;HALL ENTRADA;414998;4474150;-4,00187259704642;40,4136338453548;;2019-1681
Centro educativo;Pública;;;;PASEO DE LA PUERTA DEL ANGEL 5, 28011, MADRID;;;;;HALL ENTRADA;437849;4474108;-3,73256083216133;40,4152755568954;;2019-1682
Centro educativo;Pública;;;;C/ SAN NICASIO 24, 28990, TORREJON DE VELASCO;;;;;PABELLON PRIMARIA;433889;4448519;-3,77658853518671;40,1844518381492;;2019-1683
Centro educativo;Pública;;;;C/ MAGALLANES 14, 28933, MOSTOLES;;;;;HALL ENTRADA;425701;4464877;-3,87465635536793;40,331125355517;;2019-1684
Centro educativo;Pública;;;;C/ GUADALAJARA 2, 28901, GETAFE;;;;;PASILLO DE DIRECCION;437745;4461979;-3,73260281015846;40,3060036795191;;2019-1685
Centro educativo;Pública;;;;C/ PINTOR ROSALES 1, 28982, PARLA;;;;;JUNTO DIRECCION;435247;4454969;-3,76128776455625;40,2426636819595;;2019-1686
Centro educativo;Pública;;;;C/ FELIPE II 11, 28982, PARLA;;;;;HALL ENTRADA;435216;4454293;-3,76158395409858;40,2365714493598;;2019-1687
Centro educativo;Pública;;;;C/ BERLIN 2, 28938, MOSTOLES;;;;;JUNTO DESPACHO AMPA;426567;4463524;-3,86430733063938;40,3190138009726;;2019-1688
Centro educativo;Pública;;;;C/ ZARAGOZA 15, 28903, GETAFE;;;;;HALL ENTRADA;439409;4462594;-3,71308095564614;40,3116663178882;;2019-1689
Centro educativo;Pública;;;;C/ PEDRO DE TOLOSA 2, 28630, VILLA DEL PRADP;;;;;HALL ENTRADA;389135;4458837;-4,30398065455851;40,2726679503796;;2019-1690
Centro educativo;Pública;;;;C/ CAMINO DE HUMANES 63, 28936, MOSTOLES;;;;;PASILLO DE DIRECCION;427303;4462699;-3,85555171264302;40,3116463449286;;2019-1696
Centro educativo;Pública;;;;C/ ROMERO 2, 28221, MAJADAHONDA;;;;;HALL ENTRADA;427303;4481028;-3,85764410509124;40,4767572468827;;2019-1691
Centro educativo;Pública;;;;C/ PINTOR VELAZQUEZ 64, 28935, MOSTOLES;;;;;HALL ENTRADA;425099;4463778;-3,88161355467579;40,3211715165452;;2019-1692
Centro educativo;Pública;;;;C/ NUEVA YORK 14, 28938, MOSTOLES;;;;;JUNTO DIRECCION;427160;4463263;-3,85729871666929;40,3167145697187;;2019-1693
Centro educativo;Pública;;;;C/ FELIPE II 13, 28982, PARLA;;;;;PABELLON . HALL;415261;4476841;-3,99913184998332;40,4379005602669;;2019-1694
Centro educativo;Pública;;;;C/ JOAQUIN TURINA 34, 28222, MAJADAHONDA;;;;;HALL ENTRADA;426546;4477943;-3,86621679430384;40,4489008093231;;2019-1695
