centro_nro_registro,centro_tipo,alergologia,cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,endocrinologia,enfermeria,farmacia,fisioterapia,medicina_general,neumologia,neurologia,nutricion_y_dietetica,oncologia,otorrinolaringologia,pediatria,psicologia_clinica,psiquiatria,rehabilitacion,reumatologia,urgencias,vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,localizacion_coordenada_x,localizacion_coordenada_y
CS1416,Consulta médica,,CS1416,,,,,,,,,,,,,,,,,,,,,Paseo de la Castellana 115 28046 Madrid,Paseo,de la Castellana,115,28046,Madrid,441430,4478697.0
CS1416,Consulta médica,,,,,,,,,,CS1416,,,,,,,,,,,,,Paseo de la Castellana 115 28046 Madrid,Paseo,de la Castellana,115,28046,Madrid,441430,4478697.0
CS1416,Consulta médica,,,,,,,,,,,,,,,,CS1416,,,,,,,Paseo de la Castellana 115 28046 Madrid,Paseo,de la Castellana,115,28046,Madrid,441430,4478697.0
CS14160,Otros centros especializados,,,,,,,,,CS14160,,,,,,,,,,,,,,Calle de Eugenio Salazar 47 28002 Madrid,Calle,de Eugenio Salazar,47,28002,Madrid,442713,4477648.0
CS14160,Otros centros especializados,,,,,,,,,,,,,,,,,,,CS14160,,,,Calle de Eugenio Salazar 47 28002 Madrid,Calle,de Eugenio Salazar,47,28002,Madrid,442713,4477648.0
CS14163,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,CS14163,,,,,,,,,,,,,,,,Avda de la Tribuna 1 28708 San Sebastián de los Reyes,Avda,de la Tribuna,1,28708,San Sebastián de los Reyes,449748,4493709.0
CS14164,Centro Polivalente,,,,,,,,,,,,,,,,,,CS14164,,,,,Calle de Narváez 7 28009 Madrid,Calle,de Narváez,7,28009,Madrid,442687,4474985.0
CS14164,Centro Polivalente,,,,,,CS14164,,,,,,,,,,,,,,,,,Calle de Narváez 7 28009 Madrid,Calle,de Narváez,7,28009,Madrid,442687,4474985.0
CS14164,Centro Polivalente,,,,,,,,,,CS14164,,,,,,,,,,,,,Calle de Narváez 7 28009 Madrid,Calle,de Narváez,7,28009,Madrid,442687,4474985.0
CS14164,Centro Polivalente,,,,,,,,,,,,,,,,CS14164,,,,,,,Calle de Narváez 7 28009 Madrid,Calle,de Narváez,7,28009,Madrid,442687,4474985.0
CS14169,Consulta de otros profesionales sanitarios,,,,,,,,,CS14169,,,,,,,,,,,,,,Calle San Enrique 9 28912 Leganés,Calle,San Enrique,9,28912,Leganés,435335,4464796.0
CS14170,Consulta de otros profesionales sanitarios,,,,,,,,,CS14170,,,,,,,,,,,,,,Calle de María de Maeztu 146 LOCAL 3 (ACCESO  28049 Madrid,Calle,de María de Maeztu,146 LOCAL 3 (ACCESO,28049,Madrid,438874,4483064.0
CS14171,Consulta de otros profesionales sanitarios,,,,,,,,,CS14171,,,,,,,,,,,,,,"Calle Camilo José Cela 11 28232 Rozas de Madrid, Las",Calle,Camilo José Cela,11,28232,"Rozas de Madrid, Las",424259,4486189.0
CS14172,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,CS14172,,,,,,,,,,,,,,,,Calle de Alenza 11 28003 Madrid,Calle,de Alenza,11,28003,Madrid,440562,4477262.0
CS14177,Consulta médica,,,,,,,,,,,,,,,CS14177,,,,,,,,Avda de Lisboa 8 28924 Alcorcón,Avda,de Lisboa,8,28924,Alcorcón,430475,4467270.0
CS14180,Consulta de otros profesionales sanitarios,,,,,,,,,CS14180,,,,,,,,,,,,,,Calle de Sargento Barriga 10 28021 Madrid,Calle,de Sargento Barriga,10,28021,Madrid,440142,4466084.0
CS14183,Consulta de otros profesionales sanitarios,,,,,,,,,CS14183,,,,,,,,,,,,,,Calle de Afueras a Valverde 28 28034 Madrid,Calle,de Afueras a Valverde,28,28034,Madrid,441484,4483242.0
CS14188,Consulta de otros profesionales sanitarios,,,,,,,,,CS14188,,,,,,,,,,,,,,Calle de Valdebernardo 37 28030 Madrid,Calle,de Valdebernardo,37,28030,Madrid,446325,4472651.0
CS14189,Centro de salud,,,,,,,,,CS14189,,,,,,,,,,,,,,Calle del Puerto de Cotos 2 28038 Madrid,Calle,del Puerto de Cotos,2,28038,Madrid,444147,4472578.0
CS14189,Centro de salud,,,,,,,,,,,,,,,,CS14189,,,,,,,Calle del Puerto de Cotos 2 28038 Madrid,Calle,del Puerto de Cotos,2,28038,Madrid,444147,4472578.0
CS14189,Centro de salud,,,,,,,,,,CS14189,,,,,,,,,,,,,Calle del Puerto de Cotos 2 28038 Madrid,Calle,del Puerto de Cotos,2,28038,Madrid,444147,4472578.0
CS14189,Centro de salud,,,,,,,CS14189,,,,,,,,,,,,,,,,Calle del Puerto de Cotos 2 28038 Madrid,Calle,del Puerto de Cotos,2,28038,Madrid,444147,4472578.0
CS14189,Centro de salud,,,,,,,,,,,,,,,,,,,,,,CS14189,Calle del Puerto de Cotos 2 28038 Madrid,Calle,del Puerto de Cotos,2,28038,Madrid,444147,4472578.0
CS14189,Centro de salud,,,,CS14189,,,,,,,,,,,,,,,,,,,Calle del Puerto de Cotos 2 28038 Madrid,Calle,del Puerto de Cotos,2,28038,Madrid,444147,4472578.0
CS14190,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,CS14190,,,,,,Calle de Baeza 4 28002 Madrid,Calle,de Baeza,4,28002,Madrid,443248,4477423.0
CS14193,Consulta de otros profesionales sanitarios,,,,,,,,,CS14193,,,,,,,,,,,,,,Paseo del Pireo 18 28943 Fuenlabrada,Paseo,del Pireo,18,28943,Fuenlabrada,431487,4459098.0
CS14195,Centro Polivalente,,,,,,,,,,CS14195,,,,,,,,,,,,,Calle de Gregorio Benítez 16 28043 Madrid,Calle,de Gregorio Benítez,16,28043,Madrid,444976,4477920.0
CS14195,Centro Polivalente,,,,,,,,,CS14195,,,,,,,,,,,,,,Calle de Gregorio Benítez 16 28043 Madrid,Calle,de Gregorio Benítez,16,28043,Madrid,444976,4477920.0
CS14195,Centro Polivalente,,,,,,,,,,,,,,,,,CS14195,,,,,,Calle de Gregorio Benítez 16 28043 Madrid,Calle,de Gregorio Benítez,16,28043,Madrid,444976,4477920.0
CS14199,Centro Polivalente,,,,,,,,,,,,,,,,,,CS14199,,,,,Calle de Gaztambide 6 28015 Madrid,Calle,de Gaztambide,6,28015,Madrid,439300,4475870.0
CS14199,Centro Polivalente,,,,,,,,,CS14199,,,,,,,,,,,,,,Calle de Gaztambide 6 28015 Madrid,Calle,de Gaztambide,6,28015,Madrid,439300,4475870.0
CS14199,Centro Polivalente,,,,,,,,,,CS14199,,,,,,,,,,,,,Calle de Gaztambide 6 28015 Madrid,Calle,de Gaztambide,6,28015,Madrid,439300,4475870.0
CS14207,Consulta de otros profesionales sanitarios,,,,,,,,,CS14207,,,,,,,,,,,,,,Avda de Isabel de Farnesio 31 28660 Boadilla del Monte,Avda,de Isabel de Farnesio,31,28660,Boadilla del Monte,424925,4472488.0
CS14210,Consulta de otros profesionales sanitarios,,,,,,,,,CS14210,,,,,,,,,,,,,,Calle del Marqués de Lozoya 2 28007 Madrid,Calle,del Marqués de Lozoya,2,28007,Madrid,443438,4474260.0
CS14213,Consulta de otros profesionales sanitarios,,,,,,,,,CS14213,,,,,,,,,,,,,,Calle de Santa Feliciana 16 28010 Madrid,Calle,de Santa Feliciana,16,28010,Madrid,440735,4476081.0
CS14221,Consulta de otros profesionales sanitarios,,,,,,,,,CS14221,,,,,,,,,,,,,,Calle Oslo 9 28922 Alcorcón,Calle,Oslo,9,28922,Alcorcón,428587,4466581.0
CS14222,Centro Polivalente,,,,,,,,,,,,,,,,,,,CS14222,,,,Cmno de La Muñoza S/N 28042 Madrid,Cmno,de La Muñoza,S/N,28042,Madrid,-109,-208.0
CS14222,Centro Polivalente,,,,,,,,,,CS14222,,,,,,,,,,,,,Cmno de La Muñoza S/N 28042 Madrid,Cmno,de La Muñoza,S/N,28042,Madrid,-109,-208.0
CS14222,Centro Polivalente,,,,,,,,,,,,,,,,,,CS14222,,,,,Cmno de La Muñoza S/N 28042 Madrid,Cmno,de La Muñoza,S/N,28042,Madrid,-109,-208.0
CS14222,Centro Polivalente,,,,,,,,,,,,,,,CS14222,,,,,,,,Cmno de La Muñoza S/N 28042 Madrid,Cmno,de La Muñoza,S/N,28042,Madrid,-109,-208.0
CS14222,Centro Polivalente,,,,,,,CS14222,,,,,,,,,,,,,,,,Cmno de La Muñoza S/N 28042 Madrid,Cmno,de La Muñoza,S/N,28042,Madrid,-109,-208.0
CS14222,Centro Polivalente,,CS14222,,,,,,,,,,,,,,,,,,,,,Cmno de La Muñoza S/N 28042 Madrid,Cmno,de La Muñoza,S/N,28042,Madrid,-109,-208.0
CS14226,Centro Polivalente,,,,,,,,,,CS14226,,,,,,,,,,,,,"Calle Bruselas 5 28232 Rozas de Madrid, Las",Calle,Bruselas,5,28232,"Rozas de Madrid, Las",424254,4483800.0
CS14226,Centro Polivalente,,,,,,,,,CS14226,,,,,,,,,,,,,,"Calle Bruselas 5 28232 Rozas de Madrid, Las",Calle,Bruselas,5,28232,"Rozas de Madrid, Las",424254,4483800.0
CS14228,Consulta de otros profesionales sanitarios,,,,,,,,,CS14228,,,,,,,,,,,,,,Calle Batres 7 28950 Moraleja de Enmedio,Calle,Batres,7,28950,Moraleja de Enmedio,426661,4457039.0
CS14229,Consulta de otros profesionales sanitarios,,,,,,,,,CS14229,,,,,,,,,,,,,,Plaza del Doctor Laguna 11 28009 Madrid,Plaza,del Doctor Laguna,11,28009,Madrid,442913,4474014.0
CS14230,Consulta de otros profesionales sanitarios,,,,,,,,,CS14230,,,,,,,,,,,,,,Calle de Abastos 162 28300 Aranjuez,Calle,de Abastos,162,28300,Aranjuez,449066,4431426.0
CS14231,Consulta de otros profesionales sanitarios,,,,,,,,,CS14231,,,,,,,,,,,,,,Avda de Manuel Fraga Iribarne 35 28055 Madrid,Avda,de Manuel Fraga Iribarne,35,28055,Madrid,448407,4482138.0
CS14232,Consulta de otros profesionales sanitarios,,,,,,,,,CS14232,,,,,,,,,,,,,,Calle de las Higueras 40 28047 Madrid,Calle,de las Higueras,40,28047,Madrid,436718,4472729.0
CS14234,Consulta de otros profesionales sanitarios,,,,,,,,,CS14234,,,,,,,,,,,,,,Calle del Atazar 4 28770 Colmenar Viejo,Calle,del Atazar,4,28770,Colmenar Viejo,434905,4501846.0
CS14237,Consulta de otros profesionales sanitarios,,,,,,,,,CS14237,,,,,,,,,,,,,,Calle de Víctor Andrés Belaúnde 52 28016 Madrid,Calle,de Víctor Andrés Belaúnde,52,28016,Madrid,442348,4478803.0
CS14238,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS14238,,,,,,,,,,,,,,Calle de Arturo Soria 144 28043 Madrid,Calle,de Arturo Soria,144,28043,Madrid,444637,4478178.0
CS14238,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,CS14238,,,,,,,,Calle de Arturo Soria 144 28043 Madrid,Calle,de Arturo Soria,144,28043,Madrid,444637,4478178.0
CS14238,Otros proveedores de asistencia sanitaria sin internamiento,,,,,CS14238,,,,,,,,,,,,,,,,,,Calle de Arturo Soria 144 28043 Madrid,Calle,de Arturo Soria,144,28043,Madrid,444637,4478178.0
CS14238,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,,,,CS14238,,,,,Calle de Arturo Soria 144 28043 Madrid,Calle,de Arturo Soria,144,28043,Madrid,444637,4478178.0
CS14242,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,CS14242,,,,,,,,,,,,,Calle del Real 43 28770 Colmenar Viejo,Calle,del Real,43,28770,Colmenar Viejo,435143,4501442.0
CS14243,Centro Polivalente,,,,,,,,,,CS14243,,,,,,,,,,,,,Calle de Diego de León 69 28006 Madrid,Calle,de Diego de León,69,28006,Madrid,442730,4476227.0
CS14243,Centro Polivalente,,,,CS14243,,,,,,,,,,,,,,,,,,,Calle de Diego de León 69 28006 Madrid,Calle,de Diego de León,69,28006,Madrid,442730,4476227.0
CS14244,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,CS14244,,,,,,,,,,,,,Calle de Salvador Dalí 12 28320 Pinto,Calle,de Salvador Dalí,12,28320,Pinto,440579,4454395.0
CS14244,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS14244,,,,,,,,,,,,,,Calle de Salvador Dalí 12 28320 Pinto,Calle,de Salvador Dalí,12,28320,Pinto,440579,4454395.0
CS14244,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,CS14244,,,,,,,,,,,,,,,,Calle de Salvador Dalí 12 28320 Pinto,Calle,de Salvador Dalí,12,28320,Pinto,440579,4454395.0
CS14249,Consulta médica,,,,,,,,,,CS14249,,,,,,,,,,,,,Avda del Mediterráneo 9 28007 Madrid,Avda,del Mediterráneo,9,28007,Madrid,442591,4473211.0
CS14250,Centro Polivalente,,,,CS14250,,,,,,,,,,,,,,,,,,,Calle de Cristóbal Bordiú 47-49 28003 Madrid,Calle,de Cristóbal Bordiú,47-49,28003,Madrid,440899,4477158.0
CS14250,Centro Polivalente,,,,,,,CS14250,,,,,,,,,,,,,,,,Calle de Cristóbal Bordiú 47-49 28003 Madrid,Calle,de Cristóbal Bordiú,47-49,28003,Madrid,440899,4477158.0
CS14250,Centro Polivalente,,,,,,,,,CS14250,,,,,,,,,,,,,,Calle de Cristóbal Bordiú 47-49 28003 Madrid,Calle,de Cristóbal Bordiú,47-49,28003,Madrid,440899,4477158.0
CS14250,Centro Polivalente,,,,,,,,,,CS14250,,,,,,,,,,,,,Calle de Cristóbal Bordiú 47-49 28003 Madrid,Calle,de Cristóbal Bordiú,47-49,28003,Madrid,440899,4477158.0
CS14250,Centro Polivalente,,,,,CS14250,,,,,,,,,,,,,,,,,,Calle de Cristóbal Bordiú 47-49 28003 Madrid,Calle,de Cristóbal Bordiú,47-49,28003,Madrid,440899,4477158.0
CS14251,Centro Polivalente,,,,,,CS14251,,,,,,,,,,,,,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14251,Centro Polivalente,CS14251,,,,,,,,,,,,,,,,,,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14251,Centro Polivalente,,,,,,,,,,CS14251,,,,,,,,,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14251,Centro Polivalente,,,,CS14251,,,,,,,,,,,,,,,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14251,Centro Polivalente,,,,,,,,,,,,,,,,,CS14251,,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14251,Centro Polivalente,,,,,,,,,,,,,,,CS14251,,,,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14251,Centro Polivalente,,,,,,,,,,,,,,,,,,CS14251,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14251,Centro Polivalente,,,,,,,CS14251,,,,,,,,,,,,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14251,Centro Polivalente,,,,,,,,,,,CS14251,,,,,,,,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14251,Centro Polivalente,,,,,,,,,CS14251,,,,,,,,,,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14251,Centro Polivalente,,CS14251,,,,,,,,,,,,,,,,,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14251,Centro Polivalente,,,,,,,,,,,,CS14251,,,,,,,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14251,Centro Polivalente,,,,,CS14251,,,,,,,,,,,,,,,,,,Ctra de Pozuelo de Alarcón 20 (entrada nº 32-34 28222 Majadahonda,Ctra,de Pozuelo de Alarcón,20 (entrada nº 32-34,28222,Majadahonda,426506,4479304.0
CS14252,Consulta de otros profesionales sanitarios,,,,,,,,,CS14252,,,,,,,,,,,,,,Calle de Castelló 39 28001 Madrid,Calle,de Castelló,39,28001,Madrid,442182,4475266.0
CS14253,Centro de reconocimiento,,,,,,,,,,CS14253,,,,,,,,,,,,,Sect Foresta 41 28760 Tres Cantos,Sect,Foresta,41,28760,Tres Cantos,439737,4495719.0
CS14254,Consulta médica,,,,,,,,,,,,,,,,,,CS14254,,,,,Calle Señora Sergia 49 28250 Torrelodones,Calle,Señora Sergia,49,28250,Torrelodones,421087,4492731.0
CS14255,Consulta médica,,,,,,,,,CS14255,,,,,,,,,,,,,,Calle de Maiquez 20 28009 Madrid,Calle,de Maiquez,20,28009,Madrid,442904,4474668.0
CS14257,Centro de cirugía mayor ambulatoria,,,,,,,CS14257,,,,,,,,,,,,,,,,Calle de Galileo 110 28003 Madrid,Calle,de Galileo,110,28003,Madrid,439808,4476827.0
CS14257,Centro de cirugía mayor ambulatoria,,,CS14257,,,,,,,,,,,,,,,,,,,,Calle de Galileo 110 28003 Madrid,Calle,de Galileo,110,28003,Madrid,439808,4476827.0
CS1426,Otros centros especializados,,,,,,,CS1426,,,,,,,,,,,,,,,,Calle de Alcalá 463 28027 Madrid,Calle,de Alcalá,463,28027,Madrid,446242,4476696.0
CS1426,Otros centros especializados,,,,,,,,,,CS1426,,,,,,,,,,,,,Calle de Alcalá 463 28027 Madrid,Calle,de Alcalá,463,28027,Madrid,446242,4476696.0
CS14263,Consulta de otros profesionales sanitarios,,,,,,,,,CS14263,,,,,,,,,,,,,,Calle Alfonso X El Sabio 40 28982 Parla,Calle,Alfonso X El Sabio,40,28982,Parla,434698,4453747.0
CS14264,Consulta de otros profesionales sanitarios,,,,,,,,,CS14264,,,,,,,,,,,,,,Paseo de Fuentelucha 7 28100 Alcobendas,Paseo,de Fuentelucha,7,28100,Alcobendas,444081,4489245.0
CS14271,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS14271,,,,,,,,,,,,,,Calle de Valderribas 77 28007 Madrid,Calle,de Valderribas,77,28007,Madrid,443180,4472588.0
CS14279,Centro Polivalente,,,,,,,,,CS14279,,,,,,,,,,,,,,Calle de Bohemios 6 28041 Madrid,Calle,de Bohemios,6,28041,Madrid,441009,4467571.0
CS1428,Centro Polivalente,,,,,,,,,CS1428,,,,,,,,,,,,,,Calle de El Algabeño 119 28043 Madrid,Calle,de El Algabeño,119,28043,Madrid,446939,4478680.0
CS1428,Centro Polivalente,,,,,,,,,,,,,,,,CS1428,,,,,,,Calle de El Algabeño 119 28043 Madrid,Calle,de El Algabeño,119,28043,Madrid,446939,4478680.0
CS1428,Centro Polivalente,,,,,CS1428,,,,,,,,,,,,,,,,,,Calle de El Algabeño 119 28043 Madrid,Calle,de El Algabeño,119,28043,Madrid,446939,4478680.0
CS1428,Centro Polivalente,CS1428,,,,,,,,,,,,,,,,,,,,,,Calle de El Algabeño 119 28043 Madrid,Calle,de El Algabeño,119,28043,Madrid,446939,4478680.0
CS1428,Centro Polivalente,,,,,,,,,,CS1428,,,,,,,,,,,,,Calle de El Algabeño 119 28043 Madrid,Calle,de El Algabeño,119,28043,Madrid,446939,4478680.0
CS1428,Centro Polivalente,,,,,,,,,,,,,,,CS1428,,,,,,,,Calle de El Algabeño 119 28043 Madrid,Calle,de El Algabeño,119,28043,Madrid,446939,4478680.0
CS1428,Centro Polivalente,,CS1428,,,,,,,,,,,,,,,,,,,,,Calle de El Algabeño 119 28043 Madrid,Calle,de El Algabeño,119,28043,Madrid,446939,4478680.0
CS14285,Consulta de otros profesionales sanitarios,,,,,,,,,CS14285,,,,,,,,,,,,,,Calle de Castilla-León 15 28939 Arroyomolinos,Calle,de Castilla-León,15,28939,Arroyomolinos,421645,4458574.0
CS14287,Centro Polivalente,,,,,,,,,,,,CS14287,,,,,,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14287,Centro Polivalente,,,,,,,CS14287,,,,,,,,,,,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14287,Centro Polivalente,,,,,,,,,,,,,,,,,,CS14287,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14287,Centro Polivalente,,,,,,,,,,,,,,,CS14287,,,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14287,Centro Polivalente,,,,,,,,,,,CS14287,,,,,,,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14287,Centro Polivalente,,,,,,,,,,CS14287,,,,,,,,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14287,Centro Polivalente,,,,,,,,,,,,,,,,,,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14287,Centro Polivalente,,,,,,CS14287,,,,,,,,,,,,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14287,Centro Polivalente,,,,,CS14287,,,,,,,,,,,,,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14287,Centro Polivalente,,,,,,,,,,,,,,,,CS14287,,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14287,Centro Polivalente,,CS14287,,,,,,,,,,,,,,,,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14287,Centro Polivalente,,,,,,,,,,,,,,,,,CS14287,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14287,Centro Polivalente,CS14287,,,,,,,,,,,,,,,,,,,,,,Calle París 2 28224 Pozuelo de Alarcón,Calle,París,2,28224,Pozuelo de Alarcón,431482,4476197.0
CS14288,Consulta de otros profesionales sanitarios,,,,,,,,,CS14288,,,,,,,,,,,,,,Calle de los Fundadores 10 28028 Madrid,Calle,de los Fundadores,10,28028,Madrid,443395,4475097.0
CS14291,Consulta de otros profesionales sanitarios,,,,,,,,,CS14291,,,,,,,,,,,,,,Plaza Mayor 10 28911 Leganés,Plaza,Mayor,10,28911,Leganés,434630,4464177.0
CS14295,Consulta médica,,,,,,,,,,,,,,,CS14295,,,,,,,,Calle de Juan Bravo 51 DUPLICADO 28006 Madrid,Calle,de Juan Bravo,51 DUPLICADO,28006,Madrid,442673,4475998.0
CS14297,Consulta de otros profesionales sanitarios,,,,,,,,,CS14297,,,,,,,,,,,,,,Avda de Brasilia 33 28028 Madrid,Avda,de Brasilia,33,28028,Madrid,443903,4476965.0
CS14298,Consulta de otros profesionales sanitarios,,,,,,,CS14298,,,,,,,,,,,,,,,,Calle de Guzmán el Bueno 99 28015 Madrid,Calle,de Guzmán el Bueno,99,28015,Madrid,439525,4476681.0
CS14299,Consulta de otros profesionales sanitarios,,,,,,,CS14299,,,,,,,,,,,,,,,,Plaza Ondarreta 1 28923 Alcorcón,Plaza,Ondarreta,1,28923,Alcorcón,430540,4466199.0
CS14299,Consulta de otros profesionales sanitarios,,,,,,,,,CS14299,,,,,,,,,,,,,,Plaza Ondarreta 1 28923 Alcorcón,Plaza,Ondarreta,1,28923,Alcorcón,430540,4466199.0
CS1430,Centro Polivalente,,,,,,,CS1430,,,,,,,,,,,,,,,,Calle de Arturo Soria 119 28043 Madrid,Calle,de Arturo Soria,119,28043,Madrid,444570,4478141.0
CS1430,Centro Polivalente,,,,,,,,,,,,,,,CS1430,,,,,,,,Calle de Arturo Soria 119 28043 Madrid,Calle,de Arturo Soria,119,28043,Madrid,444570,4478141.0
CS1430,Centro Polivalente,,,,,,,,,,CS1430,,,,,,,,,,,,,Calle de Arturo Soria 119 28043 Madrid,Calle,de Arturo Soria,119,28043,Madrid,444570,4478141.0
CS1430,Centro Polivalente,,,,,,,,,CS1430,,,,,,,,,,,,,,Calle de Arturo Soria 119 28043 Madrid,Calle,de Arturo Soria,119,28043,Madrid,444570,4478141.0
CS14301,Consulta médica,,,,,,,CS14301,,,,,,,,,,,,,,,,Calle de Juan Bravo 1 28006 Madrid,Calle,de Juan Bravo,1,28006,Madrid,441787,4476061.0
CS14302,Consulta de otros profesionales sanitarios,,,,,,,,,CS14302,,,,,,,,,,,,,,Calle de Monederos 35 28026 Madrid,Calle,de Monederos,35,28026,Madrid,440530,4470951.0
CS14304,Consulta de otros profesionales sanitarios,,,,,,,,,CS14304,,,,,,,,,,,,,,Calle Santillana 2 28830 San Fernando de Henares,Calle,Santillana,2,28830,San Fernando de Henares,454895,4474984.0
CS14307,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,CS14307,,,,,,,,,,,,,,,,Calle Anabel Segura 12 28108 Alcobendas,Calle,Anabel Segura,12,28108,Alcobendas,446799,4487254.0
CS14307,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS14307,,,,,,,,,,,,,,Calle Anabel Segura 12 28108 Alcobendas,Calle,Anabel Segura,12,28108,Alcobendas,446799,4487254.0
CS14307,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,CS14307,,,,,,,,,,,,,Calle Anabel Segura 12 28108 Alcobendas,Calle,Anabel Segura,12,28108,Alcobendas,446799,4487254.0
CS1431,Otros centros especializados,,,,,,,CS1431,,,,,,,,,,,,,,,,Calle de Arturo Soria 320 28033 Madrid,Calle,de Arturo Soria,320,28033,Madrid,443356,4481060.0
CS14313,Consulta de otros profesionales sanitarios,,,,,,,,,CS14313,,,,,,,,,,,,,,Calle de Fuentespina 19 28031 Madrid,Calle,de Fuentespina,19,28031,Madrid,448551,4470054.0
CS14315,Centro Polivalente,,,,,,,,,CS14315,,,,,,,,,,,,,,Calle León Felipe 40 28500 Arganda del Rey,Calle,León Felipe,40,28500,Arganda del Rey,461945,4461108.0
