PK,NOMBRE,NOMBRE_RECON,SUBTIPO,DESCRIPCION,FECHA,AUTORES,PDF,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,BARRIO_RECON,COD-DISTRITO,DISTRITO,DISTRITO_RECON,COORDENADA-X,COORDENADA-Y,ID,LATITUD,LONGITUD
408115,jacinto-benavente,https://wikidata.org/entity/Q110747477,"Elemento conmemorativo, Lápida","Jacinto Benavente (1866-1954), dramaturgo madrileño, inició estudios de Derecho que abandonó, al morir su padre, para dedicarse por entero a la literatura, con la que alcanzó fama universal.En 1912 ingresó en la Real Academia Española, en 1918 ocupó un escaño en el Congreso de los Diputados y en 1947 asumió, a título honorario, la presidencia de la Confederación Internacional de Sociedades de Autores y Compositores.En 1922 obtuvo el Premio Nobel de Literatura, galardón que también han obtenido los literatos españoles Echegaray en 1904, Juan Ramón Jiménez en 1956, Vicente Aleixandre en 1977 y Camilo José Cela en 1989.   Dos años más tarde, en 1924, recibió del Ayuntamiento el título de Hijo adoptivo de Madrid, año en el que fue también galardonado con la Gran Cruz de Alfonso X el Sabio; en 1950 recibió la Medalla del Mérito al Trabajo.En su carrera de dramaturgo abordó todos los géneros teatrales, comedia, tragedia, drama y sainete. Entre sus obras destacan “Rosas de Otoño” de 1905, “Los Intereses creados” de 1907 y la “Malquerida” de 1913.La Sociedad General de Autores, con motivo de celebrar el primer aniversario de su muerte, decidió instalar esta lápida en recuerdo de la casa donde vivió y murió. La inauguración tuvo lugar el 15 de julio de 1955.El escultor Ignacio Pinazo, hijo del pintor Ignacio Pinazo Camarlench, estudió en la Academia de San Carlos de Valencia, donde instaló su estudio. En 1899 se trasladó a Madrid y comenzó a participar en las Exposiciones Nacionales; en la celebrada en 1948 consiguió la Medalla de Primera Clase con la obra “Enigma”. En 1945 fue nombrado profesor de dibujo artístico en la Escuela de Artes y Oficios de Madrid.",1955,"PINAZO MARTÍNEZ, Ignacio",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408115.pdf?idMonumento=c5a8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c5a8091d1b9c4510091d1b9c45102e085a0aRCRD,atocha,CALLE,V,26.0,MADRID,MADRID,28012,2,embajadores,https://wikidata.org/entity/Q2449844,1,centro,https://wikidata.org/entity/Q1763376,440436,4473895,4404364473895,40.41355,-3.702039
400517,jarrones-jardines-palacio-de-el-pardo,https://wikidata.org/entity/Q110747491,Elemento de ornamentación,"Los jarrones se distribuyen por toda la extensión de los jardines del Palacio de El Pardo, edificio acabado en 1568 por Felipe II, repartiéndose en diferentes ubicaciones (muros, escalinatas, etc.) y formando parte del conjunto de sus elementos ornamentales. Tanto el palacio como los jardines han sufrido múltiples modificaciones y cambios a lo largo de la historia, por lo que se desconoce el momento exacto de la instalación de sus diversas piezas decorativas",1994,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400517.pdf?idMonumento=e358091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e358091d1b9c4510091d1b9c45102e085a0aRCRD,manuel-alonso,CALLE,V,1.0,MADRID,MADRID,28048,1,el-pardo,https://wikidata.org/entity/Q3314337,8,fuencarral-el-pardo,https://wikidata.org/entity/Q656196,434214,4485845,4342144485845,40.52072,-3.776611
408718,jeronimo-iborra-garcia,https://wikidata.org/entity/Q110747493,"Elemento conmemorativo, Lápida","La placa fue instalada en junio de 1986 como homenaje del barrio de Carabanchel Alto al doctor Iborra García, cuya labor profesional estuvo estrechamente vinculada a la de este barrio, en el mismo año en que su nombre fue dado a la calle en la que está instalada la placa, que en periodos anteriores había llevado los nombres de Prim y Topete y Seis de Noviembre.",1986,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408718.pdf?idMonumento=8eb8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8eb8091d1b9c4510091d1b9c45102e085a0aRCRD,doctor-jeronimo-iborra,CALLE,V,16.0,MADRID,MADRID,28044,5,puerta-bonita,https://wikidata.org/entity/Q3813762,11,carabanchel,https://wikidata.org/entity/Q1001991,436283,4469688,4362834469688,40.37534,-3.750563
408453,jose-calvo-sotelo,https://wikidata.org/entity/Q110747505,"Fuente, Estanque, Lámina de agua","Cerca del lugar en que se alzaba un popular establecimiento conocido como el 'Hotel del Negro', derruido en los años cincuenta para construir la rotonda central ajardinada de la plaza de Castilla, terminada en 1954, se levantó en 1960 el monumento al jurisconsulto y político pontevedrés &amp;ndash;de Tuy&amp;ndash; José Calvo Sotelo (1893-1936). La idea de levantar un monumento a este líder monárquico, asesinado el 13 de Julio de 1936 en represalia por el asesinato del teniente republicano Castillo -motivo que sirvió de detonante para el inicio de la Guerra Civil sólo cinco días después-, partió ya en 1938 del Gobierno Nacional de Burgos, que abrió una suscripción nacional a tal efecto. Acabada la contienda, se propusieron distintos lugares para la instalación del monumento, como la plaza de las Cortes o el paseo de Recoletos, que pasó a llamarse de Calvo Sotelo, sin que se hiciese nada hasta que en enero de 1955 se reunió la sesión plenaria de la Diputación Provincial de Madrid bajo la presidencia del marqués de la Valdavia, y decidió constituir una comisión provincial presidida por el alcalde de Madrid y el mencionado marqués para recabar fondos y convocar un concurso para elegir la idea del monumento, encontrando la iniciativa tal aceptación que a mediados de 1955 ya se contaba con cuatro millones de pesetas. La exposición con los proyectos fue inaugurada el 13 de julio de 1955 por el conde de Vallellano, presidente de la Junta Nacional del Homenaje y ministro de Obras Públicas, en las salas del edificio de la Biblioteca Nacional. Se presentaron trece proyectos que fueron calificados quince días más tarde, con el resultado de otorgar el primer premio de 100.000 ptas. al proyecto del arquitecto Manzano Monís Mancebo y el escultor Carlos Ferreira de la Torre; el segundo premio de 75.000 ptas. a los arquitectos Beltrán de Lis, Corral y Alvear, junto con el escultor Caprotti; y el tercer premio, dotado con 50.000 ptas, a los arquitectos Viladevall, Guerra y Baranda, con el escultor Ramírez Cabrera. No fue galardonada en cambio la singular propuesta que el arquitecto Francisco de Asís Cabrero planteó para la actual plaza de Lima, y que después trascendió en numerosas publicaciones como importante pieza no construida de este autor. El 16 de febrero de 1956 el conde de Vallellano propuso la erección del proyecto premiado en una de las avenidas de la Ciudad Universitaria, que meses más tarde fue concretada por la Junta Nacional del Homenaje como la lonja de la facultad de Derecho. El 18 de abril de 1957 se inscribe la LVI y última lista de aportaciones recibidas, que ya suman un total de 7.641.649 pesetas, comenzándose las obras en octubre de 1958, pero con la variación de ejecutarlas en la recién creada plaza de Castilla. A pesar de que en julio de 1959 estaba prácticamente concluido el monumento, no se inauguró hasta el 13 de julio de 1960, coincidiendo con el XXIV aniversario de la muerte de Calvo Sotelo. El acto se hizo con gran ceremonial, levantándose plataformas cubiertas con tapices sobre las que se colocaron grandes sillones tapizados en rojo. Presidió la inauguración el general Francisco Franco en presencia de todos los ministros y directores generales, los alcaldes de todas las capitales españolas, así como los presidentes de las Diputaciones Provinciales y la familia de Calvo Sotelo; concluyendo el acto con los discursos del propio Franco, del conde de Vallellano y del duque de Calvo Sotelo. El 24 de marzo de 1961, la Junta de Homenaje pasó la custodia del monumento al Ayuntamiento de Madrid, que a partir de ese momento la incorporó al Patrimonio Histórico-Artístico municipal. En 1990 se realizó un gran túnel de tránsito rodado bajo la plaza de Castilla, que obligó al desmontaje del monumento y a su posterior reconstrucción dos años después, que ya no se hizo en el lugar original, sino en el extremo sur de la plaza, sobre la boca del túnel, con varias adaptaciones proyectadas por Manuel Manzano-Monís hijo, y sin la espaldera de cedros y chopos que antaño lo resguardaba.Manuel Manzano-Monís Mancebo es autor de importantes piezas de arquitectura moderna en la ciudad de Madrid, como el pabellón de Huelva de la Feria del Campo, las colonias de Santo Angel de la Guarda o el Hogar del Empleado en la calle Doctor Esquerdo; y de numerosas actuaciones de restauración de edificios y monumentos en toda España, como la ejemplar reconstrucción del casco antiguo de Fuenterrabía, que le mereció el 1&amp;ordm; Premio Europeo de Construcción de la Ciudad, otorgado por la Fundación Philippe Rottier.El escultor madrileño &amp;ndash;de Valdemoro&amp;ndash; Carlos Ferreira (1914&amp;ndash;1990) estudió en la Escuela de Bellas Artes de San Fernando y ocupó un señalado lugar entre los artistas españoles de la segunda mitad del siglo XX, contando con importantes obras en la basílica del Valle de los Caídos, en la Ciudad Sanitaria de la Paz y en el Centro de Investigaciones Biológicas del CSIC, como autor del célebre hombre apoyado en la fuente del edificio de Miguel Fisac.",1960,"FERREIRA DE LA TORRE, Carlos - MANZANO-MONÍS MANCEBO, Manuel",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408453.pdf?idMonumento=ce58091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ce58091d1b9c4510091d1b9c45102e085a0aRCRD,castilla,PLAZA,V,1.0,MADRID,MADRID,28046,3,castillejos,https://wikidata.org/entity/Q11913212,6,tetuan,https://wikidata.org/entity/Q1773540,441500,4479623,4415004479623,40.46522,-3.690027
408985,yiyo,https://wikidata.org/entity/Q56641570,Estatua,"Este monumento modelado por el escultor barcelonés Luis Sanguino, se levanta desde el 29 de Marzo de 1995 en el parque de Canillejas como homenaje –a los diez años de su muerte– al torero bordelés José Cubero “Yiyo” (1964–1985), vecino de este barrio, que con sólo veintiún años de edad fue cogido mortalmente por el toro Burlero en el coso de la localidad madrileña de Colmenar Viejo, siendo la tercera efigie del matador que se erige en la capital, tras la que corona su propio mausoleo en el Cementerio de la Almudena y la que se levanta frente a la plaza de toros de las Ventas desde 1987, que es obra del mismo escultor.  Luis Sanguino es un artista discípulo de Federico Coullaut-Valera, que obtuvo un temprano triunfo en 1952 al ganar junto a Antonio Martín el concurso nacional para los guerreros dolientes del Valle de los Caídos. Tras residir largas temporadas en Estados Unidos y México, volvió definitivamente a España en 1986, habiendo realizado numerosas piezas escultóricas repartidas por todo Madrid, como el bajorrelieve del Encierro y el monumento a Antonio Bienvenida junto a la plaza Monumental de las Ventas, las puertas y los doce Apóstoles que rodean el tambor de la catedral de la Almudena, y la fuente del Homenaje a la Mujer y los monumentos a Cervantes, al siglo XXI, y al torero Manolete en el propio distrito de San Blas.",1995,"SANGUINO, Luis",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408985.pdf?idMonumento=0518091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0518091d1b9c4510091d1b9c45102e085a0aRCRD,san-mariano,CALLE,V,37.0,MADRID,MADRID,28022,7,canillejas,https://wikidata.org/entity/Q663013,20,san-blas-canillejas,https://wikidata.org/entity/Q2001937,448105,4476981,4481054476981,40.44186,-3.611905
408381,yiyo,https://wikidata.org/entity/Q56641570,Grupo Escultórico,"Este monumento modelado por el escultor Luis Sanguino, se levanta desde 1987 ante la Plaza de Toros Monumental de las Ventas como homenaje al torero bordelés José Cubero 'Yiyo' (1964-1985), que con sólo 21 años de edad fue cogido mortalmente por el toro Burlero en el coso de la localidad madrileña de Colmenar Viejo, siendo la segunda efigie del matador que se erigió en la capital, tras la que corona su propio mausoleo en la Cementerio de la Almudena, y previa a la que le dedicó la junta de Canillejas en 1995, que es obra del mismo escultor. Luis Sanguino fue discípulo de Federico Coullaut-Valera, y obtuvo un temprano triunfo en 1952 al ganar junto a Antonio Martín el concurso nacional para los guerreros dolientes del Valle de los Caídos. Tras residir largas temporadas en Estados Unidos y México, volvió definitivamente a España en 1986, habiendo realizado numerosas piezas escultóricas repartidas por todo Madrid, como el bajorrelieve del Encierro y el monumento a Antonio Bienvenida junto a la propia plaza de Las Ventas, el de Manolete en la calle de Alcalá, la fuente del Homenaje a la Mujer y los monumentos a Cervantes y al siglo XXI en el distrito de San Blas, y las puertas y los doce Apóstoles que rodean el tambor de la catedral de la Almudena.",1987,"SANGUINO, Luis",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408381.pdf?idMonumento=0828091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0828091d1b9c4510091d1b9c45102e085a0aRCRD,alcala,CALLE,V,231.0,MADRID,MADRID,28028,4,la-guindalera,https://wikidata.org/entity/Q3814559,4,salamanca,https://wikidata.org/entity/Q1773521,443619,4475722,4436194475722,40.43023,-3.664689999999999e-16
408505,lapida-conmemorativa-de-jose-maria-roquero-vera-madrid,https://wikidata.org/entity/Q30573398,"Elemento conmemorativo, Lápida","Esta lápida fue colocada a instancia de los presidentes de la Liga Nacional de Defensa del Clero, de la Unión Apostólica de Sacerdotes, de la Congregación de Presbíteros Naturales de Madrid, y de los feligreses de la parroquia de Chamberí, que solicitaron al Ayuntamiento licencia gratuita para su colocación mediante una petición firmada por don Mariano Yag&amp;uuml;e. El personaje, nacido en Guadalajara en 1879 y fallecido en Madrid en 1912, fue un presbítero muy apreciado en esa parroquia por su labor a favor de los pobres. La lápida fue descubierta el domingo 20 de mayo de 1917 ante la presencia del Obispo de Madrid, el Teniente de Alcalde del Distrito, varios concejales y numeroso público, entre el que se encontraba el costumbrista Antonio Casero. La lápida que hoy se puede contemplar no es la original, observándose sensibles diferencias en la actual, y una calidad de talla inferior que se acusa tanto en los motivos decorativos, como en el marco, la inscripción. Figura en el ángulo inferior derecho la inscripción: R 1996, correspondiente a la fecha en que se realiza la sustitución de la lápida original, cuyo paradero se desconoce.",1917,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408505.pdf?idMonumento=a9b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a9b8091d1b9c4510091d1b9c45102e085a0aRCRD,eloy-gonzalo,CALLE,V,38.0,MADRID,MADRID,28010,3,trafalgar,https://wikidata.org/entity/Q10384027,7,chamberi,https://wikidata.org/entity/Q1763370,440689,4476236,4406894476236,40.43466,-3.699285
408476,jose-marti,https://wikidata.org/entity/Q26235171,"Elemento conmemorativo, Lápida","El monumento al escritor y político José Martí (1853-1895) fue ofrecido por la República de Cuba al Ayuntamiento de Madrid en 1986, tras una visita oficial del presidente del Gobierno Felipe González; siendo realizado por el escultor santiagueño José Villa Soberón y el arquitecto Rómulo Fernández, y posteriormente despiezado y sus elementos enviados a España para su montaje en un emplazamiento escogido por razones toponímicas, en un ensanchamiento del paseo de la Habana conocido como plaza de Quito. Se inauguró por el alcalde de Madrid, Juan Barranco, y tuvo que ser restaurado en 2004 –por desajustes en la estructura y las placas de revestimiento– por el arquitecto jefe de la sección de Conservación de Monumentos del Ayuntamiento de Madrid, Heliodoro J. Martín Artola, con piezas enviadas de nuevo desde Cuba. José Julián Martí Pérez fue un notable poeta modernista, de padre valenciano y madre tinerfeña, que nació en la Habana y murió en Dos Ríos. Formado en España, a donde fue desterrado en 1871, y donde se licenció en Derecho y Filosofía y Letras, tuvo una agitada vida que pasó –entre otras ciudades– por París, Méjico y Nueva York, con intermitentes estancias en La Habana. Creó el Partido Revolucionario Cubano, y una numerosa obra que abarca desde el ensayo filosófico al periodismo, que le valió el sobrenombre de 'el Apóstol', con que hoy le sigue conociendo y estimando el pueblo cubano.El escultor Villa Soberón es un artista con obra abstracta y figurativa –quizá la más lograda–, que estudió en Praga y trabaja en la Habana donde es profesor del Instituto Superior de Arte y presidente de las asociaciones de Artes Plásticas e Internacional de Artistas Plásticos.",1986,"FERNÁNDEZ VILLOLDO, Rómulo - VILLA SOBERÓN, José",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408476.pdf?idMonumento=e7b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e7b8091d1b9c4510091d1b9c45102e085a0aRCRD,la-habana,PASEO,V,9.0,MADRID,MADRID,28036,1,el-viso,https://wikidata.org/entity/Q4778,5,chamartin,https://wikidata.org/entity/Q1766348,441543,4477867,4415434477867,4.04494e-15,-3.689366
409908,jose-nogales,https://wikidata.org/entity/Q110747524,"Elemento conmemorativo, Lápida","José Nogales fue un periodista y escritor del romanticismo español aunque parte de su obra puede englobarse ya dentro del movimiento modernista. Algunos autores lo sitúan dentro de la Generación del 98.Nacido en la localidad onubense de Valverde del Camino el 21 de octubre de 1860, pasó parte de su infancia en Aracena. Ya en su juventud marchó a Sevilla para estudiar la carrera de derecho, lo que más tarde le permitió acceder a cargos como el de secretario del político onubense conservador Burgos Mazo, secretario en el Ayuntamiento de Niebla o bibliotecario de la Diputación Provincial de Huelva.Su carrera periodística le llevó a vivir en los últimos años del siglo XIX en Marruecos donde fundó y dirigió el diario 'E€€l lejano Occidente' €€ en Madrid donde fue redactor de 'L€€a Época' €€y colaborador de 'El Nacional' €€o en Huelva, donde colaboró en 'E€€l Defensor', 'E€€l Alcance' €€y 'L€€a Concordia'.€€ Ya en el siglo XX dirigió la edición para Andalucía de 'E€€l Liberal' €€y se convirtió en colaborador asiduo del suplemento 'B€€lanco y Negro' €€o del diario 'A€€BC'.€€Falleció joven y ciego en Madrid el 7 de diciembre de 1908.Además de su dilatada carrera como periodista, escribió las novelas: Mariquita León (1901) y El último patriota (1901) y los cuentos: Mosaico (1891), En los profundos infiernos o zurrapas de siglo (1896), Cartas del Rocío (1900), Tipos y costumbres (1901) y Las tres cosas del tío Juan (1905).Con este último cuento ganó el primer premio convocado por el periódico El Liberal en el año 1900. Por iniciativa de este periódico fue colocada el 30 de enero de 1926 una lápida en la finca donde vivió el escritor en el actual n&amp;ordm; 50 de la calle Santa Engracia que fue encargada al ilustre escultor Mariano Benlliure. Al acto asistieron destacadas personalidades de la vida política y social matritense; el alcalde de Madrid Valeriano Nogales, hermano del homenajeado, el hijo del escritor, José Nogales , el conde de Romanones, Francos Rodríguez, los hermanos Quintero y numerosa representación de las redacciones de la prensa escrita madrileña, destacando la intervención del director de 'El Liberal' que leyó un escrito de adhesión al acto de D.Vicente Blasco Ibáñez. Mariano Benlliure, se inicia en el arte por su hermano José, recibió lecciones del pintor Francisco Domingo Marqués y el escultor Gilabert. En 1879 fue a Roma donde comenzó a dedicarse exclusivamente a la escultura, continuando sus estudios en la Academia de Bellas Artes de San Fernando, en Madrid. En 1901 fue elegido Miembro de Número de la Academia de Bellas Artes de San Fernando, y al año siguiente Director de la Academia de España en Roma. Fue director del Museo Nacional de Arte Moderno entre 1917 y 1931, año en el que se le nombró Director General de Bellas Artes. Obtuvo la Primera Medalla en la Exposición Nacional de Bellas Artes de Madrid, en 1887 y la Medalla de Oro del Círculo de Bellas Artes, en 1924. Entre sus monumentos destacan la Estatua del Beato Juan de Ribera en Valencia, la tumba de Jualián Gayarre, en el cementerio de El Roncal, y la de Joselito, en el cementerio de Sevilla.Madrid tiene numerosas obras debidas a su mano: Alfonso XII, Cabo Noval, Cuba, Castelar, Álvaro de Bazán etc.",1926,"BENLLIURE Y GIL, Mariano",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409908.pdf?idMonumento=68d8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=68d8091d1b9c4510091d1b9c45102e085a0aRCRD,santa-engracia,CALLE,V,50.0,MADRID,MADRID,28010,4,almagro,https://wikidata.org/entity/Q10954432,7,chamberi,https://wikidata.org/entity/Q1763370,440780,4476180,4407804476180,40.43416,-3.698202
408352,jose-ortega-y-gasset,https://wikidata.org/entity/Q110747525,"Elemento conmemorativo, Lápida","Homenaje a la figura del gran filósofo español contemporáneo José Ortega y Gasset, nacido en Madrid en 1883, en el seno de una familia de periodistas, quien con apenas 28 años alcanzaría el puesto de catedrático de Metafísica en la Universidad de Madrid, tras una profunda formación, especialmente en Alemania. En 1923 fundó la célebre 'Revista de Occidente', habiendo participado antes en la creación de la revista 'España' y del diario 'El Sol', publicando gran número de libros. Con la Guerra Civil abandonaría España, y aunque vuelve en 1945 no regresaría definitivamente hasta poco antes de su muerte en 1955. La placa diseño del arquitecto Joaquín Roldán, enmarca un busto en bajorrelieve obra del escultor José Antonio Márquez fue inaugurada el 18 de octubre de 1980.",1980,"MÁRQUEZ, José Antonio",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408352.pdf?idMonumento=62b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=62b8091d1b9c4510091d1b9c45102e085a0aRCRD,alfonso-xii,CALLE,V,4.0,MADRID,MADRID,28014,5,jeronimos,https://wikidata.org/entity/Q10306766,3,retiro,https://wikidata.org/entity/Q2002296,441547,4474487,4415474474487,40.41896,-3.689005
400073,jose-ortega-y-gasset,https://wikidata.org/entity/Q110747525,Estatua,"La estatua fue encargada a Juan de Ávalos por el rector de la Universidad Complutense, D. Gustavo Villapalos, como homenaje de la Facultad de Filosofía y Letras al filósofo José Ortega y Gasset, que fue catedrático de Metafísica en dicha institución. El proyecto inicial planteaba un monumento de mayor complejidad, que finalmente quedó limitado a la representación de la figura del filósofo sobre un sencillo pedestal. Fue acabado en 2001 e inaugurado el 21 de marzo de 2002, en un acto al que acudieron el Sr. Puyol, nuevo rector de la Universidad, los hijos del homenajeado, José y Soledad, el presidente de la Fundación Ortega y Gasset, D. Antonio Garrigues Walker y diversas autoridades universitarias.José Ortega y Gasset nació en Madrid en 1883, y desde muy temprana edad mostró un gran interés por la lectura y el estudio. Estudió Filosofía y Letras en la Universidad en Deusto y en la Universidad Central, ampliando sus conocimientos en varias instituciones alemanas, y pronto obtuvo por oposición la cátedra de Metafísica en la Universidad de Madrid. Durante toda su vida mantuvo una intensa actividad intelectual, como autor de numerosos artículos, discursos y libros, en los que analizaba la sociedad y la política españolas, y también participando activamente en la agitada vida política de la España de principios del siglo XX. Tras comenzar la Guerra Civil se marchó de España, residiendo en diversos países europeos hasta su regreso en 1945, año en que retoma su labor docente. Falleció en Madrid en 1955.Juan de Ávalos, autor del monumento, fue un prolífico escultor nacido en Mérida en 1911; estudió en la escuela de San Fernando y en el extranjero, estableciendo finalmente su estudio en Madrid, ciudad para cuyos espacios públicos ha realizado varias esculturas. Autor de numerosos monumentos entre 1939 y 1949, fue ganador de varias medallas por sus obras escultóricas, de las que son especialmente conocidas sus obras de gran formato caracterizadas por su dramatismo: son un ejemplo de ello las realizadas para el Valle de los Caídos, si bien también es autor de otras muchos retratos y estatuas de menor escala, asimismo destacables.",2002,,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400073.pdf?idMonumento=8128091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8128091d1b9c4510091d1b9c45102e085a0aRCRD,menendez-pelayo,PLAZA,V,4.0,MADRID,MADRID,28040,3,ciudad-universitaria,https://wikidata.org/entity/Q3319235,9,moncloa-aravaca,https://wikidata.org/entity/Q2017682,438033,4477994,4380334477994,40.45029,-3.730767
409151,rizal-monument,https://wikidata.org/entity/Q110747530,Grupo Escultórico,"A instancias y por donación del gobierno de Filipinas, con motivo de cumplirse el centenario de su muerte, se realizó en 1996 en Madrid una réplica del monumento al héroe nacional filipino José Rizal Mercado (1861–1896) que se alza desde 1912 en el Parque de Luneta de Manila –hoy denominado Rizal Park–, en el lugar de Bagumbayan donde el escritor instruido en Madrid y artífice de la revolución independentista filipina fue ejecutado el 30 de diciembre de 1896. El monumento original consiste en una pirámide rematada por un obelisco; sumando estas dos intemporales geometrías funerarias para señalar que es en realidad el cenotafio donde está enterrado el personaje. De esta construcción se hizo una copia –a igual escala aunque con ligeras variantes– que fue inaugurada el 5 de diciembre de 1996, en la calle madrileña dedicada a las Islas Filipinas. Los grupos escultóricos en bronce son una reinterpretación realizada por el escultor filipino Florante Caedo –conocido por “Tito Boy”– a partir de las figuras originales del suizo Richard Kissling (1848–1919), escultor formado en Roma y autor del célebre monumento a Guillermo Tell en la localidad suiza de Altdorf, que obtuvo finalmente el encargo tras quedar segundo en el concurso internacional celebrado al efecto entre 1905 y 1907.",1996,"CAEDO, Florante - KISSLING, Richard - RIVERO VÁZQUEZ, Manuel",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409151.pdf?idMonumento=2d28091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2d28091d1b9c4510091d1b9c45102e085a0aRCRD,santander,CALLE,V,1.0,MADRID,MADRID,28003,6,vallehermoso,https://wikidata.org/entity/Q6122685,7,chamberi,https://wikidata.org/entity/Q1763370,439879,4477069,4398794477069,4.044209999999999e-15,-3.708913
408478,juan-domingo-peron,https://wikidata.org/entity/Q24265881,Estatua,"El General Perón murió en 1974, y un año después se erigió en Madrid este monumento obra del escultor bilbaíno Agustín de la Herrán Matorras en la avenida que lleva su nombre, y que ya entonces tenía esa denominación, pues se le dio con ocasión de la visita a Madrid de este presidente de la República Argentina y de su mujer Eva Duarte en 1947, cuando de la amplia calle sólo existían tramos inconclusos.El monumento se levantó en 1975 en agradecimiento por las ayudas recibidas del gobierno argentino durante los años de aislamiento internacional posteriores a la Guerra Civil. Los jardines que lindan con esta parte de la avenida, donde se encuentra situada la estatua también llevan la misma denominación como jardines del General Perón.Agustín de la Herrán cuenta con otras obras en Madrid, como el monumento a la Hispanidad ante el Museo de América, o el de la Fraternidad Laboral en la clínica homónima del Paseo de La Habana.",1975,"HERRÁN MATORRAS, Agustín de la",https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408478.pdf?idMonumento=ad08091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ad08091d1b9c4510091d1b9c45102e085a0aRCRD,general-peron,AVENIDA,V,1.0,MADRID,MADRID,28020,2,cuatro-caminos,https://wikidata.org/entity/Q5824684,6,tetuan,https://wikidata.org/entity/Q1773540,440733,4478297,4407334478297,40.45322,-3.69896e-16
