PK,NOMBRE,NOMBRE-RECON,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,BARRIO-RECON,COD-DISTRITO,DISTRITO,DISTRITO-RECON,COORDENADA-X,COORDENADA-Y,ID,LATITUD,LONGITUD,TELEFONO,TELEFONO_1,TELEFONO_2,FAX,EMAIL,TIPO
2085,postal-and-telegraph-museum,https://wikidata.org/entity/Q64071045,"El  Museo Postal y Telegráfico ofrece al visitante un recorrido temático y cronológico a través  de la historia de las comunicaciones, desde la más tradicional, la carta, hasta las comunicaciones por satélite. En este museo se conservan y exhiben los fondos postales y de telecomunicación desde los primeros hitos conocidos hasta nuestros días.",Consultar,Bus: 161,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c82cef4d7f71c010VgnVCM1000000b205a0aRCRD,tapia-de-casariego,CALLE,V,6.0,,,,,MADRID,MADRID,28023,5,valdemarin,https://wikidata.org/entity/Q10388725,9,moncloa-aravaca,https://wikidata.org/entity/Q2017682,434801,4479956,4348014479956,40.46772,-3.7690759999999996,917 401 440 / 917 400 668,917401440,917400668.0,0,info@museopostalytelegrafico.com,/contenido/entidadesYorganismos/Museos
4997114,sorolla-museum,https://wikidata.org/entity/Q1592523,,"De martes a sábado: de 9:30 a 20 horas. Domingos y festivos: de 10 a 15 horas. Cerrado: todos los lunes del año, 1 y 6 de enero, 1 de mayo, 9 noviembre, 24, 25 y 31 de diciembre.",,"Metro: Rubén Darío (línea 5), Gregorio Marañón (líneas 7 y 10), Iglesia (línea 1).  Bus: 5, 7, 16, 40, 61, 147.  Bicimad: Estaciones 125 (calle Fernández de la Hoz, 29) / 141 (paseo de la Castellana, 43).",,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6dd05e93aad9c110VgnVCM1000000b205a0aRCRD,general-martinez-campos,PASEO,V,37.0,,,,,MADRID,MADRID,28010,4,almagro,https://wikidata.org/entity/Q10954432,7,chamberi,https://wikidata.org/entity/Q1763370,441259,4476298,4412594476298,40.43525,-3.69257,913 101 584,913101584,,0,museo.sorolla@cultura.gob.es,/contenido/entidadesYorganismos/Museos
2077,museo-taurino-de-madrid,https://wikidata.org/entity/Q27500479,,"Todos los días del año de 10 a 19 horas, excepto el 25 de diciembre y el 1 de enero. Los días que se celebren festejos de cualquier tipo en el recinto, las visitas terminarán 2 horas antes del comienzo del espectáculo.??   Visitas en grupo: solicitar cita previa en el correo electrónico museotaurinolasventas@madrid.org",,"Metro: Ventas (líneas 2 y 5).  Bus: 106, 110, 146, 21, 12, 38, 53.  Bicimad: Estaciones 187 (calle Alejandro González, 1) y 193 (avenida de los Toreros, 49).",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=958cef4d7f71c010VgnVCM1000000b205a0aRCRD,alcala,CALLE,V,237.0,,,,,MADRID,MADRID,28028,4,la-guindalera,https://wikidata.org/entity/Q3814559,4,salamanca,https://wikidata.org/entity/Q1773521,443775,4475871,4437754475871,40.43158,-3.662863,912 761 287,912761287,,0,museotaurinolasventas@madrid.org,/contenido/entidadesYorganismos/Museos
2101,typhlological-museum,https://wikidata.org/entity/Q109568487,Edificio con una superficie de 1.500 m2 dividido en tres zonas con maquetas de monumentos nacionales e internacionales realizadas por invidentes e instrumentos utilizados por los invidentes desde hace 200 años. Es un espacio concebido para que sus visitantes puedan ver y tocar las piezas expuestas.,"Martes a viernes: de 10 a 15 h y de 16 a 19 h. Sábados: de 10 a 14 h. Lunes, domingos y festivos: cerrado.   Consultar cierres especiales en https://museo.once.es/",,"Metro: Estrecho (línea 1)  Bus: 3, 43, 124, 124, 126, 128",,"1,5",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=baacef4d7f71c010VgnVCM1000000b205a0aRCRD,la-coruampntildea,CALLE,V,18.0,,,,,MADRID,MADRID,28020,2,cuatro-caminos,https://wikidata.org/entity/Q5824684,6,tetuan,https://wikidata.org/entity/Q1773540,440632,4478523,4406324478523,40.45525,-3.7001690000000003,915 894 219,915894219,,0,museo@once.es,/contenido/entidadesYorganismos/Museos
2068,museo-de-aeronautica-y-astronautica,https://wikidata.org/entity/Q11057120,"El museo tiene por finalidad la adquisición, conservación y exposición de los bienes que constituyen el Patrimonio Histórico de la Aeronáutica Española. Dispone de una exposición exterior y siete hangares que albergan aeronaves, uniformes, condecoraciones, motores, maquetas y otros fondos relacionados con la aviación. Terminada la Guerra Civil y una vez creado el Ejército del Aire, se concibe la idea de crear un museo que reflejara la evolución e historia de nuestra aeronáutica. Desde 1975 el Museo está en Cuatro Vientos y se han sucedido varias ampliaciones que le convierten en un referente europeo de la aeronáutica.","De martes a domingo de 10 a 14 horas. Cerrado: 1 y 6 de enero, jueves y viernes Santos, 10 de diciembre (patrona de la aviación), 24, 25 y 31 de diciembre y días establecidos en el calendario anual.","Aparcamiento: gratuito, de 10 a 14 horas. Cafetería: de 10 a 13:30 horas. Punto de venta: de 10 a 13:30 horas.  Visitas guiadas para grupos: de martes a domingo de 10 a 14 horas. Previa petición de autorización por carta o correo electrónico ( museodelaire@ea.mde.es  ). Se recomienda anticipar las peticiones por teléfono de lunes a viernes.","Bus: 511, 512, 513, 514, 516, 518, 521, 522, 523, 528 y 539.  Metro: cuatro vientos (L 10)  Renfe: cuatro vientos (C 5)",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=90aaef4d7f71c010VgnVCM1000000b205a0aRCRD,a-5,AUTOVIA,T,10.7,,,,"Km. 10,5",MADRID,MADRID,28024,6,cuatro-vientos,https://wikidata.org/entity/Q5191881,10,latina,https://wikidata.org/entity/Q794954,432238,4469498,4322384469498,40.37362,-3.80843,915 091 690,915091690,,0,museodelaire@ea.mde.es,/contenido/entidadesYorganismos/Museos
2091,museum-of-the-americas,https://wikidata.org/entity/Q2568412,,"De martes a sábado, de 9:30 a 15 horas. Jueves, apertura continuada de 9:30 a 19 horas. Domingos y festivos de 10 a 15 horas.   Cerrado todos los lunes del año, 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre, 6 de enero y un festivo local.",,"Metro: Moncloa (líneas 3 y 6), Islas Filipinas (línea 7).  Autobús: 1, 62, 44, 82, 132, 138.  Bicimad: Estaciones, 110 (paseo de Moret, 2); 244 (calle Isaac Peral, 42); 128 (calle Cea Bermúdez, 59).",,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c929ef4d7f71c010VgnVCM1000000b205a0aRCRD,reyes-catolicos,AVENIDA,V,6.0,,,,,MADRID,MADRID,28040,3,ciudad-universitaria,https://wikidata.org/entity/Q3319235,9,moncloa-aravaca,https://wikidata.org/entity/Q2017682,438777,4476615,4387774476615,40.43793,-3.7218539999999996,915 492 641 / 915 439 437,915492641,915439437.0,0,museo.america@cultura.gob.es,/contenido/entidadesYorganismos/Museos
83922,museo-de-arte-contemporaneo,https://wikidata.org/entity/Q6940528,"Al igual que otros museos de arte contemporáneo, nacionales o extranjeros, se ha utilizado un edificio histórico para albergar las colecciones: el Cuartel del Conde Duque. El Museo de Arte Contemporáneo recupera para los madrileños el despacho del escritor vanguardista Ramón Gómez de la Serna, como parte de su colección permanente.","De martes a viernes: de 10 a 14 horas y de 15 a 21 horas. Sábados: de 10 a 14 horas y de 17:30 a 21 horas. Domingos y festivos: de 10:30 a 14:30 horas.  Horario de verano: del 15 de junio al 15 de septiembre, ambos inclusive.  De martes a viernes: de 10 a 14 horas y de 15 a 20 horas. Sábados: de 10 a 14 horas y de 17:30 a 20 horas. Domingos y festivos: de 10:30 a 13:30 horas.  Cerrado: todos lunes y los días 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre. Las salas se desalojan 15 minutos antes del cierre.",Zona wifi.,"Metro: Ventura Rodríguez, Plaza de España, San Bernardo, Noviciado.",,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84a55c2cdc41c010VgnVCM2000000c205a0aRCRD,conde-duque,CALLE,V,9.0,,,,,MADRID,MADRID,28015,5,universidad,https://wikidata.org/entity/Q10387767,1,centro,https://wikidata.org/entity/Q1763376,439723,4475438,4397234475438,40.42739,-3.710589,Teléfono de sala: 914 801 766,914801766,,0,mmacmdifusion@madrid.es,/contenido/entidadesYorganismos/Museos
2092,museo-de-astronomia-y-geodesia,,"El museo de Astronomía y Geodesia de la Universidad Complutense de Madrid agrupa una importante colección de instrumentos de Astronomía, Geodesia y Topografía, reunidos con el afán didáctico de dar a conocer la evolución de los métodos utilizados en estas disciplinas durante los últimos 150 años.",Visita con cita previa.,,"Metro: Ciudad Universitaria (línea 6).  Bus: 132, F, 82, G, U.  Bicimad: Estación 260 (calle José Antonio Novais, frente al número 12).",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee49ef4d7f71c010VgnVCM1000000b205a0aRCRD,ciencias,PLAZA,V,3.0,,,,,MADRID,MADRID,28040,3,ciudad-universitaria,https://wikidata.org/entity/Q3319235,9,moncloa-aravaca,https://wikidata.org/entity/Q2017682,438442,4477897,4384424477897,40.44945,-3.725938,91 394 4588,913944588,,0,fuensant@ucm.es,/contenido/entidadesYorganismos/Museos
5727435,museo-de-bomberos-de-madrid,https://wikidata.org/entity/Q113329713,,"Lunes, miércoles, jueves y viernes: 12:00 horas (martes y fin de semana, cerrado)","El acceso se realizará mediante RESERVA en el que aparecerán las sesiones y plazas disponibles.    Unicamente se permiten las visitas guiadas    El personal del museo mostrará al visitante la exposición permanente, que cuenta con una interesante colección de vehículos y otros materiales que han formado parte de la Historia del Cuerpo de Bomberos de Madrid.      Actividades del Grupo Pedagógico con visitas de colegios    Se realizan visitas guiadas a colegios, demostraciones prácticas?y charlas de prevención    Sala polivalente     Puede ser utilizada para la organización de charlas, encuentros y otras actividades culturales.",Metro: L1- Buenos Aires  Bus: 141 y 143,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f0966a8bba49210VgnVCM2000000c205a0aRCRD,boada,CALLE,V,4.0,,,,,MADRID,MADRID,28038,6,numancia,https://wikidata.org/entity/Q10338144,13,puente-de-vallecas,https://wikidata.org/entity/Q2003054,444504,4471753,4445044471753,40.39453,-3.653931,Actualmente no disponible.,0,,0,museobomberosmadrid@madrid.es,/contenido/entidadesYorganismos/Museos
2090,calcografia-nacional,https://wikidata.org/entity/Q111818807,"La institución posee la más importante colección de láminas de grabado calcográfico de España. El número de matrices metálicas supera las ocho mil obras, abarcando un amplio periodo cronológico, desde el siglo XVI al XXI.",Consultar en la web.,,"Metro: Sol (líneas 1, 2, 3), Sevilla (línea 2), Gran Vía (líneas 1 y 5).  Bus: 002, 52, 46, 51, 150, 5, 15, 20., M3  Cercanías Renfe: Sol (líneas C3, C4 y Regional).  Bicimad: Estaciones 1a y 1b (Puerta del Sol, 1) y 28 (calle Alcalá, 27).  Aparcamiento: Sevilla (41) y  calle Alcalá.(17).",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7169ef4d7f71c010VgnVCM1000000b205a0aRCRD,alcala,CALLE,V,13.0,,,,,MADRID,MADRID,28014,6,sol,https://wikidata.org/entity/Q2465181,1,centro,https://wikidata.org/entity/Q1763376,440558,4474350,4405584474350,40.41765,-3.7006500000000004,915 240 864,915240864,,0,,/contenido/entidadesYorganismos/Museos
2084,wax-museum-of-madrid,https://wikidata.org/entity/Q15121263,,"Lunes a domingo, de 11 a 19 horas.",,"Metro: Colón (línea 4)  Bus: 14, 150, 27, 45, 5, 53, 21, 37, C03  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C10)  Bicimad: Estación 10 (Calle Marqués de la Ensenada, 16) / estación 94 (Paseo de Recoletos, 20)  Aparcamiento: Colón (2), Plaza de Colón",,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9689ef4d7f71c010VgnVCM1000000b205a0aRCRD,recoletos,PASEO,V,41.0,,,,,MADRID,MADRID,28004,4,justicia,https://wikidata.org/entity/Q1992319,1,centro,https://wikidata.org/entity/Q1763376,441350,4475102,4413504475102,40.42448,-3.69138,913 199 330,913199330,,0,info@museoceramadrid.com,/contenido/entidadesYorganismos/Museos
2071,museo-de-escultura-al-aire-libre-de-la-castellana,https://wikidata.org/entity/Q2283575,"El Museo de Escultura al Aire Libre de La Castellana, está situado bajo el paso elevado que une las calles de Juan Bravo y Eduardo Dato, contiene una excelente colección de escultura abstracta española.",Entrada libre. Espacio urbano abierto Abierto 24 horas al día los 365 días del año.,,"Transporte público más próximo   Metro: Rubén Darío (línea 5)  Bus: 5, 14, 27, 45, 150  BICIMAD: Estación 142 (Paseo de la Castellana n&amp;ordm;42)",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eca9ef4d7f71c010VgnVCM1000000b205a0aRCRD,castellana,PASEO,V,40.0,,,,,MADRID,MADRID,28046,6,castellana,https://wikidata.org/entity/Q4781,4,salamanca,https://wikidata.org/entity/Q1773521,441678,4476070,4416784476070,40.43321,-3.687612,915 885 921,915885921,,0,mmacmdifusion@madrid.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
2054,museo-de-historia-de-madrid,https://wikidata.org/entity/Q876383,Fue creado como museo municipal en 1929 y rebautizado como Museo de Historia de Madrid en 2007. En el año 2014 se hace una profunda remodelación y reabre sus puertas con un montaje moderno y una puesta al día de sus colecciones.,"De martes a domingos de 10 a 20 horas.  Verano (Del 15 de junio al 15 de septiembre): de martes a domingos de 10 a 19 horas.  Cerrado: lunes y los días 1 y 6 de enero, 1 de mayo,  24, 25 y 31 de diciembre.   El desalojo de las salas se hará diez minutos antes del cierre.",Biblioteca de investigación Servicio de documentación Guardarropa Zona wifi  Tienda del museo. Contacto: tienda.museohistoria@palaciosymuseos.com Las reservas se realizarán a través de esta  plataforma,"Metro: Tribunal, Bilbao y Alonso Martínez.  Aparcamiento público: Barceló.",Accesibilidad física:   Rampa de acceso a la entrada. Ascensores. Aseos adaptados. Silla de ruedas.   Accesibilidad cognitiva:    Guía visual Museo de Historia de Madrid   Guía en lenguaje claro Museo de Historia de Madrid,"1,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f3079262ef5d010VgnVCM1000000b205a0aRCRD,fuencarral,CALLE,V,78.0,,,,,MADRID,MADRID,28004,4,justicia,https://wikidata.org/entity/Q1992319,1,centro,https://wikidata.org/entity/Q1763376,440550,4475251,4405504475251,40.42577,-3.700845,917 011 863,917011863,,0,smuseosm@madrid.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
4545827,museo-de-historia-de-la-comunidad-judia-de-madrid,,,,Visitas: info@cjmadrid.org,"Metro: Iglesia (línea 1)  Bus: 16, 61, 3, 37, 149, 5  Bicimad: Estación 246 (calle Santa Engracia, 87)",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f2a4a659ee71110VgnVCM1000000b205a0aRCRD,balmes,CALLE,V,3.0,,,,,MADRID,MADRID,28010,3,trafalgar,https://wikidata.org/entity/Q10384027,7,chamberi,https://wikidata.org/entity/Q1763370,440627,4476323,4406274476323,40.43543,-3.70002,915 913 131,915913131,,0,info@cjmadrid.org,/contenido/entidadesYorganismos/Museos
2095,museo-geominero,https://wikidata.org/entity/Q13532751,,"Lunes a viernes, de 10:30 a 14:30 horas (concertar previamente).",,"Cercanías Renfe: Cantoblanco (líneas C4, C4a y Cb).",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=255aef4d7f71c010VgnVCM1000000b205a0aRCRD,francisco-tomas-y-valiente,CALLE,V,7.0,,,,,MADRID,MADRID,28049,8,el-goloso,https://wikidata.org/entity/Q10271137,8,fuencarral-el-pardo,https://wikidata.org/entity/Q656196,441133,4488524,4411334488524,40.54537,-3.695183,914 974 819 / 914 972 564 / 914 974 800,914974819,914972564.0,914974900,museo.mineralogia@uam.es,/contenido/entidadesYorganismos/Museos
2112,museo-de-san-isidro,https://wikidata.org/entity/Q5556798,"Este espacio museográfico propone un viaje por la historia de la ciudad de Madrid desde la Prehistoria hasta el establecimiento de la Corte, a través de distintas salas como la de San Isidro, el Patio renacentista, el Jardín arqueobotánico o el Almacén visitable.","De martes a domingo y festivos de 10 a 20 horas.  Último pase de visita 15 minutos antes del cierre.    Verano, del 15 de junio al 15 de septiembre: de martes a domingo de 10 a 19 horas.  Cerrado todos los lunes, el 1 y 6 de enero, el 1 de mayo y los días 24, 25 y 31 de diciembre.","Sala de investigadores Biblioteca especializada en arqueología e historia madrileña Archivo documental Almacén visitable con más de 600 piezas arqueológicas (por cuestiones técnicas el almacén visitable puede estar cerrado durante su visita, en tal caso pregunte en el mostrador de entrada para que le faciliten el acceso) Jardín arqueobotánico, con información documentada sobre las especies de la ciudad (en estos momentos se encuentra cerrado por obras de rehabilitación) Investigadores: los fondos del Museo están a disposición de la comunidad científica y los investigadores podrán acceder tramitando su correspondiente solicitud Visitas guiadas por voluntarios culturales de CEATE Talleres didácticos para grupos escolares Zona wifi","Metro:  La Latina (línea 5) , Tirso de Molina (línea 1)",,"2,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b7aef4d7f71c010VgnVCM1000000b205a0aRCRD,san-andres,PLAZA,V,2.0,,,,,MADRID,MADRID,28005,1,palacio,https://wikidata.org/entity/Q2136510,1,centro,https://wikidata.org/entity/Q1763376,439691,4473738,4396914473738,40.41207,-3.710816,913 667 415,913667415,,0,museosanisidro@madrid.es,/contenido/entidadesYorganismos/Museos
85301,museo-de-sanidad-e-higiene-publica,,"El Museo de Sanidad e Higiene Pública se comenzó a desarrollar en el año 1995 y es un centro único en su especialidad en España. Está ubicado en el Pabellón 14 del campus de Chamartín en el Instituto de Salud Carlos III, que albergaba los laboratorios del Hospital Nacional de Enfermedades Infecciosas, conocido como Hospital del Rey. El objetivo es gestionar para su difusión y conservación las colecciones de objetos, libros y documentos que reflejan los aspectos más significativos de la historia y evolución de la salud pública en nuestro país. De ese modo se busca la promoción de la investigación en este campo facilitando a los investigadores, profesores y técnicos que lo necesiten, apoyo técnico especializado.","Visitas guiadas de grupo con cita previa: de lunes a viernes laborables, a las 10 horas. Consultar horarios.",Solicitud de cita previa enviando formulario a museodesanidad@isciii.es.,"Metro: Chamartín (líneas 1, 10).  Bus: 124, 134, 135, 67, 147.  Cercanías Renfe: Chamartín (líneas C1, C2, C3, C3a, C4, C4a, C4b, C7, C8 y C10).",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e755c2cdc41c010VgnVCM2000000c205a0aRCRD,monforte-de-lemos,AVENIDA,V,5.0,,,,,MADRID,MADRID,28029,5,la-paz,https://wikidata.org/entity/Q5869740,8,fuencarral-el-pardo,https://wikidata.org/entity/Q656196,441508,4480761,4415084480761,40.47547,-3.690041,918 222 414,918222414,,0,museodesanidad@isciii.es,/contenido/entidadesYorganismos/Museos
4566286,museo-de-la-catedral-de-la-almudena,https://wikidata.org/entity/Q107611898,,"De lunes a sábado de 10 a 14:30 horas.   Cerrado los domingos, fiestas de precepto y días de actos de culto especiales en la Catedral. Consultar  Agenda .",,"Metro: Ópera (Líneas 2, 5 y Ramal Ópera Príncipe Pío).  Bus: 148, 3.  Bicimad: Estaciones 36 (plaza Ramales), 166 (calle Segovia, 26).","Para solicitar reserva de visita guiada, escriba a reservasmuseo@catedraldelaalmudena.es.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82cb8d0e78d22110VgnVCM1000000b205a0aRCRD,bailen,CALLE,V,10.0,,,,,MADRID,MADRID,28013,1,palacio,https://wikidata.org/entity/Q2136510,1,centro,https://wikidata.org/entity/Q1763376,439452,4474125,4394524474125,40.41554,-3.713667,915 592 874,915592874,,0,reservasmuseo@catedraldelaalmudena.es,/contenido/entidadesYorganismos/Museos
2073,museo-de-la-farmacia-hispana,https://wikidata.org/entity/Q105942790,,"El Museo de la Farmacia Hispana solo puede visitarse realizando una reserva con antelación.La visita es gratuita, guiada y tiene una duración aproximada de 1 hora y media. Se realizan durante el curso lectivo, de lunes a viernes y en horario de mañana.  Este año vamos a empezar con las visitas guiadas en horario de tarde. Serán los martes y miércoles lectivos de octubre a mayo. La visita completa empezará a las 16:00 y durará 1 hora y media. Habrá también opción de visita abreviada de 17:00 a 18:00.   Las visitas de tarde podrán reservarse solo con un mes de antelación.",,"Metro: Ciudad Universitaria (línea 6).  Bus: 132, 82, G, U, I  Bicimad: Estaciones 258 ( Ciudad universitaria, 1)",,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=58f9ef4d7f71c010VgnVCM1000000b205a0aRCRD,ramon-y-cajal,PLAZA,V,0.0,,,,,MADRID,MADRID,28040,3,ciudad-universitaria,https://wikidata.org/entity/Q3319235,9,moncloa-aravaca,https://wikidata.org/entity/Q2017682,438415,4477348,4384154477348,40.44451,-3.7262009999999997,913 941 797,913941797,,0,museofar@ucm.es,/contenido/entidadesYorganismos/Museos
2107,museo-de-la-guardia-civil,https://wikidata.org/entity/Q110560070,"El Museo de la Guardia Civil está encuadrado en el Servicio de Estudios Históricos de la Sede Central de la Guardia Civil. La dirección del museo la ejerce un Coronel de la Guardia Civil, auxiliado por un Oficial como Jefe del Negociado, un Suboficial como encargado y varios Guardias Civiles en activo, con las funciones de mantenimiento y vigilancia.  En los aspectos técnicos será auxiliado por un Oficial Facultativo, con el cometido de Conservador en base a su formación específica. Los primeros indicios y escritos en los que se refleja la inquietud de recopilar objetos de marcado carácter histórico relacionados con las actividades de la Guardia Civil datan del año 1914 (desaparecerá en 1936 con motivo de la Guerra Civil), si bien sería a principios de 1982, cuando por iniciativa del entonces Director General, Excmo. Señor Teniente General, D José Luis Aramburu Topete, se inician las labores para la creación del actual Museo de la Guardia Civil. El museo se crea por Orden General del Cuerpo, núm. 15, de 23 de junio de 1982 y es inaugurado el día 12 de octubre de 1982, por Su Majestad el Rey de España, D. Juan Carlos I de Borbón. Los fondos que forman el museo han sido aportados o depositados bien por entidades públicas o privadas y por las distintas Unidades del Cuerpo, todos los cuales están vinculados de alguna manera a las vicisitudes e historia de la Guardia Civil desde su creación hasta nuestros días. Todo ello ocupa una superficie total de 350 metros cuadrados, distribuidos en cuatro salas principales denominadas:  Banderas Sala de armas Sala de uniformes y maniquies Sala de objetos variados y dioramas.  También puedes visitar nuestro  'museo virtual' aquí .","Horario de visitas  Lunes a viernes de 09:00 a 13:30 horas.  Petición de visitas   No guiadas: Individuales y grupos reducidos (10 personas o menos). Con cita previa. El aforo máximo en las instalaciones será de 20 personas. Guiadas: No se realizarán. Todas las visitas quedarán condicionadas a la existencia de visitas institucionales, las cuales tendrán caracter preferente.",,"Metro: Guzmán el Bueno (líneas 6 y 7).  Bus: 2, 45, 44.  Bicimad: Estaciones 256 (calle Beatriz de Bobadilla, 2) y 203 (calle General Ampudia, 2).","Para contactar con el museo puede hacerlo de las siguientes maneras:    Correo ordinario   Dirección General de la  Guardia Civil.Calle Guzmán El Bueno, número 110. C.P. 28003 &amp;ndash; Madrid   Correo electrónico    dg-estuhistoricos-registro@guardiacivil.org    Teléfono   91 514 60 00, extensiones 48495 (Oficina Museo), 48477 (Salas Museo).",3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=003aef4d7f71c010VgnVCM1000000b205a0aRCRD,guzman-el-bueno,CALLE,V,110.0,,,,,MADRID,MADRID,28003,6,vallehermoso,https://wikidata.org/entity/Q6122685,7,chamberi,https://wikidata.org/entity/Q1763370,439594,4477325,4395944477325,40.44438,-3.7123,"915 146 000, extensiones 48495 (Oficina Museo), 48477 (Salas Museo)",915146000,484954847.0,0,dg-estuhistoricos-registro@guardiacivil.org,/contenido/entidadesYorganismos/Museos
2114,royal-academy-of-fine-arts-of-san-fernando,https://wikidata.org/entity/Q1322403,"Construido inicialmente para palacio de Don Juan de Goyeneche, el edificio fue adquirido por la Academia de Bellas Artes en 1773 y reformado bajo la dirección de Fernando Chueca Goitia en 1973 y la fachada por Diego de Villanueva en 1774.","Colección permanente: De martes a domingos, de 10 a 15 horas. Exposiciones temporales: consultar el apartado específico de la exposición temporal. Días cerrados: 1 y 6 de enero; 1 y 30 de mayo; 9 de noviembre; 24, 25 y 31 de diciembre. Las oficinas de la Real Academia de Bellas Artes abren de lunes a viernes, de 08.30 a 17.00 horas. Cerrada fines de semana y días festivos.",,"Metro: Sol (líneas 1, 2, 3), Sevilla (línea 2), Gran Vía (líneas 1 y 5).  Bus:  002, 46, 51, 150, 5, 15, 20, M3.  Cercanías Renfe: Sol (líneas C3, C4 y Regional).  Bicimad: Estaciones 1a y 1b (Puerta del Sol, 1) y 28 (calle Alcalá, 27).  Aparcamiento: Sevilla (41), calle Sevilla y calle Alcalá.",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=924aef4d7f71c010VgnVCM1000000b205a0aRCRD,alcala,CALLE,V,13.0,,,,,MADRID,MADRID,28014,6,sol,https://wikidata.org/entity/Q2465181,1,centro,https://wikidata.org/entity/Q1763376,440558,4474350,4405584474350,40.41765,-3.7006500000000004,915 240 864,915240864,,915241034,registro.museo@rabasf.com,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos
